symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,HCT-116,HCT-15,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62
A1BG,-1,1,1,-1,-1,-1,-1,0,0,-1,1,0,0,0,0,-1,0,1,-1,-1,0,1,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,0,0,0
A1BG-AS1,-1,1,1,-1,-1,-1,-1,0,0,-1,1,0,0,0,0,-1,0,1,-1,-1,0,1,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,0,0,0
A1CF,0,1,0,1,0,-1,1,-1,0,0,-1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,-1
A2M,-1,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,0,0,0,1,-1,1,1,0,-1,0,-1,0,-1,-1,0,1,-2,0,1,1
A2ML1,-1,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,0,0,0,1,-1,0,1,0,-1,0,-1,0,-1,-1,0,1,-2,0,0,1
A2MP1,-1,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,0,0,0,1,-1,1,1,0,-1,0,-1,0,-1,-1,0,1,-2,0,1,1
A4GALT,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,2,1,1,-1,-1,0,-1,-1,-1,-1,0
A4GNT,0,-1,-1,0,0,1,1,0,0,1,1,-1,-1,0,0,0,-1,0,1,-1,1,1,1,1,-1,1,-1,0,1,1,1,1,0,1,0,0,1,0,0,2
AAAS,-1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,-1,0,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,0,0
AACS,-1,-1,0,1,-1,1,-1,0,0,-1,-1,0,0,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,-1,0,1,0,-1,0,0,1,0,-2,0
AACSP1,0,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1
AADAC,0,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,1,-1,0,1,0,1,1,0,-1,0,2,-1,0,1,1,1,1,0,1,0,0,1,0,1,1
AADACL2,0,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,1,-1,0,1,0,1,1,0,-1,0,2,-1,0,1,1,1,1,0,1,0,0,1,0,1,1
AADACL3,0,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,-1,-1,-1,-1,1,-1,1,2,0,-1,0,1,1,0,1,0,2,-1,0,0,0,0,-1,0,1,0
AADACL4,0,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,-1,-1,-1,-1,1,-1,1,2,0,-1,0,1,1,0,1,0,2,-1,0,0,0,0,-1,0,1,0
AADAT,-1,0,-1,0,-1,0,-2,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1
AAED1,0,1,-1,0,1,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,0,0,0,0,1,0,0,-1,1,-1,-1
AAGAB,-1,-1,1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,0,-1,0,0,0,1,1,-1
AAK1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,0,1,1,1,0,0,-1,0,0,1,0,-1,0,1,1,2,-1,0,0,-1,0,0,1
AAMDC,0,-1,0,0,0,0,0,-1,0,-1,1,0,0,0,1,1,0,1,1,-1,1,2,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1
AAMP,0,-1,0,1,-1,0,-1,-1,0,0,1,0,-1,0,1,-1,-1,-1,0,1,1,1,0,-1,0,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,0,0
AANAT,0,1,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,1,0,1,1,1,1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,-1,0
AAR2,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,2,1,0,1,0,1,1,-1,1,1
AARD,1,1,0,0,1,1,1,2,0,1,2,1,0,2,2,1,1,-1,1,0,1,1,-1,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1
AARS,0,1,0,1,-1,1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,1,0,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,0,2,0,-1,-1,-1
AARS2,0,-1,-1,0,1,-1,0,-1,0,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,-1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1
AARSD1,0,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0
AASDH,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,-1,0,0,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
AASDHPPT,0,-1,-1,0,0,-1,1,0,0,-1,1,0,0,0,1,-1,1,1,-1,0,1,-1,0,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,1,1,-1,1,0
AASS,1,1,1,2,0,1,1,0,0,2,1,1,1,0,0,1,0,0,1,1,1,0,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,0,1,2
AATF,0,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,0,1,0,0,0,-1,0,0,1,1,0,0
AATK,0,0,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,-1,0,1,1,-1,1,-1,1,0,1,1,1,1,0,2,0,-1,0,1,1,1,-1,0
ABAT,0,1,0,1,-1,0,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,0,0,1,-1,0,-1,0,0,0,0,-1,1
ABCA1,0,1,0,0,1,0,1,0,0,-1,-1,0,0,0,1,0,0,-1,0,1,0,-1,-1,-1,0,-1,0,0,1,0,0,1,0,1,0,0,1,1,-2,-1
ABCA2,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,-1,1,-1,0,0,-1,1,-1,-1,-1,1,0,1,-1,0,0,-1,-1,0,0,1,0,-1,1,1,-1,-1
ABCA3,0,1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1
ABCA4,1,-1,-1,0,1,-1,-1,0,0,1,1,0,0,0,0,-1,1,1,0,-1,1,0,2,1,1,-1,1,0,1,0,0,-1,1,1,0,0,-1,1,2,-1
ABCA5,0,1,1,1,-1,2,0,2,0,1,-1,0,0,0,1,2,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,1,1,0,-1,0,1,1,1,1,1
ABCA6,0,1,1,1,-1,2,0,2,0,1,-1,0,0,0,1,1,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,1,1,0,-1,0,1,1,1,1,1
ABCA7,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
ABCA8,0,1,1,1,-1,2,0,2,0,1,-1,0,0,0,1,1,0,1,0,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,1,1
ABCA9,0,1,1,1,-1,2,0,2,0,1,-1,0,0,0,1,1,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,1,1,0,-1,0,1,1,1,1,1
ABCA10,0,1,1,1,-1,2,0,2,0,1,-1,0,0,0,1,2,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,1,1,0,-1,0,1,1,1,1,1
ABCA11P,0,-1,-1,-1,-1,0,1,-1,-2,-1,-1,-1,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-2,0,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1
ABCA12,0,1,0,1,-1,0,-1,0,2,0,1,0,-1,0,1,0,-1,-1,0,1,1,0,0,-1,0,-1,1,0,1,0,1,0,0,-1,-2,0,-1,0,2,1
ABCA13,1,1,0,1,1,1,1,1,0,1,1,1,0,0,-1,0,0,1,1,1,1,0,2,-1,1,1,1,1,1,1,0,1,-1,1,1,2,2,1,1,2
ABCA17P,0,1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1
ABCB1,1,1,0,1,0,1,1,0,-2,1,1,1,1,0,0,2,0,-1,1,1,1,0,2,1,1,1,1,1,-2,1,1,1,-1,1,1,1,1,0,1,1
ABCB4,1,1,0,1,0,1,1,0,-2,1,1,1,1,0,0,2,0,-1,1,1,1,0,2,1,1,1,1,1,-2,1,1,1,-1,1,1,1,1,0,1,1
ABCB5,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,-1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,1,1
ABCB6,0,-1,0,1,-1,0,-1,-1,0,0,1,0,-1,0,1,-1,-1,-1,0,1,1,-1,0,-1,0,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,0,0
ABCB8,1,1,0,1,0,1,0,0,0,2,1,1,1,1,-1,0,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,2,1
ABCB9,-1,-1,0,1,-1,1,0,0,0,-1,-1,0,0,1,1,-1,0,-1,1,1,-1,-1,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,0,-1,0
ABCB10,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,-1,0,1,0,1,1,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
ABCB11,0,1,0,1,-1,0,-1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,-1,0,0,-1,0,1,0,1,-1,0,-1,0,1,-1,0,1,1
ABCC1,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,0,0,1,-1,0,-1,0,0,0,0,-1,1
ABCC2,0,1,0,1,0,0,0,1,0,0,-1,0,-1,0,0,0,0,-1,0,1,1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,1,0,-1,-1
ABCC3,0,1,1,1,-1,0,0,1,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,1,1,0,1,1,1,1,0,0,0,-1,0,0,1,1,0,0
ABCC4,-1,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-2,0,1,-1,-1,1,-1,1,0,1,-1,-1,2,-1
ABCC5,0,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,0,2,1,0,1
ABCC6,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,0,0,1,-1,0,-1,0,0,0,0,-1,1
ABCC6P1,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,0,0,1,-1,0,-1,0,0,0,0,-1,1
ABCC6P2,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,0,0,1,-1,0,-1,0,0,0,0,-1,1
ABCC8,0,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-2,0,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,0,0,1,0,0,-1,0,1,-1,0,-1,-1
ABCC9,0,0,1,2,0,1,-1,0,0,-1,-1,0,-1,0,1,0,-1,-1,1,0,0,1,0,0,-1,1,1,0,0,0,1,1,-1,-1,0,2,1,0,2,1
ABCC10,0,-1,-1,0,1,-1,0,-1,0,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,-1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,0,-1
ABCC11,0,1,0,1,-1,1,0,0,0,-1,-1,0,0,0,-1,-1,-1,1,0,1,0,-1,1,1,0,1,-1,1,-2,-1,-1,-1,1,-1,0,1,-1,0,0,-1
ABCC12,0,1,0,1,-1,1,0,0,0,-1,-1,0,0,0,-1,-1,-1,1,0,1,0,-1,1,1,0,1,-1,1,-2,-1,-1,-1,1,-1,0,1,-1,0,0,-1
ABCC13,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,-1,1,-1,-1,1,-1,0,1,2,1,2,-1,1,1,1,-1,-1,0,-1,1,1,0,0,1,0,1,-1
ABCD2,-1,-1,1,2,-1,1,1,0,0,0,-1,0,0,0,1,1,-1,-1,1,1,0,1,1,-1,1,1,1,0,1,0,0,1,1,-1,0,0,1,0,1,1
ABCD3,1,-1,-1,0,1,-1,-1,0,0,1,1,0,0,0,0,-1,1,1,0,-1,1,0,2,2,1,-1,1,0,1,1,0,-1,1,1,0,0,-1,1,1,-1
ABCD4,0,-1,0,-1,-1,-1,1,0,0,0,-1,0,-1,0,0,1,0,-1,0,1,-1,1,0,-1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0
ABCE1,-1,0,-1,0,-1,0,1,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,0,-1,1,1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
ABCF1,0,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,1,-1,1,0,1,1,0,-1,1,1,1,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1
ABCF2,1,1,0,1,0,1,0,0,2,2,1,1,1,1,-1,1,1,0,1,1,1,0,2,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,0,1
ABCF3,0,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,-1,2,1,-1,1
ABCG1,0,0,-1,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,1,1,0,1,-1,-1,1,1,1,-1,0,1,-1,1,-1,-1,0,-1,0,1,0,-1,0,-1,-1,-1
ABCG2,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
ABCG4,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,1,-1,1,1,-1,-1,1,-1,1,-1,0,-1,2,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1
ABCG5,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,0,-1,1,1,1,1,0,1,-1,0,0,1,0,-1,0,1,1,0,-1,0,0,-1,0,1,1
ABCG8,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,0,-1,1,1,1,1,0,1,-1,0,0,1,0,-1,0,1,1,0,-1,0,0,-1,0,1,1
ABHD1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,0,0,-1,0,0,1,0,1,0,1,1,0,-1,0,0,-1,0,-1,1
ABHD2,0,0,1,0,-1,0,0,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,2,0,0,-1,0,0,-1,1,1,0
ABHD3,0,-1,-1,0,0,-1,1,0,0,0,1,-1,0,2,0,0,0,-1,-1,0,0,-1,-1,-1,0,1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
ABHD4,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,-1,0,0,-1,0,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0
ABHD5,0,-1,-1,0,0,-1,-1,0,0,0,1,-1,1,0,0,-1,0,-1,-1,-1,0,0,-1,1,1,0,1,0,0,1,0,1,-1,0,0,0,1,0,-1,-1
ABHD6,0,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,0,0,-1,0,-1,-1,0,0,-1,0,1,1,0,-1,0,-1,1,0,1,-1,0,0,0,-1,0,-2,-1
ABHD8,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
ABHD10,0,0,0,0,0,1,-1,1,0,0,1,-1,-1,0,0,0,-1,0,1,0,0,1,1,1,1,0,-1,0,1,1,1,1,0,1,0,0,1,0,0,1
ABHD11,1,1,0,1,-1,0,0,0,2,1,1,1,1,0,0,0,0,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,0,1
ABHD11-AS1,1,1,0,1,-1,0,0,0,2,1,1,1,1,0,0,0,0,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,0,1
ABHD12,0,1,1,0,1,-1,-1,0,0,1,1,1,-1,0,1,1,0,1,1,1,-1,1,-1,1,0,0,1,0,1,-1,1,1,0,1,0,1,0,-1,1,1
ABHD12B,0,-1,0,0,-1,-1,2,0,0,0,-1,0,-1,0,0,1,1,-1,0,1,0,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0
ABHD13,-1,0,-1,0,1,1,-1,1,0,-1,-1,-1,-1,0,1,1,-1,1,-1,0,-1,0,1,1,-1,-1,0,0,1,-1,-1,1,-1,1,0,1,-1,-1,2,-1
ABHD14A,0,-1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1
ABHD14A-ACY1,0,-1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1
ABHD14B,0,-1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1
ABHD15,0,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,-1,1,-1,-1,-1,0,1,1,0,-1,0,0,0,-1,0,0,1,1,0,0
ABHD16A,0,-1,-1,-1,1,-1,0,-2,0,-1,1,-1,1,-1,1,-1,1,1,0,-1,1,-1,1,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1
ABHD16B,0,0,-1,0,1,1,-1,-1,0,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,0,1,0,1,0,-1,1,1,1,0,1,1,1,1,1,0,1
ABHD17A,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
ABHD17B,0,1,0,0,1,0,1,0,0,0,-1,0,-1,0,1,-1,0,0,0,1,0,-1,-1,1,0,-2,0,0,1,0,0,1,1,1,0,0,-1,1,-1,-1
ABHD17C,-1,0,1,0,-1,-1,0,-1,0,-1,-1,0,0,0,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,0,0,-1,0,0,0,1,2,-1
ABHD18,1,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
ABI1,0,1,0,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1
ABI2,0,1,0,1,-1,0,-1,0,0,0,1,0,-1,0,1,0,0,0,0,1,1,0,0,-1,0,0,1,0,1,0,1,-1,0,-1,0,1,-1,0,2,1
ABI3,0,1,1,1,-1,0,0,1,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,0,0,-1,0,0,1,1,-2,0
ABI3BP,0,0,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,0,0,1,0,0,1,1,-1,1,0,-1,0,1,1,0,1,0,1,0,0,1,0,1,-1
ABL1,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,1,0,1,-1,0,0,-1,1,-1,-1,-1,1,0,1,-1,0,1,-1,-1,0,0,1,0,-1,1,1,-1,-1
ABL2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,2,-1,-2,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1
ABLIM1,0,-1,0,1,-2,0,0,2,0,0,-1,0,-1,0,-1,-1,0,-1,-1,1,1,1,2,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
ABLIM2,0,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,1,-2,-1,-1,-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1
ABLIM3,0,1,0,0,1,1,-1,-1,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,1,2,0,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1
ABO,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,0,1,-1,0,0,-1,1,-1,-1,-1,1,0,1,-1,0,1,-1,-1,0,-1,1,0,-1,1,1,-1,-1
ABR,0,1,1,1,1,-1,0,-1,-2,-1,1,0,-1,0,0,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,0,-1,-1,0,-1,-1,0,1,-1,1,0,0
ABRA,2,1,1,0,1,1,1,2,0,1,2,1,0,2,2,2,1,-1,1,0,0,0,2,1,1,1,-1,0,1,1,1,1,1,0,0,1,2,0,2,1
ABRACL,0,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,1,0,0,-1,-1,1,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1
ABRAXAS1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
ABRAXAS2,0,-1,0,1,-2,0,0,1,0,0,-1,0,-1,0,0,-1,0,-1,-1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,1,-1,-1
ABT1,0,-1,-1,0,1,-1,1,0,0,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,-1
ABTB1,0,-1,-1,0,0,1,-1,0,0,0,1,-1,-1,0,0,-1,-1,0,1,-1,-1,1,1,1,-1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,1
ABTB2,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,1,0,0,0,-1,0,0,-1,0,1,1,1,-1,-1
ACAA1,0,-1,0,0,0,-1,-1,0,0,0,1,-1,1,0,0,-1,0,-1,-1,-1,0,0,0,1,1,0,1,0,0,1,0,1,-1,0,0,0,1,0,-1,-1
ACAA2,-1,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,0,-2,-1,-1,-1,-1
ACACA,0,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,0,1,0,0,0,-1,0,0,1,1,0,0
ACACB,-1,-1,0,1,-1,1,0,0,0,0,-1,0,0,1,1,1,0,-1,1,1,-1,0,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,0,2,0
ACAD8,0,-1,-1,0,-1,-1,0,0,0,-1,-2,0,0,0,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
ACAD9,0,-1,-1,0,0,1,-1,0,0,0,1,-1,-1,0,0,-1,-1,0,1,-1,-1,1,1,1,-1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,2
ACAD10,-1,-1,0,1,-1,1,0,0,0,0,-1,0,0,1,1,-1,0,-1,1,1,-1,1,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,-1,2,0
ACAD11,0,-1,-1,0,0,1,-1,0,0,1,1,-1,-1,0,0,0,-1,0,1,-1,-1,1,1,1,-1,1,-1,0,1,1,1,0,0,1,0,0,0,0,1,2
ACADL,0,0,0,1,-1,0,-1,0,0,0,1,0,-1,0,0,0,-1,0,0,1,1,0,0,-1,0,1,1,0,1,0,1,0,0,-1,0,1,-1,0,1,1
ACADM,1,0,-1,0,1,-1,-1,0,0,1,1,0,0,0,0,-1,1,1,0,0,1,0,1,1,1,-1,1,0,1,1,1,-1,-1,1,0,0,-1,1,1,-1
ACADS,-1,-1,0,1,-1,1,0,0,0,-1,-1,0,0,1,1,-1,0,-1,1,1,-1,-1,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,0,2,0
ACADSB,0,-1,0,1,-2,0,0,2,0,0,-1,0,-1,0,-1,0,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,-1,-1
ACADVL,0,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
ACAN,0,0,1,0,-1,0,0,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,2,0,0,-1,0,0,-1,1,2,0
ACAP1,0,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
ACAP2,0,-1,-1,0,0,1,0,0,0,1,1,-1,0,0,0,1,0,-1,1,-1,1,1,1,-1,0,1,-1,0,1,1,1,1,0,1,0,1,2,1,1,1
ACAP3,0,-1,-1,-1,1,-1,-1,-1,2,0,1,0,1,-1,-1,-1,-1,-1,1,-1,1,2,-1,-1,1,1,1,0,1,-1,2,-1,0,0,0,-1,-1,0,0,0
