symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,HCT-116,HCT-15,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62
JADE1,1,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
JADE2,0,1,0,0,1,1,-1,-1,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,1,0,-1,0,-1,1,1,1,0,0,2,0,1,0,0,1,-1,-1
JAG1,1,1,1,0,0,-1,-1,0,0,-1,1,1,-1,0,1,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,2,1
JAG2,1,-1,1,1,-1,-1,2,2,2,-1,1,1,-1,2,2,2,0,1,1,2,2,2,2,1,2,-2,2,1,1,1,-1,1,2,1,2,1,2,1,2,2
JAGN1,0,-1,0,-1,1,1,-1,-1,0,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,-1,-1,-1
JAK1,0,-2,-1,0,1,0,-1,0,0,0,1,0,0,0,0,-1,-1,1,0,-2,1,0,1,1,1,1,1,0,1,-2,-2,-1,0,1,0,0,-1,1,2,1
JAK2,0,-2,0,0,1,-1,-1,0,0,-1,-1,0,-1,0,1,-1,-2,-1,-1,-1,-1,2,1,-1,-1,-1,-2,0,1,0,-1,-1,-1,1,0,-1,-1,1,-1,-2
JAK3,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
JAKMIP1,0,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,1,-2,-1,-1,-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1
JAKMIP2,0,1,1,0,1,1,0,0,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,1,0,1,1,1,2,1,0,0,0,1,0,1,1,0,0
JAKMIP3,-1,-1,-1,1,-2,0,0,-2,0,0,-1,0,-1,0,-1,-1,0,-1,-1,1,1,1,0,0,-1,-2,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,1,-2,-1
JAM2,0,1,-1,0,0,0,1,0,0,-1,1,-1,1,-1,1,-1,0,1,-1,0,1,1,1,-1,-1,1,-1,1,0,0,0,-1,1,1,0,0,1,-1,0,0
JAM3,0,-1,-1,0,-1,-1,0,0,0,-1,-2,0,0,0,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
JAML,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,1,1,1,1,-1,-1,1,-1,1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1
JARID2,0,-1,-1,0,1,-1,0,0,0,-1,1,-1,1,-1,1,1,1,1,-1,-1,2,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,-1
JAZF1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,2,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1
JAZF1-AS1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,2,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1
JCAD,0,1,0,0,0,0,-1,0,2,1,-1,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,-2,0,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1
JCHAIN,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
JDP2,0,-1,0,-1,-1,-1,1,0,0,0,-1,0,-1,0,-1,1,0,-1,0,1,-1,1,0,-1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0
JHY,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,2,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
JKAMP,0,-1,0,0,-1,-1,1,0,0,0,-1,0,-1,0,0,1,1,1,0,1,0,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,1
JMJD1C,0,-1,0,1,0,1,1,0,0,1,-1,0,1,0,0,0,0,0,0,1,1,1,1,1,2,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,-1
JMJD4,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,-1,0,1,0,1,1,0,-1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,-1,1
JMJD6,0,1,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,1,0,1,1,1,1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,-1,0
JMJD7,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,-1,-1,0,0,0,1,-1,-1
JMJD7-PLA2G4B,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,-1,-1,0,0,0,1,-1,-1
JMJD8,0,-1,-1,1,-1,-1,-1,-2,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1
JMY,-1,1,1,0,1,1,0,0,0,0,-1,0,0,0,1,1,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,0,0,0,1,1,1,1,-1,0
JOSD1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,0
JOSD2,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,2,-1,1,0,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
JPH1,1,1,0,0,1,1,1,2,0,1,2,1,0,1,1,0,-1,-1,1,0,0,0,1,1,1,-1,0,0,1,0,1,1,1,0,0,0,1,0,2,1
JPH2,0,1,0,0,1,1,0,-1,0,1,1,1,0,1,1,2,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0,1,-2,1,1,-1,2,1
JPH3,0,0,-1,1,-1,1,-1,1,0,0,1,0,0,0,-1,1,-1,1,0,0,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,0,-1,-2,-1,1,-1,-1,-1
JPH4,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,-1,0,0,-1,0,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0
JPT1,0,1,1,1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,-1,0
JPT2,0,1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1
JRK,1,1,1,-1,1,1,0,1,0,1,2,1,0,1,2,0,0,-1,2,-1,1,-1,2,2,1,-1,1,0,1,-1,0,1,0,0,0,-1,1,-1,0,0
JRKL,0,-1,-1,0,0,-1,0,0,0,-1,1,0,0,0,1,-1,1,1,-1,0,1,-1,2,1,1,0,1,0,-1,-1,-1,-1,0,-1,0,1,1,-1,1,0
JSRP1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
JTB,0,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,2,0,1,0,1,1,-1,0
JUN,0,0,-1,0,1,0,-1,0,0,0,1,0,0,0,0,-1,-1,1,0,-1,1,0,1,1,1,1,1,0,1,0,1,-1,0,1,0,0,-1,1,1,1
JUNB,-1,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
JUND,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
JUP,0,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0
KAAG1,0,-1,-1,0,1,-1,1,0,0,-1,1,-1,1,-1,1,1,1,1,-1,0,2,0,2,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,-1
KALRN,0,-1,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,-1,-1,0,1,-1,-1,2,1,1,1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,1
KANK1,0,1,0,0,1,-1,-1,0,0,-1,-1,0,-1,0,1,1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-2,0,1,0,-1,-1,-1,1,0,-1,-1,1,-1,-1
KANK2,-1,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
KANK3,-1,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0
KANK4,0,0,-1,0,1,0,-1,0,0,0,1,0,0,0,0,-1,-1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,-1,0,1,0,0,-1,1,1,1
KANSL1,0,2,2,1,-1,1,0,1,0,1,-1,2,1,0,1,-1,0,-1,1,1,2,2,-1,1,1,0,2,2,1,2,0,1,2,-1,2,1,2,1,2,2
KANSL1L,0,0,0,1,-1,0,-1,0,0,0,1,0,-1,0,0,0,-1,0,0,1,1,0,0,-1,0,-1,1,0,1,0,1,0,0,-1,0,1,-1,0,1,1
KANSL2,-1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,0,0,0,-1,1,0,0,0,-1,-1,-1,0,2,-1,0,1,1,-1,0,0
KANSL3,0,1,0,1,-1,0,-1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,-1,0,-1,0,0,-1,-1,0,0
KARS,0,1,0,1,-1,1,0,0,0,0,-1,0,0,0,0,2,-1,1,1,0,0,-1,-1,-1,0,1,-1,1,0,0,-1,-1,1,0,0,2,0,0,0,-1
KAT2A,0,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-2,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0
KAT2B,0,-1,1,0,0,1,-1,0,0,0,1,-1,1,0,0,2,0,-1,-1,0,0,0,0,1,1,0,1,0,0,1,0,1,-1,1,0,0,1,0,-1,-1
KAT5,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,1,1,1,1,-1,-1,1,0,0,1,1,1,1,0,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1
KAT6A,-1,-1,0,0,1,0,0,0,0,-1,1,1,0,0,1,-1,-1,-1,1,-1,0,2,-1,1,-1,-1,0,0,1,0,-1,1,0,0,0,0,1,0,-1,0
KAT6B,0,0,0,1,0,1,0,0,0,1,-1,0,1,0,0,-1,0,0,0,1,1,2,1,0,2,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,-1
KAT7,0,1,1,1,-1,0,0,1,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,0,-1,0,0,1,1,0,0
KAT8,0,1,0,1,-1,0,0,0,0,-1,-1,0,0,0,0,1,-1,-1,0,1,0,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,0,0,0,-1,-1,-1
KAT14,0,1,1,0,0,-1,-1,0,0,-1,1,1,-1,0,1,1,0,1,1,1,0,1,-1,-1,0,0,1,0,1,-1,1,1,0,1,0,0,1,0,1,1
KATNA1,0,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,1,0,0,-1,-1,0,1,0,0,-1,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1
KATNAL1,-1,-1,-1,0,1,1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1
KATNAL2,-1,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,-1,-1,2,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,0,-2,-1,-1,-1,-1
KATNB1,0,1,0,1,-1,1,-1,-1,0,0,-1,0,0,-1,-1,-2,-1,1,0,1,0,-1,-1,1,0,1,-1,1,-1,-1,-1,-1,0,-1,0,1,-1,-1,-1,-1
KATNBL1,0,0,1,0,-1,0,1,0,-2,-1,-1,0,0,0,0,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,0,-1,0,0,0,1,1,0
KAZALD1,0,1,0,1,0,0,0,1,0,0,-1,0,-1,0,0,-1,0,-1,0,1,1,2,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,1,0,-1,-1
KAZN,0,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,-1,-1,-1,-1,1,-1,1,2,0,-1,0,1,1,0,1,0,2,-1,0,0,0,-1,-1,1,1,0
KBTBD2,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,2,0,1,1,1,1,0,1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1
KBTBD3,0,-1,-1,0,0,-1,1,0,0,-1,1,0,0,0,1,-1,1,1,-1,0,1,-1,0,1,1,1,1,0,-1,-1,-1,-1,0,-1,0,1,1,-1,1,0
KBTBD4,0,1,0,0,0,0,-1,0,0,0,-1,-1,0,0,1,1,0,1,-1,-1,1,1,-1,-1,1,-1,1,0,-1,-1,-1,0,0,-1,0,1,1,1,-1,-1
KBTBD6,-1,-1,-1,0,0,1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-2,0,-1,-1,0,1,-1
KBTBD7,-1,-1,-1,0,0,1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-2,0,-1,-1,0,1,-1
KBTBD8,0,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,1,-2,0,-1,0,-1,1,2,1,-1,1,0,0,-1,0,2,-1
KBTBD11,-1,-1,0,0,1,0,0,0,0,-1,1,1,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,-1,0,-1,1
KBTBD12,0,-1,-1,0,0,1,-1,0,0,0,1,-1,-1,0,0,-1,-1,0,1,-1,-1,1,1,1,-1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,1
KBTBD13,-1,-1,1,0,-1,-1,0,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,0,0,-1,0,0,0,1,0,-1
KCMF1,0,1,1,1,-1,0,-1,0,0,0,1,0,0,0,1,1,-1,0,1,1,1,0,0,-1,0,0,1,0,-1,0,1,1,0,-1,0,0,-1,0,1,1
KCNA1,-1,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,-1,0
KCNA2,0,-1,-1,0,1,0,-1,0,0,1,1,0,1,0,0,-1,1,1,0,-1,1,-1,-1,1,1,-1,1,0,1,2,1,-1,0,0,0,0,-1,1,-1,1
KCNA3,0,-1,-1,0,1,0,-1,0,0,1,1,0,1,0,0,1,1,1,0,-1,1,-1,-1,1,1,-1,1,0,1,2,1,-1,0,0,0,0,-1,1,0,1
KCNA4,0,1,1,0,-1,0,-1,0,0,-2,-1,-1,0,0,1,-1,0,2,-1,0,1,1,-1,-1,1,-1,2,-1,0,0,-1,0,1,-1,0,1,1,1,-1,0
KCNA5,-1,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,-1,0
KCNA6,-1,-1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,-1,0
KCNA7,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
KCNA10,0,-1,-1,0,1,0,-1,0,0,1,1,0,1,0,0,-1,1,1,0,-1,1,-1,-1,1,1,-1,1,0,1,2,1,-1,0,0,0,0,-1,1,-1,1
KCNAB1,0,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,1,-1,0,1,0,1,1,2,-1,0,2,-1,0,1,1,1,1,0,1,0,0,1,1,0,1
KCNAB2,0,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,-1,-1,-1,-1,1,-1,1,2,0,-1,1,1,1,0,1,0,2,-1,0,0,0,-1,-1,0,0,0
KCNAB3,0,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
KCNB1,0,1,0,0,1,1,0,-1,0,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,1,0,1,0,1,1,2,1,0,1,-2,1,1,-1,1,1
KCNB2,1,1,0,0,1,1,1,2,0,1,2,1,0,0,1,0,-1,-1,1,0,0,0,1,1,1,-1,0,0,1,0,1,1,0,0,0,0,1,0,1,1
KCNC1,0,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-2,0,-1,-1,-1,1,0,-1,-1,1,-1,2,-1,0,0,1,0,0,-1,0,1,-1,0,-1,-1
KCNC2,-1,0,1,2,-1,1,1,1,0,0,-1,0,0,0,1,2,-1,-1,1,1,0,0,-1,-1,1,1,0,0,0,0,-1,1,1,-1,0,1,1,0,2,1
KCNC3,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,1,0,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
KCNC4,0,-1,-1,0,1,0,-1,0,0,1,1,0,1,0,0,-1,1,1,0,-1,1,-1,-1,1,1,-1,1,0,1,2,1,-1,0,0,0,0,-1,1,-1,1
KCND2,1,1,1,2,0,1,1,0,0,2,1,1,1,0,0,1,0,0,1,-2,1,0,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,0,1,2
KCND3,0,-1,-1,0,1,0,-1,0,0,1,1,0,1,0,-1,2,1,1,0,-1,1,1,-1,1,1,-1,1,0,1,2,1,-1,0,0,0,0,-1,1,1,1
KCNE1,0,1,-1,0,0,-1,1,0,0,-1,1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1
KCNE2,0,1,-1,0,0,-1,1,0,0,-1,1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1
KCNE3,0,-1,0,0,0,0,0,-1,0,-1,1,0,0,0,1,1,0,1,1,-1,1,0,2,1,1,1,1,-1,-1,-1,-1,1,-1,-1,0,1,1,-1,-1,-1
KCNE4,0,-1,0,1,-1,0,-1,0,0,0,1,0,-1,0,1,-1,-1,-1,0,1,1,0,-1,-1,0,-1,1,0,1,0,1,0,0,-1,0,0,-1,0,1,1
KCNF1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,-1,-1,-1,0,0,-1,0,1,0,1,1,-1,-1,0,-1,-1,0,0,1
KCNG1,0,1,0,0,1,1,0,-1,0,1,1,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,1,1,2,1,0,1,-2,1,1,-1,1,1
KCNG2,-1,-1,-1,0,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,1,0,-1,-1,-1,-1,1,-1,0,-1,0,-2,-1,-1,-1,-1
KCNG3,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,1,1,-1,0,0,1,0,-1,0,1,1,0,-1,0,0,-1,0,0,1
KCNG4,0,0,-1,1,-1,1,-1,1,0,0,1,0,1,0,-1,1,-1,1,0,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,0,-1,-2,-1,1,-1,-1,-1
KCNH1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1
KCNH2,1,1,0,1,0,1,0,0,0,2,1,1,1,1,-1,0,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1
KCNH3,-1,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,0,0,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,0,0
KCNH4,0,1,1,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-2,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0
KCNH5,0,-1,0,0,-1,-1,1,0,0,1,-1,0,-1,0,0,2,0,-1,0,1,0,1,0,1,1,-1,0,-1,0,0,-1,-1,1,0,0,0,1,0,0,1
KCNH6,0,1,1,1,-1,2,0,2,0,1,-1,0,0,0,1,1,0,-1,0,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,1,1
KCNH7,0,1,0,1,-1,0,-1,0,-2,0,0,0,1,0,1,1,0,1,0,1,1,0,0,-1,0,0,-1,0,1,0,-1,-1,0,-1,0,1,-1,0,1,1
KCNH8,0,-1,1,0,0,1,-1,0,0,0,1,-1,1,0,0,2,0,-1,-1,0,0,0,0,1,1,0,1,0,0,1,0,1,-1,1,0,0,1,0,-1,-1
KCNIP1,0,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,-1,0,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1
KCNIP2,0,0,0,1,0,0,0,1,0,0,-1,0,-2,0,0,-1,0,-1,0,1,1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,1,0,-1,-1
KCNIP3,0,1,0,1,-1,0,-1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0
KCNIP4,0,0,-1,0,-1,1,1,1,0,2,-1,0,0,-2,-1,0,0,-1,1,0,0,0,-1,2,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0
KCNIP4-IT1,0,0,-1,0,-1,1,1,1,0,1,-1,0,0,1,-1,0,0,-1,1,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0
KCNJ1,0,-1,-1,0,0,-1,0,0,0,-1,-2,0,0,0,1,-2,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
KCNJ2,0,1,1,1,-1,2,1,2,0,1,-1,0,0,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,2,-1,1,1,1,0,-1,0,1,1,1,1,1
KCNJ2-AS1,0,1,1,1,-1,2,1,2,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,-1,1,1,0,1,2,-1,1,1,1,0,-1,0,1,1,1,1,1
KCNJ3,0,1,0,1,-1,0,-1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,-1,0,1,-1,0,1,0,-1,-1,0,-1,0,1,-1,0,1,1
KCNJ4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,-1,0
KCNJ5,0,-1,-1,0,0,-1,0,0,0,-1,-2,0,0,0,1,-2,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
KCNJ6,0,1,-1,0,0,-1,1,0,0,-1,1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1
KCNJ8,0,0,1,2,0,1,-1,0,0,-1,-1,0,-1,0,1,0,-1,-1,1,0,0,1,0,0,-1,1,1,0,0,0,-1,1,-1,-1,0,2,1,0,2,1
KCNJ9,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,-1,0,1,1,1,1,0,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,1,0
KCNJ10,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,-1,0,1,1,1,1,0,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,1,0
KCNJ11,0,1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-2,0,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,0,0,1,0,0,-1,0,1,-1,0,-1,-1
KCNJ12,0,1,1,1,-1,-1,0,0,0,-1,-1,0,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,1,0,2,0,0,-1,-1,0,0,-1,1,0,0
KCNJ13,0,-1,0,1,-1,0,-1,0,0,-1,1,0,-1,0,1,-1,-1,-1,0,1,1,1,-1,-1,0,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,0,1
KCNJ14,-1,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
KCNJ15,0,1,-1,0,0,-1,1,0,0,-1,1,-1,1,-1,1,1,0,1,-1,-1,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1
KCNJ16,0,1,1,1,-1,2,1,2,0,1,-1,0,0,0,1,1,0,1,1,1,1,1,-1,1,1,0,1,2,-1,1,1,1,0,-1,0,1,1,1,1,1
