symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,HCT-116,HCT-15,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62
MARCKSL1,14,13,26,7,132,46,13,49,70,23,12,124,46,57,18,70,25,112,29,14,215,118,73,44,82,36,45,24,11,103,113,76,13,35,21,138,31,63,101,154
MARVELD2,0,1,1,1,0,0,3,7,9,0,0,2,0,7,0,9,0,3,0,1,5,6,3,0,1,0,0,0,0,0,0,0,4,0,0,12,10,0,0,0
MARVELD3,0,0,0,0,0,0,0,3,5,0,0,0,0,2,0,3,0,5,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,2,8,0,0,0
MASP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATK,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
MAVS,6,6,10,9,22,5,8,24,24,15,7,13,10,9,13,23,15,14,3,10,12,7,9,9,10,11,20,19,7,21,18,15,25,12,15,25,17,15,16,8
MAX,5,6,7,10,9,10,13,10,13,26,6,8,11,10,9,11,11,7,10,10,8,6,9,10,16,11,9,7,12,13,9,12,11,12,13,27,12,6,9,15
MC2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM2,27,24,17,22,27,21,36,13,36,15,9,40,36,14,11,33,29,20,47,34,32,38,21,40,16,82,53,30,36,18,18,9,30,28,64,24,44,26,22,13
MCM3,49,32,42,44,75,23,90,32,52,23,12,61,84,38,46,45,144,77,92,59,70,40,50,60,49,139,70,63,52,65,57,57,60,53,113,62,80,43,114,47
MCM4,68,30,38,33,58,21,66,13,32,22,12,51,48,19,35,42,37,25,57,47,28,36,26,71,28,48,31,42,35,20,25,39,33,29,74,34,50,25,43,30
MCM5,22,15,14,10,16,5,29,5,15,5,8,22,24,8,12,10,17,16,23,20,10,8,10,19,9,39,27,20,14,10,31,19,19,22,28,6,13,10,16,23
MCM6,43,35,47,30,29,18,42,17,29,14,8,52,53,17,30,43,31,38,38,61,48,26,28,37,24,61,24,23,30,10,25,25,30,30,57,32,29,23,21,31
MCM7,106,79,65,83,94,37,53,43,59,65,26,101,167,56,59,78,107,59,158,125,70,59,87,68,64,174,120,95,35,60,48,90,26,50,124,98,47,42,63,57
MDM2,5,9,11,24,3,21,4,16,9,3,1,13,5,8,10,13,4,5,12,5,7,5,3,3,2,3,2,2,2,4,5,12,3,3,17,4,10,5,32,18
MDM4,2,1,2,3,3,5,5,16,6,1,1,4,8,10,4,8,3,4,4,5,5,6,2,2,3,6,1,2,4,10,2,3,3,2,9,5,6,10,3,5
ME1,27,22,54,19,5,29,20,20,47,9,10,6,13,30,5,10,6,14,2,63,0,14,8,8,8,15,2,0,18,6,9,6,15,0,0,8,0,0,5,31
MECOM,2,1,0,2,0,1,1,0,0,7,0,29,3,9,5,0,7,0,0,0,0,5,11,0,1,2,0,3,2,0,0,0,43,2,0,0,1,1,0,1
MED1,11,11,16,15,11,5,24,18,13,10,6,13,12,14,17,5,14,8,21,11,25,9,6,14,6,11,9,21,9,8,12,12,26,9,15,22,19,17,13,9
MED12L,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MED13,8,6,10,8,4,6,9,17,10,6,4,8,9,8,10,36,7,6,10,5,17,17,3,13,6,5,4,12,10,10,5,9,10,6,10,15,10,15,5,6
MED13L,4,1,8,9,8,2,4,14,13,4,5,6,11,8,9,30,5,5,10,2,12,7,2,9,5,5,6,3,6,4,2,6,7,5,13,6,33,7,7,4
MED16,9,9,3,6,5,7,14,8,12,9,8,12,14,5,13,7,11,9,10,5,7,9,6,9,6,13,16,14,9,10,6,4,14,10,14,7,9,9,9,9
MED24,8,12,9,12,8,6,11,7,15,10,6,11,14,8,18,5,14,7,17,13,26,6,5,11,7,12,11,18,8,16,10,10,16,8,14,10,16,10,12,8
MED30,11,14,3,6,12,15,7,9,9,8,7,7,13,28,18,7,9,4,8,5,5,9,4,27,16,5,8,5,14,4,4,5,8,8,10,6,3,7,3,6
MED4,16,12,11,15,15,19,10,19,15,11,7,14,11,14,9,11,11,5,13,11,6,10,9,23,11,10,8,18,10,9,10,17,14,8,20,11,13,13,18,10
MEF2A,8,4,5,7,12,3,5,16,9,4,6,5,3,5,5,7,5,4,3,1,5,3,3,6,3,6,3,4,9,12,8,6,12,9,5,9,3,15,8,7
MEF2B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEF2C,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,0,0,3,0,0,0,0,1,7,0,2,2,3,3,4,0,4,0,0,0,2,2,5
MEF2D,5,8,5,5,6,8,18,10,6,16,7,9,3,4,19,4,10,13,28,7,8,5,7,5,4,16,5,5,15,15,7,12,7,8,10,7,6,11,8,7
MEGF8,3,4,3,5,3,2,8,7,13,11,9,6,5,3,3,2,2,6,2,2,7,3,11,2,2,1,9,9,11,5,12,4,12,12,7,5,4,14,9,11
MEN1,6,5,7,7,7,6,18,15,16,12,5,11,10,10,13,13,14,12,9,8,24,11,8,21,14,16,14,11,5,5,4,7,11,5,18,15,25,10,12,9
MET,114,75,66,133,31,86,49,77,12,70,38,53,1,24,22,3,36,22,35,13,0,5,22,10,66,0,38,110,11,11,16,32,18,23,31,55,0,19,31,2
MFN1,12,8,11,9,11,10,13,11,7,12,13,9,10,14,13,11,8,7,13,8,18,20,10,8,11,19,5,9,12,15,13,12,8,10,7,8,31,10,8,11
MFN2,30,19,19,25,42,19,35,25,26,33,26,36,48,26,31,25,43,26,38,35,50,53,44,36,40,39,48,45,31,29,55,33,38,35,23,35,26,22,50,39
MFNG,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,0,0,0,0,0,0,3,0,21,50,0,0,0,0
MGAT1,18,12,8,6,34,25,17,9,17,20,45,12,14,9,19,21,25,26,14,14,15,15,33,20,23,14,39,22,63,30,47,14,22,23,35,12,17,14,23,10
MGAT2,1,1,0,1,2,1,107,11,18,3,1,2,2,1,3,2,4,1,1,4,3,2,2,2,2,2,1,3,2,13,1,2,3,2,30,18,3,16,1,1
MGRN1,6,9,2,8,4,4,4,4,8,3,4,9,4,4,3,6,4,0,2,4,10,4,2,5,2,8,5,8,4,10,6,5,9,5,8,6,6,4,6,4
MGST3,3,7,8,12,3,19,5,3,9,13,5,6,4,15,6,3,5,5,4,6,8,6,5,4,10,0,9,4,13,9,8,6,14,7,5,2,6,5,7,4
MICALL2,0,4,1,2,1,2,4,5,5,5,3,1,6,1,1,6,3,4,1,1,1,1,1,2,3,6,1,4,3,5,2,0,1,4,0,2,9,16,2,8
MIR1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR106B,0,2,0,1,2,1,1,0,4,0,0,0,0,1,1,1,0,1,2,0,0,0,2,0,1,3,0,1,0,3,0,0,0,0,1,3,2,1,0,0
MIR107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR10A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR10B,0,1,0,3,0,0,0,0,3,0,0,9,0,11,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,1,1,3,1,0,0,0,3,1,0
MIR124-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR124-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR125A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR128-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR129-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR133A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR135A1,0,0,0,1,0,2,0,0,0,3,0,0,2,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIR145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR181C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR181D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIR183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR193B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR199A1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
MIR200A,1,0,0,0,0,0,0,1,13,0,0,0,0,7,0,1,0,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0
MIR200B,0,0,0,0,0,0,0,1,12,0,0,0,0,7,0,1,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0
MIR200C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MIR210,0,1,0,0,0,1,1,0,1,2,4,2,0,0,0,0,5,0,0,0,0,0,1,1,1,0,3,0,1,0,1,0,1,2,2,0,1,6,0,1
MIR23A,0,0,0,0,2,0,6,0,7,0,3,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,3,1,8,2,2
MIR26A2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MIR326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR34A,0,2,0,3,0,3,0,3,1,3,0,4,0,0,1,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,10,3
MIR34B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR520H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR7-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR9-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR9-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIRLET7I,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
MITF,3,4,4,5,1,5,10,0,0,7,0,12,3,0,0,0,2,1,0,0,0,1,4,1,0,2,0,3,2,53,70,86,5,4,0,0,0,1,76,22
MKNK1,3,2,2,2,1,3,3,4,5,2,1,3,5,3,1,3,4,7,2,2,6,1,3,4,3,4,2,2,3,3,4,3,3,3,5,2,5,4,4,2
MKNK2,13,32,7,13,9,10,18,49,41,18,13,38,68,16,20,16,12,14,21,13,19,26,20,9,12,33,8,13,8,11,6,5,18,11,24,44,20,54,9,6
MLH1,16,9,21,12,15,10,5,4,11,11,9,2,42,0,14,15,19,10,13,15,8,8,7,19,15,15,20,17,11,12,12,19,0,16,15,15,37,10,11,13
MLST8,6,13,7,14,6,12,8,6,17,7,2,11,14,11,9,8,11,8,6,16,30,10,8,12,8,16,13,9,6,8,11,11,12,7,10,9,11,8,21,9
MLX,6,10,14,11,8,10,16,13,17,11,7,10,16,15,18,14,15,11,16,17,22,6,7,15,9,12,16,20,11,16,11,21,9,10,14,12,24,21,27,16
MLXIP,9,12,4,11,2,6,7,8,10,6,2,7,12,13,9,4,5,4,5,6,5,5,5,7,3,7,3,7,2,20,16,17,9,10,12,8,6,7,9,8
MLXIPL,0,0,0,0,0,0,1,19,24,0,0,1,11,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0
MLYCD,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0
MMP15,0,4,3,5,3,2,8,15,37,1,0,26,5,2,0,7,1,11,3,4,5,23,5,6,1,5,2,1,1,13,9,6,4,16,0,2,3,8,7,37
MMP16,0,0,0,0,6,0,0,0,0,1,2,0,0,0,9,4,0,0,0,2,1,0,0,0,1,0,0,5,0,7,3,2,1,2,0,0,0,2,0,20
MMP17,0,0,0,1,3,0,3,3,0,1,0,0,3,0,4,2,0,0,2,5,6,0,0,0,2,0,7,5,6,10,33,18,0,7,0,5,7,2,15,29
MMP2,10,0,2,0,13,27,0,0,0,64,61,0,0,0,16,0,0,0,0,0,0,1,1,0,0,0,7,239,76,2,0,1,30,134,0,0,0,97,1,21
MMP24,16,16,17,13,0,6,15,0,5,7,0,10,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
MMP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNX1,0,0,0,2,0,0,0,1,2,0,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,2,6,1,0,0,0
MOB1A,42,24,40,42,18,21,28,38,34,17,13,18,29,19,26,20,24,24,36,20,61,28,23,19,14,20,18,24,18,23,19,20,29,20,43,15,15,30,16,21
MOB1B,5,2,3,4,5,3,3,12,4,2,4,6,17,5,4,3,4,3,4,2,10,9,2,11,4,0,3,3,2,6,10,10,5,3,4,3,3,7,4,7
MOCS2,4,5,9,5,8,12,7,5,3,8,5,6,5,7,8,15,9,5,4,7,5,9,4,7,8,5,6,13,5,5,8,8,6,7,8,5,10,7,6,8
MOCS3,2,3,2,2,3,2,2,2,2,2,0,3,1,2,3,7,2,3,4,2,3,6,3,2,2,2,3,2,2,5,4,5,2,2,1,3,5,1,3,3
MOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOSMO,2,3,2,2,1,1,2,10,3,1,0,1,2,4,4,1,1,1,2,1,4,2,2,1,3,2,1,4,1,8,8,2,2,3,2,6,1,3,4,13
MPDZ,1,4,5,6,5,2,3,0,0,0,3,1,1,0,4,2,3,2,2,3,10,8,2,1,1,0,2,4,6,12,5,4,3,7,0,0,3,10,4,1
MPP5,6,6,10,16,6,6,27,4,9,11,3,9,3,7,7,7,15,7,10,5,7,9,8,19,13,3,7,6,4,4,2,2,12,6,3,4,8,4,6,4
MPST,5,3,4,3,5,5,5,6,14,5,3,7,3,18,2,4,3,7,1,4,9,1,4,5,2,5,4,3,2,2,3,3,2,2,6,12,3,5,3,2
MRAS,10,4,1,4,7,3,2,3,1,8,6,1,1,0,0,0,1,4,4,0,15,8,7,5,0,0,2,2,12,5,5,1,4,7,2,0,3,1,4,8
MRC2,22,25,5,5,10,84,5,9,4,5,54,8,6,0,15,0,4,0,6,2,10,7,1,24,6,0,5,86,111,0,1,2,19,37,29,0,0,112,0,6
MRE11,7,3,5,6,6,2,5,6,4,2,3,3,12,9,7,3,8,3,7,4,12,4,9,10,5,8,3,5,3,3,3,4,5,4,8,12,11,5,11,5
MRVI1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSI1,0,0,0,0,0,0,1,7,12,0,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,0,0,0,0,2,0,1,1,0,0,0,4,7,0,1
MSI2,0,1,3,4,1,3,2,15,8,3,0,3,4,8,3,16,0,2,1,2,8,5,1,3,2,5,3,5,2,14,9,5,2,2,2,10,3,18,8,4
MTNR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTOR,10,4,5,8,15,3,11,7,10,6,9,11,15,8,5,9,10,8,15,9,20,20,9,10,7,14,12,11,8,10,20,11,12,11,9,10,9,9,14,10
MVB12A,3,4,2,4,3,6,5,8,10,7,5,5,7,7,5,4,6,10,4,5,6,2,7,6,5,6,6,8,6,11,5,5,7,5,6,4,6,7,8,10
MVB12B,1,1,1,0,0,0,1,1,2,1,0,1,0,1,1,0,1,3,0,1,3,1,0,0,0,0,2,0,1,2,0,0,3,2,0,0,1,2,2,1
MX1,0,2,0,1,0,0,9,0,4,0,0,0,0,0,0,0,1,21,0,0,0,1,2,0,2,4,0,1,235,0,0,0,1,94,78,1,1,1,0,0
MYB,0,0,0,0,1,0,0,0,3,0,0,0,49,9,0,16,0,2,0,0,1,0,0,0,0,7,0,0,0,1,1,1,0,0,29,6,6,0,0,0
MYBL2,105,38,34,18,142,29,103,10,38,25,31,52,61,40,27,53,33,70,97,73,34,86,120,56,43,85,113,24,41,29,18,40,115,60,113,20,76,28,39,30
MYC,26,29,37,42,35,46,35,99,24,67,28,61,55,66,107,23,30,34,41,60,52,11,25,41,27,241,28,10,9,28,38,43,19,10,51,286,18,41,43,28
MYD88,5,6,8,6,9,4,7,5,13,12,4,1,12,9,2,11,16,14,3,6,16,8,9,6,18,9,13,14,21,18,8,7,3,22,24,10,16,6,7,3
MYH10,16,1,12,27,27,6,24,8,8,12,22,39,19,0,0,11,11,13,9,12,20,18,19,32,7,0,29,5,0,25,80,38,13,15,2,13,9,5,48,53
MYH11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH14,0,0,1,0,0,0,5,8,28,0,0,1,0,2,0,21,0,20,1,2,10,6,46,0,3,0,1,0,0,6,6,8,7,1,0,0,3,0,3,7
MYH3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
MYH7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0
MYH9,442,194,85,251,251,54,224,43,97,198,1129,70,42,29,117,41,250,180,103,63,60,108,344,174,70,96,430,174,186,32,139,65,266,345,66,91,68,184,49,39
MYL12A,140,65,68,90,122,174,108,70,101,88,128,64,104,38,46,63,61,177,101,39,90,106,189,96,62,32,173,54,71,61,49,40,147,102,64,80,31,73,35,24
MYL12B,257,140,183,260,167,362,233,169,248,212,202,220,145,183,240,277,282,427,528,112,396,230,240,333,230,73,299,166,126,153,109,113,304,141,81,197,156,102,118,137
MYL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL5,0,3,0,1,0,1,1,1,6,1,0,1,1,9,0,1,2,0,0,0,2,1,1,0,0,0,0,0,1,2,1,0,1,1,1,1,6,1,2,2
MYL6,140,168,128,214,121,291,149,37,101,176,160,175,66,194,94,182,147,84,137,92,67,85,421,347,154,68,190,128,130,38,47,50,245,177,121,46,167,60,60,59
MYL6B,5,14,8,19,10,21,12,13,16,16,5,8,11,7,11,5,7,7,11,7,12,11,19,19,17,11,15,7,8,9,6,9,9,6,16,17,6,9,11,12
MYL9,46,56,6,20,51,40,119,6,0,38,383,27,1,0,0,0,35,3,44,0,1,13,210,86,8,0,0,0,85,0,6,0,7,181,0,4,30,0,2,0
MYLIP,2,1,1,3,0,2,3,6,8,7,2,13,15,1,2,31,6,10,4,3,0,5,11,4,2,21,2,5,4,12,16,22,3,10,3,6,4,8,11,10
MYLK,3,7,2,14,1,7,4,0,0,21,12,8,0,0,0,0,4,0,0,0,0,2,3,1,0,3,3,28,23,0,1,0,7,33,0,0,0,16,0,1
MYLK3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYLPF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO10,17,15,26,7,29,16,6,5,11,14,19,9,0,5,19,2,16,17,3,7,0,56,8,10,4,2,5,23,8,16,33,45,13,11,1,12,1,6,35,24
MYO1B,28,18,55,59,24,21,25,11,28,8,16,6,0,7,20,12,16,19,6,12,6,11,8,8,18,0,17,5,4,14,26,8,14,0,0,16,2,23,24,18
MYO1C,39,44,38,56,44,17,92,29,57,23,75,32,8,8,47,36,49,32,47,32,4,27,26,93,16,9,74,37,33,13,20,27,27,34,10,20,46,27,25,18
MYO1D,0,2,1,10,0,0,9,15,24,3,1,1,17,8,4,7,0,10,1,0,0,2,5,4,2,6,2,0,0,28,25,8,12,0,0,17,18,0,30,2
MYO1E,18,14,39,24,10,6,10,10,7,4,11,5,0,8,8,2,5,6,2,3,0,4,5,12,6,0,9,6,7,19,16,7,13,10,5,9,2,20,9,6
MYO1F,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO5A,8,2,9,3,5,1,6,5,3,4,6,3,0,0,4,6,4,4,3,2,6,3,1,4,5,67,9,7,4,16,30,20,10,12,2,3,4,10,26,22
MYO5B,0,1,1,0,0,0,2,8,21,0,0,4,0,6,0,8,0,7,0,5,0,12,1,0,2,1,0,0,0,0,0,0,1,4,0,5,5,2,0,1
MYO5C,0,0,5,3,0,0,10,9,5,0,0,4,0,10,0,20,1,6,0,1,1,2,2,0,3,4,0,0,0,0,0,0,3,1,0,7,16,3,0,0
MYO6,11,4,5,9,2,3,5,15,24,12,4,8,4,12,7,21,11,21,5,2,10,11,12,7,5,0,7,5,5,2,3,4,11,5,7,6,9,7,5,1
NACA,55,52,76,71,54,98,45,53,73,57,22,68,88,80,115,62,48,40,66,77,64,54,61,86,40,73,38,54,38,48,35,49,43,31,59,85,80,36,46,87
NAE1,23,15,27,23,22,26,19,18,15,13,6,17,28,12,16,6,10,12,20,38,19,27,10,22,10,21,9,22,11,13,9,14,20,10,23,68,8,9,16,21
NBL1,8,8,1,4,2,7,4,3,8,10,3,1,0,5,0,0,3,1,1,1,2,3,5,2,4,0,4,1,5,17,21,11,9,3,8,2,6,1,36,18
NBR1,8,25,14,13,8,19,14,21,26,18,13,10,19,16,18,11,18,8,15,9,15,7,8,10,6,19,10,19,13,24,12,14,16,11,9,13,23,26,12,21
NCALD,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,0,0,0,0,0,2,2
NCAM1,7,2,0,0,13,0,0,0,0,0,2,21,0,0,0,0,0,1,0,1,0,13,9,0,0,10,1,0,0,0,0,0,0,9,0,0,0,8,8,2
NCAM2,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,5,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,32,0,1,1
NCBP1,26,11,26,12,24,7,23,14,12,8,5,14,20,14,21,17,15,14,20,21,13,18,9,13,9,11,16,19,13,14,12,16,18,20,13,19,8,12,11,13
NCBP2,19,12,13,12,18,30,13,35,15,29,16,27,22,17,20,31,18,16,14,14,47,36,13,13,20,19,10,18,24,27,37,32,19,17,16,44,61,24,23,28
NCK1,8,18,7,6,8,23,8,8,6,8,8,6,6,11,8,5,6,8,6,7,11,9,9,10,4,8,3,10,10,8,11,8,11,11,7,8,9,9,6,10
NCK2,12,11,5,9,9,7,6,10,12,18,8,13,19,10,36,5,11,28,5,6,19,13,16,19,12,20,16,5,13,38,34,27,24,14,16,9,5,12,49,21
