kegg_gene,gene_num
NOTCH3,1699
NOTUM,1700
NOX4,1701
NPAS2,1702
NPB,1703
NPBWR1,1704
NPBWR2,1705
NPC1,1706
NPLOC4,1707
NPNT,1708
NPPB,1709
NPPC,1710
NPR1,1711
NPR2,1712
NPRL2,1713
NPRL3,1714
NPY,1715
NPY1R,1716
NPY2R,1717
NPY4R,1718
NPY5R,1719
NQO1,1720
NR1D1,1721
NR1H2,1722
NR1H3,1723
NR3C2,1724
NR4A1,1725
NR4A2,1726
NR5A1,1727
NR5A2,1728
NRCAM,1729
NRF1,1730
NRG1,1731
NRG2,1732
NRG3,1733
NRP1,1734
NRXN1,1735
NRXN2,1736
NRXN3,1737
NSMAF,1738
NTF3,1739
NTF4,1740
NTN1,1741
NTNG1,1742
NTNG2,1743
NTRK1,1744
NTRK2,1745
NTRK3,1746
NTSR1,1747
NUDT16L1,1748
NUDT21,1749
NUMB,1750
NUMBL,1751
NUP107,1752
NUP133,1753
NUP155,1754
NUP188,1755
NUP214,1756
NUP35,1757
NUP54,1758
NUP58,1759
NUP62,1760
NUP88,1761
NUP93,1762
NUP98,1763
NXF1,1764
NXT1,1765
OAS2,1766
OAS3,1767
OASL,1768
OCLN,1769
ONECUT1,1770
OPRD1,1771
OPRK1,1772
OPRL1,1773
OPTN,1774
OR10G7,1775
OR2L13,1776
OR2V2,1777
OR2Z1,1778
OR3A3,1779
OR4D5,1780
OR51F1,1781
OR5I1,1782
OR6B2,1783
OR6B3,1784
OR6K6,1785
OR8B8,1786
ORAI1,1787
ORAI2,1788
ORAI3,1789
ORC1,1790
ORC2,1791
ORC3,1792
ORC4,1793
ORC5,1794
ORC6,1795
OSBPL5,1796
OSCAR,1797
OSM,1798
OSMR,1799
OXT,1800
OXTR,1801
P2RY1,1802
P2RY2,1803
P4HB,1804
PABPC1,1805
PABPC1L,1806
PABPC3,1807
PABPC4,1808
PAIP1,1809
PAK1,1810
PAK2,1811
PAK4,1812
PAK5,1813
PAK6,1814
PALB2,1815
PAN2,1816
PAN3,1817
PARD3,1818
PARD6A,1819
PARD6B,1820
PARD6G,1821
PARP1,1822
PARP2,1823
PARP3,1824
PARP4,1825
PARVA,1826
PARVB,1827
PARVG,1828
PATJ,1829
PAX6,1830
PBRM1,1831
PBX1,1832
PCF11,1833
PCK2,1834
PCLO,1835
PCNA,1836
PCSK9,1837
PCYT1A,1838
PDCD1,1839
PDCD6IP,1840
PDE10A,1841
PDE1B,1842
PDE1C,1843
PDE3A,1844
PDE3B,1845
PDE4A,1846
PDE4B,1847
PDE4C,1848
PDE4D,1849
PDE6B,1850
PDE6G,1851
PDGFA,1852
PDGFB,1853
PDGFC,1854
PDGFD,1855
PDGFRA,1856
PDHB,1857
PDIA3,1858
PDIA4,1859
PDIA6,1860
PDK1,1861
PDPK1,1862
PDX1,1863
PDYN,1864
PECAM1,1865
PELO,1866
PENK,1867
PER1,1868
PER2,1869
PER3,1870
PERP,1871
PEX14,1872
PEX5,1873
PEX5L,1874
PF4V1,1875
PFKFB2,1876
PFKFB3,1877
PFKFB4,1878
PFKL,1879
PFKM,1880
PFKP,1881
PFN1,1882
PFN2,1883
PFN3,1884
PFN4,1885
PGAM1,1886
PGAM2,1887
PGAM5,1888
PGF,1889
PGR,1890
PHAX,1891
PHF10,1892
PHKB,1893
PHKG1,1894
PHKG2,1895
PHLPP1,1896
PIAS1,1897
PIAS2,1898
PIAS3,1899
PIAS4,1900
PIDD1,1901
PIGC,1902
PIGF,1903
PIGH,1904
PIGK,1905
PIGM,1906
PIGO,1907
PIGP,1908
PIGQ,1909
PIGT,1910
PIGX,1911
PIK3AP1,1912
PIK3C3,1913
PIK3CA,1914
PIK3CD,1915
PIK3R1,1916
PIK3R2,1917
PIK3R3,1918
PIK3R4,1919
PIK3R5,1920
PIKFYVE,1921
PILRA,1922
PIM1,1923
PIN1,1924
PINK1,1925
PIP4K2A,1926
PIP4K2B,1927
PIP4K2C,1928
PIP5K1B,1929
PITX2,1930
PKIA,1931
PKM,1932
PKMYT1,1933
PKN1,1934
PKN3,1935
PLA2G12A,1936
PLA2G2E,1937
PLA2G4B,1938
PLA2G4F,1939
PLA2G6,1940
PLA2R1,1941
PLAT,1942
PLAU,1943
PLAUR,1944
PLCB1,1945
PLCB2,1946
PLCB3,1947
PLCB4,1948
PLCD1,1949
PLCD3,1950
PLCE1,1951
PLCG1,1952
PLCG2,1953
PLCL1,1954
PLD1,1955
PLD2,1956
PLEKHM2,1957
PLIN2,1958
PLIN4,1959
PLIN5,1960
PLK1,1961
PLK2,1962
PLK3,1963
PLK4,1964
PLTP,1965
PLXNA2,1966
PLXNA4,1967
PLXNB1,1968
PLXNB2,1969
PLXNC1,1970
PMAIP1,1971
PML,1972
PMS2,1973
PNN,1974
PNPLA2,1975
POLB,1976
POLK,1977
POMC,1978
PPARA,1979
PPARD,1980
PPARG,1981
PPARGC1A,1982
PPARGC1B,1983
PPIF,1984
PPM1A,1985
PPM1B,1986
PPM1D,1987
PPP1CA,1988
PPP1CB,1989
PPP1CC,1990
PPP1R12A,1991
PPP1R12B,1992
PPP1R12C,1993
PPP1R14A,1994
PPP1R15A,1995
PPP1R1A,1996
PPP1R1B,1997
PPP1R3B,1998
PPP1R3C,1999
PPP1R3D,2000
PPP1R3E,2001
PPP2CA,2002
PPP2CB,2003
PPP2R1A,2004
PPP2R2A,2005
PPP2R2C,2006
PPP2R2D,2007
PPP2R3A,2008
PPP2R3C,2009
PPP2R5A,2010
PPP2R5B,2011
PPP2R5C,2012
PPP2R5E,2013
PPP3CA,2014
PPP3CC,2015
PPP3R1,2016
PPP3R2,2017
PPP4C,2018
PPP4R3A,2019
PPP4R3B,2020
PPY,2021
PRAP1,2022
PRDM16,2023
PRDM4,2024
PREB,2025
PREX1,2026
PRICKLE1,2027
PRICKLE4,2028
PRKAA1,2029
PRKAA2,2030
PRKAB1,2031
PRKAB2,2032
PRKACA,2033
PRKACB,2034
PRKACG,2035
PRKAG1,2036
PRKAG2,2037
PRKAG3,2038
PRKCA,2039
PRKCB,2040
PRKCD,2041
PRKCE,2042
PRKCG,2043
PRKCH,2044
PRKCI,2045
PRKCQ,2046
PRKCZ,2047
PRKD1,2048
PRKD2,2049
PRKDC,2050
PRKG1,2051
PRKG2,2052
PRKN,2053
PRMT1,2054
PRNP,2055
PROC,2056
PROCR,2057
PRR5,2058
PRSS3,2059
PSEN1,2060
PSEN2,2061
PSENEN,2062
PSMC1,2063
PSME1,2064
PSME2,2065
PSME3,2066
PTAFR,2067
PTCH1,2068
PTCH2,2069
PTCRA,2070
PTEN,2071
PTGER1,2072
PTGER2,2073
PTGER4,2074
PTGIR,2075
PTGS1,2076
PTGS2,2077
PTH1R,2078
PTH2,2079
PTH2R,2080
PTHLH,2081
PTK2,2082
PTK2B,2083
PTPA,2084
PTPN1,2085
PTPN11,2086
PTPN13,2087
PTPN2,2088
PTPN5,2089
PTPN6,2090
PTPN7,2091
PTPRB,2092
PTPRF,2093
PTPRM,2094
PTPRZ1,2095
PXN,2096
PYCARD,2097
PYDC1,2098
PYGB,2099
PYGL,2100
PYGM,2101
PYM1,2102
PYY,2103
RAB10,2104
RAB11A,2105
RAB11B,2106
RAB11FIP1,2107
RAB11FIP2,2108
RAB11FIP5,2109
RAB13,2110
RAB14,2111
RAB2A,2112
RAB33B,2113
RAB3A,2114
RAB4A,2115
RAB5B,2116
RAB5C,2117
RAB7A,2118
RAB8A,2119
RAB8B,2120
RAC1,2121
RAC3,2122
RACK1,2123
RAD1,2124
RAD50,2125
RAD51,2126
RAD51C,2127
RAD9A,2128
RAD9B,2129
RAE1,2130
RAF1,2131
RALA,2132
RALB,2133
RALBP1,2134
RALGDS,2135
RAMP1,2136
RAMP2,2137
RAMP3,2138
RAN,2139
RANBP2,2140
RANGAP1,2141
RAP1A,2142
RAP1B,2143
RAP1GAP,2144
RAPGEF1,2145
RAPGEF2,2146
RAPGEF3,2147
RAPGEF4,2148
RAPGEF5,2149
RAPGEF6,2150
RARA,2151
RARB,2152
RASA1,2153
RASA2,2154
RASA3,2155
RASAL1,2156
RASAL2,2157
RASD1,2158
RASGRF1,2159
RASGRF2,2160
RASGRP1,2161
RASGRP2,2162
RASGRP3,2163
RASGRP4,2164
RASSF1,2165
RASSF2,2166
RASSF4,2167
RASSF5,2168
RB1,2169
RB1CC1,2170
RBBP4,2171
RBBP5,2172
RBBP8,2173
RBCK1,2174
RBL2,2175
RBM8A,2176
RBPJ,2177
RBPJL,2178
RBSN,2179
RBX1,2180
RCAN1,2181
RCAN2,2182
RCHY1,2183
RCVRN,2184
RDX,2185
REC8,2186
REL,2187
RELA,2188
RELB,2189
RELN,2190
REST,2191
RET,2192
RFNG,2193
RFX5,2194
RFXANK,2195
RGL1,2196
RGL2,2197
RGMA,2198
RGMB,2199
RGS2,2200
RGS3,2201
RGS9,2202
RHEB,2203
RHOA,2204
RHOD,2205
RHOG,2206
RHOQ,2207
RHOT1,2208
RHOT2,2209
RICTOR,2210
RILP,2211
RIMS1,2212
RIMS2,2213
RIN1,2214
RIPK1,2215
RIPK2,2216
RMI1,2217
RMI2,2218
RNASEL,2219
RND1,2220
RNF125,2221
RNF152,2222
RNF31,2223
RNF41,2224
RNF7,2225
RNPS1,2226
ROBO1,2227
ROBO2,2228
ROBO3,2229
ROCK1,2230
ROCK2,2231
ROR1,2232
ROR2,2233
RORA,2234
RORB,2235
RPA1,2236
RPN1,2237
RPN2,2238
RPRM,2239
RPS6,2240
RPS6KA1,2241
RPS6KA2,2242
RPS6KA4,2243
RPS6KA5,2244
RPS6KB1,2245
RPS6KB2,2246
RRAGA,2247
RRAGC,2248
RRAGD,2249
RRAS,2250
RRAS2,2251
RRM2,2252
RRM2B,2253
RSPO1,2254
RSPO2,2255
RSPO3,2256
RSPO4,2257
RUBCN,2258
RUFY1,2259
RUNX1,2260
RUNX1T1,2261
RUNX2,2262
RUNX3,2263
RUVBL1,2264
RXFP3,2265
RXRA,2266
RXRB,2267
RXRG,2268
RYK,2269
RYR1,2270
RYR2,2271
S1PR1,2272
S1PR2,2273
S1PR3,2274
S1PR4,2275
S1PR5,2276
SAMHD1,2277
SAP18,2278
SAP30,2279
SAR1A,2280
SAV1,2281
SCD,2282
SCD5,2283
SCIN,2284
SCN1B,2285
SCN4B,2286
SCN5A,2287
SCN9A,2288
SCNN1A,2289
SCNN1B,2290
SCNN1G,2291
SCO2,2292
SCP2,2293
SCRIB,2294
SCT,2295
SCTR,2296
SDC1,2297
SDC2,2298
SDC4,2299
SEC13,2300
SEC23B,2301
SEC24A,2302
SEC24B,2303
SEC24D,2304
SEC31A,2305
SEC31B,2306
SEH1L,2307
SEMA3A,2308
SEMA3B,2309
SEMA3C,2310
SEMA3F,2311
SEMA3G,2312
SEMA4A,2313
SEMA4B,2314
SEMA4C,2315
SEMA4D,2316
SEMA4F,2317
SEMA7A,2318
SENP2,2319
SERPINA1,2320
SERPINA5,2321
SERPINE1,2322
SERPINF1,2323
SERPING1,2324
SESN1,2325
SESN2,2326
SESN3,2327
SETD7,2328
SFN,2329
SFRP1,2330
SFRP2,2331
SFRP4,2332
SFRP5,2333
SGK1,2334
SGK2,2335
SGK3,2336
SGO1,2337
SH2B1,2338
SH2B2,2339
SH2B3,2340
SH2D2A,2341
SH3BP2,2342
SH3GL1,2343
SH3GL2,2344
SH3GL3,2345
SH3GLB1,2346
SH3GLB2,2347
SHANK1,2348
SHANK2,2349
SHANK3,2350
SHARPIN,2351
SHC2,2352
SHC4,2353
SHH,2354
SHISA5,2355
SHOC2,2356
SIAH1,2357
SIK1,2358
SIK2,2359
SIN3A,2360
SIPA1,2361
SIPA1L1,2362
SIRPA,2363
SIRT1,2364
SIRT6,2365
SIVA1,2366
SKAP1,2367
SKAP2,2368
SKP1,2369
SKP2,2370
SLC12A2,2371
SLC1A5,2372
SLC22A2,2373
SLC22A3,2374
SLC22A4,2375
SLC22A5,2376
SLC25A31,2377
SLC25A4,2378
SLC27A1,2379
SLC27A4,2380
SLC2A1,2381
SLC2A4,2382
SLC2A5,2383
SLC34A1,2384
SLC34A2,2385
SLC34A3,2386
SLC38A9,2387
SLC3A2,2388
SLC44A1,2389
SLC44A2,2390
SLC44A3,2391
SLC44A4,2392
SLC44A5,2393
SLC45A3,2394
SLC5A7,2395
SLC6A3,2396
SLC7A5,2397
SLC8A1,2398
SLC8A2,2399
SLC8A3,2400
SLC9A3R1,2401
SLIT1,2402
SLIT2,2403
SLK,2404
SMAD1,2405
SMAD2,2406
SMAD3,2407
SMAD4,2408
SMAD5,2409
SMAD6,2410
SMAD7,2411
SMAD9,2412
SMARCA2,2413
SMARCA4,2414
SMARCB1,2415
SMARCC1,2416
SMARCC2,2417
SMARCD1,2418
SMARCD2,2419
SMARCD3,2420
SMARCE1,2421
SMCR8,2422
SMG1,2423
SMG5,2424
SMG6,2425
SMG7,2426
SMO,2427
SMPD2,2428
SMURF1,2429
SMURF2,2430
SNAI1,2431
SNAP23,2432
SNAP25,2433
SNAP29,2434
SNUPN,2435
SOCS1,2436
SOCS2,2437
SOCS3,2438
SOCS4,2439
SOCS5,2440
SOCS6,2441
SOCS7,2442
SOD1,2443
SOD2,2444
SORBS1,2445
SORT1,2446
SOS1,2447
SOS2,2448
SOST,2449
SOX17,2450
SOX9,2451
SP1,2452
SPATA13,2453
SPATA2,2454
SPATA2L,2455
SPDYA,2456
SPDYE4,2457
SPHK1,2458
SPHK2,2459
SPI1,2460
SPOP,2461
SPOPL,2462
SPTAN1,2463
SQSTM1,2464
SRC,2465
SREBF1,2466
SRF,2467
SRGAP1,2468
SRGAP3,2469
SRSF1,2470
SRSF2,2471
SRSF3,2472
SRSF4,2473
SRSF5,2474
SRSF6,2475
SRSF7,2476
SRSF9,2477
SSH1,2478
SSH2,2479
SSH3,2480
SSTR2,2481
SSTR3,2482
SSTR4,2483
SSTR5,2484
SSU72,2485
SSX2IP,2486
STAG1,2487
STAM2,2488
STARD3,2489
STAT1,2490
STAT2,2491
STAT3,2492
STAT5A,2493
STAT5B,2494
STAT6,2495
STEAP3,2496
STIM1,2497
STIM2,2498
STIP1,2499
STK11,2500
STK3,2501
STK4,2502
STMN1,2503
STRADB,2504
STRAP,2505
STT3A,2506
STT3B,2507
STX10,2508
STX18,2509
STX1A,2510
STX1B,2511
STX2,2512
STX4,2513
STX5,2514
STX7,2515
STX8,2516
STXBP1,2517
SUFU,2518
SUGT1,2519
SUMO1,2520
SUMO2,2521
SUMO3,2522
SUPT20H,2523
SV2A,2524
SV2B,2525
SV2C,2526
SVIP,2527
SYCP3,2528
SYK,2529
SYMPK,2530
SYNPO,2531
TAB1,2532
TAB2,2533
TAC1,2534
TACR1,2535
TACR2,2536
TACR3,2537
TADA3,2538
TANK,2539
TAOK1,2540
TAOK2,2541
TAOK3,2542
TAP1,2543
TAP2,2544
TAPBP,2545
TAS1R1,2546
TAS1R2,2547
TAS1R3,2548
TBC1D1,2549
TBC1D15,2550
TBC1D17,2551
TBC1D4,2552
TBC1D7,2553
TBK1,2554
TBKBP1,2555
TBL1XR1,2556
TBX21,2557
TBX3,2558
TBXA2R,2559
TCF3,2560
TCF7,2561
TCF7L1,2562
TCF7L2,2563
TCIRG1,2564
TCL1A,2565
TCL1B,2566
TEAD1,2567
TEAD2,2568
TEAD3,2569
TEAD4,2570
TEC,2571
TEK,2572
TELO2,2573
TERC,2574
TERT,2575
TF,2576
TFAP4,2577
TFDP1,2578
TFDP2,2579
TFEB,2580
TFF1,2581
TFG,2582
TFRC,2583
TGFA,2584
TGFB1,2585
TGFB3,2586
TGFBR1,2587
TGIF1,2588
TGIF2,2589
TH,2590
THBD,2591
THBS1,2592
THBS3,2593
THBS4,2594
THEM4,2595
THOC1,2596
THOC5,2597
THOC7,2598
THPO,2599
THRA,2600
THRB,2601
THY1,2602
TIAM1,2603
TICAM1,2604
TIGAR,2605
TIRAP,2606
TJP1,2607
TJP2,2608
TJP3,2609
TKFC,2610
TLN1,2611
TLR2,2612
TLR5,2613
TLR9,2614
TMBIM6,2615
TNF,2616
TNFAIP3,2617
TNFRSF10A,2618
TNFRSF10B,2619
TNFRSF11A,2620
TNFRSF12A,2621
TNFRSF13B,2622
TNFRSF13C,2623
TNFRSF14,2624
TNFRSF1B,2625
TNFRSF6B,2626
TNFSF12,2627
TNFSF13,2628
TNFSF14,2629
TNNC1,2630
TNNI3,2631
TNXB,2632
TOB1,2633
TOB2,2634
TOLLIP,2635
TOMM40,2636
TOMM7,2637
TOP3A,2638
TOPBP1,2639
TP53,2640
TP53AIP1,2641
TP53BP1,2642
TP53BP2,2643
TP53I3,2644
TP53INP2,2645
TP73,2646
TPM1,2647
TPM2,2648
TPM3,2649
TPM4,2650
TPR,2651
TRADD,2652
TRAF1,2653
TRAF2,2654
TRAF3,2655
TRAF3IP2,2656
TRAF4,2657
TRAF5,2658
TRAF6,2659
TRAK2,2660
TRIB3,2661
TRIM25,2662
TRIM71,2663
TRIP10,2664
TRIP6,2665
TRPC1,2666
TRPC3,2667
TRPV1,2668
TRPV4,2669
TRPV5,2670
TSC1,2671
TSC2,2672
TSHR,2673
TSLP,2674
TSPO,2675
TST,2676
TTF1,2677
TTF2,2678
TTI1,2679
TTK,2680
TUBA1A,2681
TUBA1C,2682
TUBA3C,2683
TUBA3E,2684
TUBA4A,2685
TUBA8,2686
TUBAL3,2687
TUBB,2688
TUBB1,2689
TUBB2A,2690
TUBB2B,2691
TUBB3,2692
TUBB4A,2693
TUBB4B,2694
TUBB6,2695
TUSC3,2696
TWIST1,2697
TWIST2,2698
TXN,2699
TXN2,2700
TXNDC5,2701
TXNIP,2702
TXNRD1,2703
TXNRD2,2704
TXNRD3,2705
TYK2,2706
UBB,2707
UBC,2708
UBE2D1,2709
UBE2D2,2710
UBE2D3,2711
UBE2D4,2712
UBE2I,2713
UBE2L3,2714
UBE2L6,2715
UBE2T,2716
UBE3A,2717
UBXN6,2718
UCN,2719
UCN2,2720
UCP1,2721
UFD1,2722
UIMC1,2723
ULK1,2724
ULK2,2725
UNC5A,2726
UNC5B,2727
UNC5C,2728
UNC5D,2729
UPF1,2730
UPF2,2731
UPF3A,2732
URM1,2733
USE1,2734
USP1,2735
USP21,2736
USP7,2737
USP8,2738
UTS2,2739
UTS2R,2740
UVRAG,2741
VAMP1,2742
VAMP2,2743
VAMP3,2744
VAMP4,2745
VANGL1,2746
VANGL2,2747
VAPA,2748
VAPB,2749
VASP,2750
VAV2,2751
VAV3,2752
VCL,2753
VCP,2754
VDAC1,2755
VDAC2,2756
VDAC3,2757
VDR,2758
VEGFA,2759
VEGFB,2760
VEGFC,2761
VHL,2762
VIPR2,2763
VPS45,2764
VPS4A,2765
VPS4B,2766
VSIR,2767
VTI1A,2768
VTI1B,2769
WASF1,2770
WASF2,2771
WASF3,2772
WASL,2773
WDR24,2774
WDR33,2775
WDR41,2776
WDR48,2777
WDR5,2778
WDR59,2779
WDR5B,2780
WDR82,2781
WEE1,2782
WFS1,2783
WHAMM,2784
WIF1,2785
WIPF1,2786
WIPF2,2787
WIPF3,2788
WIPI1,2789
WIPI2,2790
WNT1,2791
WNT10A,2792
WNT10B,2793
WNT11,2794
WNT16,2795
WNT2,2796
WNT2B,2797
WNT3,2798
WNT3A,2799
WNT4,2800
WNT5A,2801
WNT6,2802
WNT7A,2803
WNT7B,2804
WNT9A,2805
WNT9B,2806
WTIP,2807
WWC1,2808
WWP1,2809
WWTR1,2810
XBP1,2811
XPO1,2812
XPO5,2813
XPOT,2814
YAP1,2815
YBX3,2816
YES1,2817
YWHAB,2818
YWHAE,2819
YWHAG,2820
YWHAH,2821
YWHAQ,2822
YWHAZ,2823
ZAP70,2824
ZBP1,2825
ZBTB16,2826
ZBTB17,2827
ZEB1,2828
ZFP1,2829
ZFP14,2830
ZFP28,2831
ZFP30,2832
ZFP36,2833
ZFP36L1,2834
ZFP36L2,2835
ZFP37,2836
ZFP57,2837
ZFP69,2838
ZFP69B,2839
ZFP82,2840
ZFP90,2841
ZFPM2,2842
ZFYVE16,2843
ZFYVE9,2844
ZIK1,2845
ZMAT3,2846
ZNF10,2847
ZNF101,2848
ZNF112,2849
ZNF12,2850
ZNF132,2851
ZNF133,2852
ZNF135,2853
ZNF136,2854
ZNF14,2855
ZNF141,2856
ZNF154,2857
ZNF155,2858
ZNF160,2859
ZNF169,2860
ZNF177,2861
ZNF180,2862
ZNF181,2863
ZNF184,2864
ZNF189,2865
ZNF19,2866
ZNF195,2867
ZNF20,2868
ZNF200,2869
ZNF205,2870
ZNF212,2871
ZNF221,2872
ZNF222,2873
ZNF223,2874
ZNF224,2875
ZNF225,2876
ZNF226,2877
ZNF227,2878
ZNF229,2879
ZNF23,2880
ZNF230,2881
ZNF234,2882
ZNF235,2883
ZNF248,2884
ZNF25,2885
ZNF250,2886
ZNF251,2887
ZNF253,2888
ZNF254,2889
ZNF256,2890
ZNF257,2891
ZNF264,2892
ZNF268,2893
ZNF273,2894
ZNF274,2895
ZNF282,2896
ZNF283,2897
ZNF284,2898
ZNF3,2899
ZNF300,2900
ZNF302,2901
ZNF304,2902
ZNF311,2903
ZNF320,2904
ZNF324,2905
ZNF324B,2906
ZNF331,2907
ZNF333,2908
ZNF334,2909
ZNF337,2910
ZNF33A,2911
ZNF34,2912
ZNF343,2913
ZNF347,2914
ZNF354A,2915
ZNF354B,2916
ZNF354C,2917
ZNF382,2918
ZNF383,2919
ZNF398,2920
ZNF415,2921
ZNF416,2922
ZNF417,2923
ZNF420,2924
ZNF425,2925
ZNF43,2926
ZNF430,2927
ZNF432,2928
ZNF433,2929
ZNF436,2930
ZNF44,2931
ZNF440,2932
ZNF442,2933
ZNF443,2934
ZNF45,2935
ZNF454,2936
ZNF460,2937
ZNF461,2938
ZNF468,2939
ZNF470,2940
ZNF471,2941
ZNF473,2942
ZNF480,2943
ZNF490,2944
ZNF506,2945
ZNF510,2946
ZNF514,2947
ZNF516,2948
ZNF517,2949
ZNF527,2950
ZNF528,2951
ZNF529,2952
ZNF540,2953
ZNF543,2954
ZNF544,2955
ZNF546,2956
ZNF547,2957
ZNF548,2958
ZNF549,2959
ZNF550,2960
ZNF552,2961
ZNF554,2962
ZNF555,2963
ZNF556,2964
ZNF557,2965
ZNF558,2966
ZNF559,2967
ZNF559-ZNF177,2968
ZNF561,2969
ZNF562,2970
ZNF564,2971
ZNF565,2972
ZNF566,2973
ZNF567,2974
ZNF568,2975
ZNF569,2976
ZNF57,2977
ZNF570,2978
ZNF571,2979
ZNF583,2980
ZNF584,2981
ZNF585A,2982
ZNF587,2983
ZNF596,2984
ZNF597,2985
ZNF599,2986
ZNF600,2987
ZNF606,2988
ZNF607,2989
ZNF610,2990
ZNF611,2991
ZNF613,2992
ZNF615,2993
ZNF616,2994
ZNF619,2995
ZNF620,2996
ZNF621,2997
ZNF623,2998
ZNF627,2999
ZNF641,3000
ZNF649,3001
ZNF662,3002
ZNF665,3003
ZNF667,3004
ZNF670,3005
ZNF671,3006
ZNF675,3007
ZNF677,3008
ZNF682,3009
ZNF684,3010
ZNF688,3011
ZNF689,3012
ZNF699,3013
ZNF7,3014
ZNF700,3015
ZNF701,3016
ZNF707,3017
ZNF709,3018
ZNF713,3019
ZNF717,3020
ZNF718,3021
ZNF721,3022
ZNF726,3023
ZNF729,3024
ZNF74,3025
ZNF746,3026
ZNF749,3027
ZNF761,3028
ZNF763,3029
ZNF764,3030
ZNF766,3031
ZNF768,3032
ZNF77,3033
ZNF777,3034
ZNF778,3035
ZNF780A,3036
ZNF780B,3037
ZNF782,3038
ZNF783,3039
ZNF785,3040
ZNF786,3041
ZNF79,3042
ZNF790,3043
ZNF791,3044
ZNF792,3045
ZNF793,3046
ZNF799,3047
ZNF813,3048
ZNF816,3049
ZNF823,3050
ZNF829,3051
ZNF83,3052
ZNF841,3053
ZNF845,3054
ZNF846,3055
ZNF850,3056
ZNF853,3057
ZNF860,3058
ZNF878,3059
ZNF879,3060
ZNF90,3061
ZNF93,3062
ZNF99,3063
ZNRF3,3064
ZSCAN32,3065
ZYX,3066
