symbol,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,HCT-116,HCT-15,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62
THBS4,1,1,0,1,1,0,0,0,0,-1,0,0,0,1,1,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,0,0,0,1,1,1,1,-1,0
THEM4,1,0,1,1,1,1,0,0,1,0,1,0,0,0,2,0,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,-1,0,1,0,2,1,1,0
THOC1,-1,-1,0,0,1,1,-2,0,0,1,-1,1,-1,0,-1,0,1,1,0,1,1,-1,-1,1,1,0,0,-1,0,-1,-1,0,-1,0,0,-1,1,-1,-1
THOC5,-1,-1,0,-1,-1,-1,0,0,-1,1,0,-1,0,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,0,-1,1,0,-1,1,1,0,-1,0,-1,-1,-1,-1,1
THOC7,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,0,0,2,0,-1,-1,0,0,2,1,1,-2,0,-1,0,-1,1,2,1,1,1,1,0,-1,0,2,1
THPO,-1,-1,0,0,1,1,0,0,1,1,-1,0,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,-1,2,1,-1,1
THRA,0,1,1,-1,0,-1,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,1,0,1,0,0,0,-1,0,0,1,1,0,0
THRB,-1,1,0,0,1,-1,0,0,0,1,-1,1,0,0,2,0,-1,-1,0,0,0,0,1,1,0,1,0,0,1,0,1,-1,1,0,0,1,0,-1,-1
THY1,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,0,0,1,-1,1,1,-1,-1,1,-1,1,-1,0,-1,2,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,1,-1
TIAM1,1,-1,0,0,0,1,0,0,-1,1,-1,1,-1,1,-1,0,1,-1,0,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,1,0,0,0
TICAM1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
TIRAP,-1,-1,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
TJP1,-1,1,0,-1,0,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,0,-1,0,0,0,1,1,0
TJP2,0,0,-1,1,0,1,0,0,0,-1,0,-1,0,1,-1,0,0,-1,1,0,-1,-1,1,0,-1,0,0,1,0,0,0,0,1,0,0,-1,1,-1,-1
TJP3,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
TLN1,0,0,-1,1,-1,1,-1,0,0,-1,0,-1,-1,1,-1,0,2,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,0,1,-1,2,1,0,-1,-1,1,-1,-1
TLR2,0,-1,0,-1,0,-2,0,0,0,-1,-1,0,0,-1,0,0,-2,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
TLR5,1,0,1,0,1,1,0,0,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1
TLR9,-1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1
TMBIM6,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,0,0,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,0,0
TNF,-1,-1,-1,1,-1,0,-2,0,-1,1,-1,1,-1,1,-1,1,1,0,-1,1,-1,1,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1
TNFAIP3,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,1,0,0,-1,-1,1,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1
TNFRSF10A,-1,-1,-1,1,0,0,-1,2,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,-1,0,-2,0
TNFRSF10B,-1,-1,-1,1,0,0,-1,2,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,-1,0,-2,0
TNFRSF11A,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,1,-1,0,-1,0,-1,-1,0,-1,0,-2,-1,-1,-1,-1
TNFRSF12A,1,-1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1
TNFRSF13B,0,1,1,1,-1,-2,-1,0,-1,1,0,-1,0,1,-1,0,-1,-1,1,0,1,-1,-1,-1,-1,1,0,0,-1,-1,0,-1,-1,0,0,-1,1,-1,0
TNFRSF13C,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,2,1,1,-1,-1,0,-1,-1,-1,-1,0
TNFRSF14,-1,-1,-1,1,-1,-1,-1,2,0,1,0,1,-1,-1,-1,-1,-1,1,-1,1,2,-1,-1,1,1,1,0,1,-1,2,-1,0,0,0,-1,-1,0,0,0
TNFRSF1B,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,0,-1,-1,-1,-1,1,-1,1,1,0,-1,0,1,1,0,1,0,2,-1,0,0,0,-1,-1,0,2,0
TNFRSF6B,0,-1,0,1,1,-1,-1,0,1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,0,1,0,1,0,-1,1,1,1,0,1,1,1,1,1,0,1
TNFSF12,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
TNFSF13,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
TNFSF14,0,-1,-1,-1,1,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
TNNC1,-1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1
TNNI3,1,1,-1,-1,-1,-1,0,0,1,0,0,0,0,-1,-1,0,1,-1,-1,-1,0,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,0,-1,0,-1,1
TNXB,-1,-1,-1,1,-1,0,-2,0,-1,1,-1,1,-1,1,1,1,1,0,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1
TOB1,1,1,1,-1,0,0,1,0,1,-1,0,0,0,1,-1,0,-1,0,1,1,-1,-1,1,1,0,1,1,1,1,0,0,0,-1,0,0,1,1,0,0
TOB2,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,2,1,1,-1,-1,0,-1,-1,-1,-1,0
TOLLIP,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,1,-2,-1,-1,-1,-1,1,-1,-1,-1,0,-1,2,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1
TOMM40,1,1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,0,1,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
TOMM7,1,0,1,1,1,1,0,0,1,1,1,0,0,0,-1,0,1,1,1,1,0,-1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,2,1
TOP3A,0,1,1,1,-1,0,-1,0,-1,1,0,-1,0,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,0,0,2,-1,0,-1,-1,0,0,1,1,-1,0
TOPBP1,-1,-1,0,0,1,-1,0,0,1,1,-1,-1,0,0,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,0,1,1,1,0,0,1,0,-1,0,0,-1,2
TP53,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
TP53AIP1,-1,-1,0,0,-1,0,0,0,-1,-2,0,0,0,1,-2,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1
TP53BP1,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,2,-1,0,0,0,1,1,-1
TP53BP2,1,0,1,1,1,0,0,0,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
TP53I3,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,0,0,-1,0,0,1,0,1,0,1,1,-1,-1,0,1,-1,0,0,1
TP53INP2,1,0,0,1,1,0,0,0,1,1,1,0,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,-1,1,1
TP73,-1,-1,-1,1,-1,-1,-1,0,0,1,0,1,-1,-1,-1,-1,-1,1,-1,1,2,-1,-1,1,1,1,0,1,-1,2,-1,0,0,0,-1,-1,0,0,0
TPM1,-1,1,0,-1,-1,0,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,0,-1,-1,-1,1,0,0,1,-1,-1,0,0,-1,0,0,0,1,0,0
TPM2,0,0,-1,1,-1,1,-1,0,0,-1,0,-1,-1,1,-1,0,2,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,0,1,-1,2,1,0,-1,-1,1,-1,-1
TPM3,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,2,0,1,0,1,1,-1,0
TPM4,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,-1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
TPR,1,1,1,1,1,1,0,-2,0,0,0,1,0,1,2,0,1,0,2,1,0,2,-1,-2,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
TRADD,1,0,1,-1,1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,1,-1,1,-1,1,0,1,-1,1,-1,-1,-1,-1,1,-1,0,2,-1,-1,-1,-1
TRAF1,0,0,0,1,-1,0,-1,0,-1,-1,0,1,0,1,-1,0,-1,-1,1,-1,-1,-1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,-1,-1
TRAF2,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,-1,1,-1,0,0,-1,1,-1,-1,-1,1,0,1,-1,0,0,-1,-1,0,0,1,0,-1,1,1,-1,-1
TRAF3,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,-1,0,-1,1,0,-1,0,1,1,1,0,-1,1,-1,2,0,-1,0,-1,0,0,0,0,-1,1,-1,-1,0
TRAF3IP2,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1
TRAF4,0,1,1,-1,0,0,0,0,0,-1,0,1,0,1,-1,0,-1,0,1,-1,1,-1,-1,-1,0,1,1,0,-1,0,0,0,-1,0,0,1,1,0,0
TRAF5,1,0,1,0,1,0,0,0,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1
TRAF6,1,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,1,-1,0,0,1,0,2,-1,0,1,1,1,-1,-1
TRAK2,1,0,1,-1,0,-1,0,0,0,1,0,-1,0,1,0,0,0,0,1,1,0,0,-1,0,0,1,0,1,0,1,-1,0,-1,0,1,-1,0,0,1
TRIB3,-1,1,0,0,-1,0,0,0,-1,1,1,-1,0,0,-1,0,1,0,1,1,-1,0,1,1,0,1,0,0,-1,1,1,0,1,0,1,0,-1,1,0
TRIM25,1,1,1,-1,2,0,2,0,1,-1,0,0,0,1,1,0,-1,0,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,-1,0,0,1,1,0,1
TRIM71,-1,0,0,0,-1,-1,0,0,0,1,-1,1,0,0,0,0,-1,-1,0,1,0,0,1,1,0,1,0,0,1,0,1,-1,0,0,0,1,0,-1,-1
TRIP10,0,-1,-1,-1,-1,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
TRIP6,1,0,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,-1,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,-1,-1,1
TRPC1,0,0,0,0,1,1,0,0,1,1,-1,0,0,0,0,-1,0,1,0,1,1,2,-1,-1,1,-1,0,1,1,1,1,0,1,0,0,1,0,0,2
TRPC3,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
TRPV1,1,1,1,1,-1,0,-1,0,-1,1,0,-1,0,0,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0
TRPV4,-1,0,1,-1,1,0,0,0,0,-1,0,0,1,1,0,0,-1,1,1,-1,0,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,-1,-1,0
TRPV5,1,0,1,0,1,0,0,0,2,1,1,1,1,-1,1,1,0,1,1,-1,0,2,1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1
TSC1,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,0,1,-1,0,0,-1,1,-1,-1,-1,1,0,1,-1,0,1,-1,-1,0,0,1,0,-1,1,1,-1,-1
TSC2,1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,1,-1,1,0,1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1
TSHR,-1,1,0,-1,-1,1,0,0,-1,-1,0,-1,0,-1,1,0,-1,0,1,0,1,1,-1,1,-1,1,-1,0,0,-1,0,1,0,0,0,1,0,0,1
TSLP,1,1,0,1,1,0,0,0,0,-1,0,0,0,1,1,0,0,-1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0
TSPO,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,-1,-1,0
TST,-1,-1,-1,-1,-1,-1,-2,0,-1,1,0,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1
TTF1,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,0,1,-1,0,0,-1,1,-1,-1,-1,1,0,1,-1,0,1,-1,-1,0,0,1,0,-1,1,1,-1,-1
TTF2,-1,-1,0,1,0,-1,0,0,0,1,0,1,0,-1,1,1,1,0,-1,1,0,-1,1,1,-1,1,0,1,2,1,-1,0,0,0,0,-1,1,0,1
TTI1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,2,1,0,1,0,1,1,-1,1,1
TTK,-1,-1,0,1,-1,-1,0,0,-1,-1,-1,0,0,1,-1,-1,1,1,0,0,0,0,1,0,-1,1,0,1,0,0,-1,1,1,0,0,-1,0,2,-1
TUBA1A,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,0,0,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,0,0
TUBA1C,-1,0,1,-1,1,0,-1,0,0,-1,0,0,0,1,1,-1,-1,1,1,0,0,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,0,0
TUBA3C,-1,-1,0,1,0,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,-1,0,-1,-1,0,-1,-1,0,1,-1
TUBA3E,1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,-1,1,0,0,1,0,1,-1,1,-1,0,-1,0,0,-1,0,1,1
TUBA4A,-1,0,1,-1,0,-1,-1,0,0,1,0,-1,0,1,-1,-1,-1,0,1,1,-1,0,-1,0,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,0,0
TUBA8,-1,-1,-1,-1,-1,1,-1,0,1,1,0,1,0,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-2,-1,1,-1,1,1,1,0,-1,0,-1,-1,-1,-1,0
TUBAL3,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,0,0,0,-1,1,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,1,-1,0,0,1,-1,-1,-1
TUBB,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,1,-1,1,0,1,1,0,-1,1,1,1,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1
TUBB1,1,0,0,1,1,0,-1,0,1,1,1,0,1,1,1,1,-1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1
TUBB2A,-1,-1,0,1,-1,0,0,0,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,-1
TUBB2B,-1,-1,0,1,-1,0,0,0,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,-1
TUBB3,0,-1,1,-1,1,-1,1,0,0,1,0,0,0,-1,1,-1,1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,0,-1,-2,-1,1,-1,-1,-1
TUBB4A,0,-1,-1,-1,1,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
TUBB4B,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,-1,1,-1,0,0,-1,1,-1,-1,-1,1,0,1,-1,0,0,-1,-1,0,0,1,0,-1,1,1,-1,-1
TUBB6,-1,-1,0,0,1,1,0,0,0,1,-1,0,-1,0,1,0,1,-1,0,1,1,-1,1,1,1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1
TUSC3,-1,1,0,1,0,1,0,0,-1,1,1,0,0,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,-1,0,0,1,1,-1,-1,1,0,0,0,-1,0,-1,1
TWIST1,1,1,1,1,1,1,0,0,2,1,1,0,0,0,0,0,1,1,1,1,0,-1,1,1,1,1,2,1,1,1,1,-1,1,1,1,1,1,1,1
TWIST2,-1,0,1,-1,0,-1,0,0,-1,1,0,-1,0,-1,-2,-1,-1,0,1,1,-1,-1,-1,0,-1,1,0,1,-1,1,-1,0,-1,0,0,-1,0,0,1
TXN,1,0,0,1,0,1,0,0,-1,-1,0,0,0,1,0,0,-1,-1,1,0,-1,-1,1,0,-1,0,0,1,0,0,0,0,1,0,0,1,1,-1,-1
TXN2,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,0,-1,1,1,0,-1,0,-1,-1,-1,-1,1
TXNIP,-1,0,1,1,1,1,0,0,1,0,0,0,0,0,2,0,1,1,1,1,0,1,-1,1,1,1,0,1,0,0,1,2,0,1,0,1,1,1,1
TXNRD1,-1,0,1,-1,1,0,0,0,0,-1,0,0,1,1,1,0,-1,1,1,-1,0,-1,1,1,-1,-1,0,0,-1,0,1,0,-1,0,0,1,0,2,0
TXNRD2,-1,-1,-1,-1,-1,1,-1,0,0,1,0,1,0,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-2,-1,1,-1,-1,1,1,2,-1,0,-1,-1,-1,-1,0
TXNRD3,-1,-1,0,0,1,-1,0,0,0,1,-1,-1,0,0,-1,-1,0,1,-1,-1,1,1,1,-1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,1
TYK2,0,-1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,0,2,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0
UBB,1,1,1,1,-1,-2,0,0,-1,1,0,-1,0,1,-1,0,-1,-1,1,0,1,-1,-1,-1,-1,1,0,0,-1,0,0,-1,-1,0,0,-1,1,0,1
UBC,-1,0,1,-1,1,-1,0,0,-1,-1,0,0,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,-1,0,1,0,-1,0,0,1,0,-2,0
UBE2D1,1,1,1,0,0,1,1,0,1,-1,0,1,0,0,0,0,1,0,1,1,1,2,1,1,-1,-1,-1,-1,0,-1,-1,1,-1,0,1,1,0,-1,-1
UBE2D2,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,1,0,1,1,1,1,1,0,-1,0,1,0,0,1,-1,-1
UBE2D3,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
UBE2D4,1,0,1,1,1,1,0,0,1,1,1,0,0,0,-1,0,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,0,1
UBE2I,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1
UBE2L3,-1,-1,-1,-1,-1,1,-1,0,0,1,0,1,0,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-2,-1,0,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,0
UBE2L6,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,1,1,0,-1,-1
UBE2T,1,0,1,1,1,0,-1,0,1,0,0,1,-1,0,2,0,1,0,1,1,1,1,-1,-2,1,1,0,1,0,0,0,-1,0,1,-1,1,1,-1,0
UBE3A,0,-1,0,-1,0,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,1,0,0,-1,-1,1,0,0,-1,1,0,-1,0,0,-1,0,0,0,-1,1,0
UBXN6,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0
UCN,1,1,1,-1,0,0,0,0,0,1,0,0,0,1,-1,-1,1,1,1,1,0,0,-1,0,0,1,0,1,0,1,1,0,-1,0,0,-1,0,1,1
UCN2,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,1,-1,1,0,0,1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1
UCP1,0,-1,0,-1,0,-1,0,0,0,-1,-1,0,0,-1,1,0,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1
UIMC1,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1
ULK1,-1,0,1,-1,1,0,-1,0,-1,-1,0,0,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,0,1,0,-1,0,0,1,-1,-2,0
ULK2,1,1,1,1,-1,0,0,0,-1,1,0,-1,0,1,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,1,0,0,2,0,0,-1,-1,0,0,1,1,0,0
UNC5A,1,0,0,1,1,-1,0,0,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1
UNC5B,0,0,1,0,1,0,-1,0,1,-1,0,1,0,-1,-1,0,0,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,-1,-2,-1
UNC5C,0,-1,0,-1,0,-1,1,0,-1,-1,-1,0,0,-1,1,0,-1,0,0,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,-1
UNC5D,-1,1,0,1,0,1,1,0,-1,1,1,0,0,1,-1,-1,-1,-1,0,0,1,-1,1,-1,-1,-1,0,1,0,-1,0,1,0,0,0,1,0,-1,1
UPF1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
UPF2,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,-1,0,-1,1,-1,-1,-1,-2,0,-1,-1,-1,0,-1,-1,0,-1,0,0,1,-1,-1,-1
UPF3A,-1,-1,0,1,1,-2,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,-1
URM1,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,0,1,-1,0,0,-1,1,-1,-1,-1,-1,0,1,-1,0,1,-1,-1,0,0,1,0,-1,1,1,-1,-1
USE1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-2,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0
USP1,0,-1,0,1,0,-1,0,0,0,1,0,0,0,0,-1,-1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,-1,0,1,0,0,-1,1,1,1
USP21,1,0,1,1,1,1,0,0,1,0,0,0,0,0,-1,0,1,1,1,1,0,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,1,0
