Drug A,Drug B,Cell Line Name,Score
Megestrol acetate,Lenalidomide,SK-MEL-2,-4.2222222222222205
Megestrol acetate,Lenalidomide,SK-MEL-28,-4.777777777777779
Megestrol acetate,Lenalidomide,SK-MEL-5,-22.88888888888889
Megestrol acetate,Lenalidomide,SK-OV-3,-6.222222222222222
Megestrol acetate,Lenalidomide,SNB-75,-7.222222222222222
Megestrol acetate,Lenalidomide,SR,-15.444444444444445
Megestrol acetate,Lenalidomide,SW-620,-5.4444444444444455
Megestrol acetate,Lenalidomide,T-47D,-4.4444444444444455
Megestrol acetate,Lenalidomide,U251,-0.3333333333333333
Megestrol acetate,Lenalidomide,UACC-257,-7.333333333333332
Megestrol acetate,Lenalidomide,UACC-62,-0.1111111111111111
Mitotane,Azacitidine,786-0,-1.6666666666666667
Mitotane,Azacitidine,A498,-1.7777777777777777
Mitotane,Azacitidine,A549/ATCC,4.4444444444444455
Mitotane,Azacitidine,ACHN,-2.1111111111111107
Mitotane,Azacitidine,BT-549,0.1111111111111111
Mitotane,Azacitidine,CAKI-1,-2.6666666666666665
Mitotane,Azacitidine,DU-145,-0.4444444444444444
Mitotane,Azacitidine,HCT-116,8.888888888888891
Mitotane,Azacitidine,HCT-15,7.1111111111111125
Mitotane,Azacitidine,HOP-92,-1.7777777777777777
Mitotane,Azacitidine,HS 578T,1.3333333333333333
Mitotane,Azacitidine,IGROV1,0.2222222222222222
Mitotane,Azacitidine,K-562,-0.3333333333333333
Mitotane,Azacitidine,KM12,4.111111111111111
Mitotane,Azacitidine,LOX IMVI,-16.666666666666668
Mitotane,Azacitidine,MALME-3M,4.0
Mitotane,Azacitidine,MDA-MB-231/ATCC,-6.888888888888888
Mitotane,Azacitidine,MDA-MB-468,2.4444444444444446
Mitotane,Azacitidine,NCI-H460,1.0
Mitotane,Azacitidine,NCI-H522,-3.111111111111111
Mitotane,Azacitidine,OVCAR-3,3.111111111111111
Mitotane,Azacitidine,OVCAR-4,-2.2222222222222223
Mitotane,Azacitidine,OVCAR-8,2.333333333333333
Mitotane,Azacitidine,PC-3,1.3333333333333333
Mitotane,Azacitidine,RPMI-8226,-7.1111111111111125
Mitotane,Azacitidine,SF-268,-2.888888888888889
Mitotane,Azacitidine,SF-295,0.0
Mitotane,Azacitidine,SF-539,-2.7777777777777777
Mitotane,Azacitidine,SK-MEL-28,0.6666666666666666
Mitotane,Azacitidine,SK-MEL-5,-8.555555555555555
Mitotane,Azacitidine,SK-OV-3,-6.888888888888888
Mitotane,Azacitidine,SNB-75,1.1111111111111112
Mitotane,Azacitidine,SR,5.333333333333333
Mitotane,Azacitidine,SW-620,5.333333333333333
Mitotane,Azacitidine,T-47D,-11.111111111111107
Mitotane,Azacitidine,U251,-3.2222222222222223
Mitotane,Azacitidine,UACC-257,6.1111111111111125
Mitotane,Azacitidine,UACC-62,0.5555555555555556
Mitotane,Celecoxib,786-0,1.8888888888888888
Mitotane,Celecoxib,A498,0.3333333333333333
Mitotane,Celecoxib,A549/ATCC,-3.6666666666666665
Mitotane,Celecoxib,ACHN,-3.111111111111111
Mitotane,Celecoxib,BT-549,-10.333333333333334
Mitotane,Celecoxib,CAKI-1,-5.4444444444444455
Mitotane,Celecoxib,DU-145,-2.333333333333333
Mitotane,Celecoxib,HCT-116,-3.111111111111111
Mitotane,Celecoxib,HCT-15,-3.6666666666666665
Mitotane,Celecoxib,HOP-92,-5.666666666666668
Mitotane,Celecoxib,HS 578T,-3.6666666666666665
Mitotane,Celecoxib,IGROV1,-1.4444444444444444
Mitotane,Celecoxib,K-562,-4.111111111111111
Mitotane,Celecoxib,KM12,-10.222222222222221
Mitotane,Celecoxib,LOX IMVI,-5.111111111111111
Mitotane,Celecoxib,MALME-3M,-3.4444444444444446
Mitotane,Celecoxib,MDA-MB-231/ATCC,0.8888888888888888
Mitotane,Celecoxib,MDA-MB-468,-0.2222222222222222
Mitotane,Celecoxib,NCI-H23,1.3333333333333333
Mitotane,Celecoxib,NCI-H460,-6.1111111111111125
Mitotane,Celecoxib,NCI-H522,-2.7777777777777777
Mitotane,Celecoxib,OVCAR-3,-2.4444444444444446
Mitotane,Celecoxib,OVCAR-4,-3.111111111111111
Mitotane,Celecoxib,OVCAR-8,0.1111111111111111
Mitotane,Celecoxib,PC-3,-1.4444444444444444
Mitotane,Celecoxib,RPMI-8226,-9.222222222222221
Mitotane,Celecoxib,SF-268,-1.4444444444444444
Mitotane,Celecoxib,SF-295,-2.0
Mitotane,Celecoxib,SF-539,-5.222222222222221
Mitotane,Celecoxib,SK-MEL-28,-9.0
Mitotane,Celecoxib,SK-MEL-5,-5.888888888888888
Mitotane,Celecoxib,SK-OV-3,-3.0
Mitotane,Celecoxib,SNB-75,-5.5555555555555545
Mitotane,Celecoxib,SR,-17.0
Mitotane,Celecoxib,SW-620,-6.4444444444444455
Mitotane,Celecoxib,T-47D,-8.11111111111111
Mitotane,Celecoxib,U251,-1.4444444444444444
Mitotane,Celecoxib,UACC-257,-14.0
Mitotane,Celecoxib,UACC-62,-4.111111111111111
Mitotane,Cladribine,786-0,0.2222222222222222
Mitotane,Cladribine,A498,0.4444444444444444
Mitotane,Cladribine,A549/ATCC,-13.0
Mitotane,Cladribine,ACHN,3.333333333333333
Mitotane,Cladribine,BT-549,-7.0
Mitotane,Cladribine,CAKI-1,2.1111111111111107
Mitotane,Cladribine,DU-145,-3.0
Mitotane,Cladribine,HCT-116,-6.222222222222222
Mitotane,Cladribine,HCT-15,-7.777777777777778
Mitotane,Cladribine,HOP-92,0.7777777777777778
Mitotane,Cladribine,HS 578T,-2.7777777777777777
Mitotane,Cladribine,IGROV1,-4.888888888888889
Mitotane,Cladribine,K-562,-0.8888888888888888
Mitotane,Cladribine,KM12,0.5555555555555556
Mitotane,Cladribine,LOX IMVI,-5.4444444444444455
Mitotane,Cladribine,MALME-3M,-11.0
Mitotane,Cladribine,MDA-MB-231/ATCC,0.3333333333333333
Mitotane,Cladribine,MDA-MB-468,-4.777777777777779
Mitotane,Cladribine,NCI-H23,-5.777777777777778
Mitotane,Cladribine,NCI-H460,-7.333333333333332
Mitotane,Cladribine,NCI-H522,-4.777777777777779
Mitotane,Cladribine,OVCAR-3,-3.2222222222222223
Mitotane,Cladribine,OVCAR-4,-3.333333333333333
Mitotane,Cladribine,OVCAR-8,0.0
Mitotane,Cladribine,PC-3,-4.2222222222222205
Mitotane,Cladribine,RPMI-8226,-0.4444444444444444
Mitotane,Cladribine,SF-268,1.3333333333333333
Mitotane,Cladribine,SF-295,-10.111111111111107
Mitotane,Cladribine,SF-539,-1.3333333333333333
Mitotane,Cladribine,SK-MEL-28,-5.333333333333333
Mitotane,Cladribine,SK-MEL-5,-0.2222222222222222
Mitotane,Cladribine,SK-OV-3,-1.7777777777777777
Mitotane,Cladribine,SNB-75,-7.555555555555554
Mitotane,Cladribine,SR,7.333333333333332
Mitotane,Cladribine,SW-620,-1.1111111111111112
Mitotane,Cladribine,T-47D,-9.888888888888893
Mitotane,Cladribine,U251,-3.2222222222222223
Mitotane,Cladribine,UACC-257,-15.666666666666664
Mitotane,Cladribine,UACC-62,-2.6666666666666665
Mitotane,Dasatinib,786-0,-3.6666666666666665
Mitotane,Dasatinib,A549/ATCC,-3.0
Mitotane,Dasatinib,ACHN,3.4444444444444446
Mitotane,Dasatinib,BT-549,-4.888888888888889
Mitotane,Dasatinib,CAKI-1,-1.4444444444444444
Mitotane,Dasatinib,DU-145,-1.5555555555555556
Mitotane,Dasatinib,HCT-116,-5.666666666666668
Mitotane,Dasatinib,HCT-15,-7.222222222222222
Mitotane,Dasatinib,HOP-92,-5.333333333333333
Mitotane,Dasatinib,HS 578T,2.1111111111111107
Mitotane,Dasatinib,IGROV1,1.2222222222222223
Mitotane,Dasatinib,KM12,-1.4444444444444444
Mitotane,Dasatinib,LOX IMVI,0.7777777777777778
Mitotane,Dasatinib,MALME-3M,-0.1111111111111111
Mitotane,Dasatinib,MDA-MB-231/ATCC,-0.2222222222222222
Mitotane,Dasatinib,MDA-MB-468,-0.1111111111111111
Mitotane,Dasatinib,NCI-H23,-2.555555555555556
Mitotane,Dasatinib,NCI-H460,-1.1111111111111112
Mitotane,Dasatinib,NCI-H522,0.1111111111111111
Mitotane,Dasatinib,OVCAR-3,-5.222222222222221
Mitotane,Dasatinib,OVCAR-4,-4.4444444444444455
Mitotane,Dasatinib,OVCAR-8,0.2222222222222222
Mitotane,Dasatinib,PC-3,-4.777777777777779
Mitotane,Dasatinib,RPMI-8226,-19.88888888888889
Mitotane,Dasatinib,SF-268,-6.1111111111111125
Mitotane,Dasatinib,SF-295,0.8888888888888888
Mitotane,Dasatinib,SF-539,1.6666666666666667
Mitotane,Dasatinib,SK-MEL-28,-1.6666666666666667
Mitotane,Dasatinib,SK-MEL-5,-10.555555555555557
Mitotane,Dasatinib,SK-OV-3,1.6666666666666667
Mitotane,Dasatinib,SNB-75,3.333333333333333
Mitotane,Dasatinib,SR,-11.333333333333336
Mitotane,Dasatinib,SW-620,-0.6666666666666666
Mitotane,Dasatinib,T-47D,-7.4444444444444455
Mitotane,Dasatinib,U251,-4.4444444444444455
Mitotane,Dasatinib,UACC-257,-1.2222222222222223
Mitotane,Dasatinib,UACC-62,2.0
Mitotane,Docetaxel,786-0,2.888888888888889
Mitotane,Docetaxel,A498,1.1111111111111112
Mitotane,Docetaxel,A549/ATCC,-1.5555555555555556
Mitotane,Docetaxel,ACHN,5.5555555555555545
Mitotane,Docetaxel,BT-549,-2.7777777777777777
Mitotane,Docetaxel,CAKI-1,2.4444444444444446
Mitotane,Docetaxel,DU-145,6.0
Mitotane,Docetaxel,HCT-116,1.2222222222222223
Mitotane,Docetaxel,HCT-15,-0.4444444444444444
Mitotane,Docetaxel,HOP-92,-10.222222222222221
Mitotane,Docetaxel,HS 578T,6.666666666666668
Mitotane,Docetaxel,IGROV1,6.777777777777778
Mitotane,Docetaxel,K-562,14.111111111111107
Mitotane,Docetaxel,KM12,-3.888888888888889
Mitotane,Docetaxel,LOX IMVI,19.33333333333333
Mitotane,Docetaxel,MALME-3M,12.0
Mitotane,Docetaxel,MDA-MB-231/ATCC,1.7777777777777777
Mitotane,Docetaxel,MDA-MB-468,7.666666666666668
Mitotane,Docetaxel,NCI-H23,-4.777777777777779
Mitotane,Docetaxel,NCI-H460,18.11111111111111
Mitotane,Docetaxel,NCI-H522,19.555555555555557
Mitotane,Docetaxel,OVCAR-3,11.333333333333336
Mitotane,Docetaxel,OVCAR-4,15.0
Mitotane,Docetaxel,OVCAR-8,9.666666666666666
Mitotane,Docetaxel,PC-3,-4.333333333333333
Mitotane,Docetaxel,RPMI-8226,41.55555555555557
Mitotane,Docetaxel,SF-268,10.666666666666666
Mitotane,Docetaxel,SF-295,3.333333333333333
Mitotane,Docetaxel,SF-539,19.555555555555557
Mitotane,Docetaxel,SK-MEL-28,3.2222222222222223
Mitotane,Docetaxel,SK-MEL-5,3.4444444444444446
Mitotane,Docetaxel,SK-OV-3,9.111111111111107
Mitotane,Docetaxel,SNB-75,-1.6666666666666667
Mitotane,Docetaxel,SR,31.222222222222207
Mitotane,Docetaxel,SW-620,5.4444444444444455
Mitotane,Docetaxel,T-47D,-7.555555555555554
Mitotane,Docetaxel,U251,6.1111111111111125
Mitotane,Docetaxel,UACC-257,0.3333333333333333
Mitotane,Everolimus,786-0,3.4444444444444446
Mitotane,Everolimus,A498,11.222222222222221
Mitotane,Everolimus,A549/ATCC,3.4444444444444446
Mitotane,Everolimus,ACHN,2.1111111111111107
Mitotane,Everolimus,BT-549,14.666666666666664
Mitotane,Everolimus,CAKI-1,0.1111111111111111
Mitotane,Everolimus,DU-145,10.111111111111107
Mitotane,Everolimus,HCT-116,1.2222222222222223
Mitotane,Everolimus,HCT-15,5.222222222222221
Mitotane,Everolimus,HOP-92,-2.1111111111111107
Mitotane,Everolimus,HS 578T,17.88888888888889
Mitotane,Everolimus,IGROV1,-4.5555555555555545
Mitotane,Everolimus,K-562,7.555555555555554
Mitotane,Everolimus,KM12,-0.5555555555555556
Mitotane,Everolimus,LOX IMVI,3.6666666666666665
Mitotane,Everolimus,MALME-3M,-2.1111111111111107
Mitotane,Everolimus,MDA-MB-231/ATCC,7.222222222222222
Mitotane,Everolimus,MDA-MB-468,-3.888888888888889
Mitotane,Everolimus,NCI-H23,0.6666666666666666
Mitotane,Everolimus,NCI-H460,4.0
Mitotane,Everolimus,NCI-H522,2.2222222222222223
Mitotane,Everolimus,OVCAR-3,6.0
Mitotane,Everolimus,OVCAR-4,10.222222222222221
Mitotane,Everolimus,OVCAR-8,8.222222222222221
Mitotane,Everolimus,PC-3,6.4444444444444455
Mitotane,Everolimus,RPMI-8226,7.222222222222222
Mitotane,Everolimus,SF-268,-6.333333333333332
Mitotane,Everolimus,SF-295,-8.0
Mitotane,Everolimus,SF-539,6.888888888888888
Mitotane,Everolimus,SK-MEL-28,14.111111111111107
Mitotane,Everolimus,SK-MEL-5,-5.777777777777778
Mitotane,Everolimus,SK-OV-3,-5.333333333333333
Mitotane,Everolimus,SNB-75,18.444444444444443
Mitotane,Everolimus,SR,-3.6666666666666665
Mitotane,Everolimus,SW-620,6.333333333333332
Mitotane,Everolimus,T-47D,-7.888888888888887
Mitotane,Everolimus,U251,-3.888888888888889
Mitotane,Everolimus,UACC-257,-5.5555555555555545
Mitotane,Everolimus,UACC-62,7.888888888888887
Mitotane,Nilotinib,786-0,-2.7777777777777777
Mitotane,Nilotinib,A498,-6.5555555555555545
Mitotane,Nilotinib,A549/ATCC,-3.0
Mitotane,Nilotinib,ACHN,-15.888888888888893
Mitotane,Nilotinib,BT-549,-5.111111111111111
Mitotane,Nilotinib,CAKI-1,-13.555555555555555
Mitotane,Nilotinib,DU-145,0.2222222222222222
Mitotane,Nilotinib,HCT-116,1.7777777777777777
Mitotane,Nilotinib,HCT-15,-1.7777777777777777
Mitotane,Nilotinib,HOP-92,-8.777777777777779
Mitotane,Nilotinib,HS 578T,-1.2222222222222223
Mitotane,Nilotinib,IGROV1,0.0
Mitotane,Nilotinib,K-562,-4.5555555555555545
Mitotane,Nilotinib,KM12,-3.0
Mitotane,Nilotinib,LOX IMVI,-16.11111111111111
Mitotane,Nilotinib,MALME-3M,2.0
Mitotane,Nilotinib,MDA-MB-231/ATCC,-4.333333333333333
Mitotane,Nilotinib,MDA-MB-468,2.4444444444444446
Mitotane,Nilotinib,NCI-H23,-8.11111111111111
Mitotane,Nilotinib,NCI-H460,-1.1111111111111112
Mitotane,Nilotinib,NCI-H522,-3.555555555555556
Mitotane,Nilotinib,OVCAR-3,-6.333333333333332
Mitotane,Nilotinib,OVCAR-4,-6.333333333333332
Mitotane,Nilotinib,OVCAR-8,-6.222222222222222
Mitotane,Nilotinib,PC-3,2.2222222222222223
Mitotane,Nilotinib,RPMI-8226,-17.555555555555557
Mitotane,Nilotinib,SF-268,-5.222222222222221
Mitotane,Nilotinib,SF-295,-3.333333333333333
Mitotane,Nilotinib,SF-539,-10.888888888888893
Mitotane,Nilotinib,SK-MEL-28,-4.0
Mitotane,Nilotinib,SK-MEL-5,-9.888888888888893
Mitotane,Nilotinib,SK-OV-3,-8.444444444444445
Mitotane,Nilotinib,SNB-75,-4.888888888888889
Mitotane,Nilotinib,SR,-12.777777777777779
Mitotane,Nilotinib,SW-620,0.8888888888888888
Mitotane,Nilotinib,T-47D,-8.444444444444445
Mitotane,Nilotinib,U251,-7.1111111111111125
Mitotane,Nilotinib,UACC-257,-6.222222222222222
Mitotane,Nilotinib,UACC-62,1.4444444444444444
Mitotane,Paclitaxel,A498,-5.666666666666668
Mitotane,Paclitaxel,A549/ATCC,-2.888888888888889
Mitotane,Paclitaxel,BT-549,-5.5555555555555545
Mitotane,Paclitaxel,DU-145,-2.888888888888889
Mitotane,Paclitaxel,HOP-92,0.6666666666666666
Mitotane,Paclitaxel,HS 578T,-3.888888888888889
Mitotane,Paclitaxel,K-562,-1.8888888888888888
Mitotane,Paclitaxel,KM12,0.0
Mitotane,Paclitaxel,MDA-MB-231/ATCC,-4.111111111111111
Mitotane,Paclitaxel,MDA-MB-468,-7.666666666666668
Mitotane,Paclitaxel,NCI-H460,-1.6666666666666667
Mitotane,Paclitaxel,NCI-H522,-3.333333333333333
Mitotane,Paclitaxel,OVCAR-3,-6.333333333333332
Mitotane,Paclitaxel,OVCAR-8,-7.666666666666668
Mitotane,Paclitaxel,PC-3,0.1111111111111111
Mitotane,Paclitaxel,RPMI-8226,-13.222222222222221
Mitotane,Paclitaxel,SF-268,-4.333333333333333
Mitotane,Paclitaxel,SF-295,-2.0
Mitotane,Paclitaxel,SF-539,0.8888888888888888
Mitotane,Paclitaxel,SK-MEL-5,-6.5555555555555545
Mitotane,Paclitaxel,SK-OV-3,-3.2222222222222223
Mitotane,Paclitaxel,SW-620,1.5555555555555556
Mitotane,Paclitaxel,UACC-257,-10.444444444444443
Mitotane,Paclitaxel,UACC-62,0.4444444444444444
Mitotane,Sirolimus,786-0,-1.7777777777777777
Mitotane,Sirolimus,A498,2.333333333333333
Mitotane,Sirolimus,A549/ATCC,-2.4444444444444446
Mitotane,Sirolimus,ACHN,2.6666666666666665
Mitotane,Sirolimus,BT-549,-7.1111111111111125
Mitotane,Sirolimus,CAKI-1,-7.333333333333332
Mitotane,Sirolimus,DU-145,-5.777777777777778
Mitotane,Sirolimus,HCT-116,-0.3333333333333333
Mitotane,Sirolimus,HCT-15,-6.1111111111111125
Mitotane,Sirolimus,HOP-92,-6.0
Mitotane,Sirolimus,HS 578T,-4.5555555555555545
Mitotane,Sirolimus,IGROV1,-3.888888888888889
Mitotane,Sirolimus,K-562,4.888888888888889
Mitotane,Sirolimus,KM12,6.222222222222222
Mitotane,Sirolimus,LOX IMVI,-4.0
Mitotane,Sirolimus,MALME-3M,1.7777777777777777
Mitotane,Sirolimus,MDA-MB-231/ATCC,-1.5555555555555556
Mitotane,Sirolimus,MDA-MB-468,-5.333333333333333
Mitotane,Sirolimus,NCI-H23,-1.4444444444444444
Mitotane,Sirolimus,NCI-H460,-4.2222222222222205
Mitotane,Sirolimus,NCI-H522,-1.4444444444444444
Mitotane,Sirolimus,OVCAR-3,-4.777777777777779
Mitotane,Sirolimus,OVCAR-4,-2.2222222222222223
Mitotane,Sirolimus,OVCAR-8,0.3333333333333333
Mitotane,Sirolimus,PC-3,1.3333333333333333
Mitotane,Sirolimus,RPMI-8226,-6.333333333333332
Mitotane,Sirolimus,SF-268,-1.1111111111111112
Mitotane,Sirolimus,SF-295,-1.0
Mitotane,Sirolimus,SF-539,-5.888888888888888
Mitotane,Sirolimus,SK-MEL-28,-7.0
Mitotane,Sirolimus,SK-MEL-5,-5.111111111111111
Mitotane,Sirolimus,SK-OV-3,-5.0
Mitotane,Sirolimus,SNB-75,-4.777777777777779
Mitotane,Sirolimus,SR,-1.7777777777777777
Mitotane,Sirolimus,SW-620,-1.4444444444444444
Mitotane,Sirolimus,T-47D,-0.1111111111111111
Mitotane,Sirolimus,U251,-7.666666666666668
Mitotane,Sirolimus,UACC-257,-5.5555555555555545
Mitotane,Sirolimus,UACC-62,-2.555555555555556
Mitotane,Tretinoin,786-0,-3.333333333333333
Mitotane,Tretinoin,A498,-0.8888888888888888
Mitotane,Tretinoin,A549/ATCC,5.111111111111111
Mitotane,Tretinoin,ACHN,4.777777777777779
Mitotane,Tretinoin,BT-549,-2.888888888888889
Mitotane,Tretinoin,CAKI-1,5.5555555555555545
Mitotane,Tretinoin,DU-145,2.0
Mitotane,Tretinoin,HCT-116,3.555555555555556
Mitotane,Tretinoin,HCT-15,6.4444444444444455
Mitotane,Tretinoin,HOP-92,0.2222222222222222
Mitotane,Tretinoin,HS 578T,2.0
Mitotane,Tretinoin,IGROV1,0.4444444444444444
Mitotane,Tretinoin,K-562,5.777777777777778
Mitotane,Tretinoin,KM12,-2.1111111111111107
Mitotane,Tretinoin,LOX IMVI,-9.888888888888893
Mitotane,Tretinoin,MALME-3M,-6.333333333333332
Mitotane,Tretinoin,MDA-MB-231/ATCC,0.3333333333333333
Mitotane,Tretinoin,MDA-MB-468,-0.6666666666666666
Mitotane,Tretinoin,NCI-H23,2.0
Mitotane,Tretinoin,NCI-H460,1.1111111111111112
Mitotane,Tretinoin,NCI-H522,2.6666666666666665
Mitotane,Tretinoin,OVCAR-3,-8.666666666666666
Mitotane,Tretinoin,OVCAR-4,-3.4444444444444446
Mitotane,Tretinoin,OVCAR-8,-1.5555555555555556
Mitotane,Tretinoin,PC-3,1.8888888888888888
Mitotane,Tretinoin,RPMI-8226,-12.555555555555555
Mitotane,Tretinoin,SF-268,0.1111111111111111
Mitotane,Tretinoin,SF-295,0.5555555555555556
Mitotane,Tretinoin,SF-539,-1.1111111111111112
Mitotane,Tretinoin,SK-MEL-28,3.0
Mitotane,Tretinoin,SK-MEL-5,-4.888888888888889
Mitotane,Tretinoin,SK-OV-3,3.555555555555556
Mitotane,Tretinoin,SNB-75,-4.4444444444444455
Mitotane,Tretinoin,SR,-4.111111111111111
Mitotane,Tretinoin,SW-620,5.333333333333333
Mitotane,Tretinoin,T-47D,8.888888888888891
Mitotane,Tretinoin,U251,-3.4444444444444446
Mitotane,Tretinoin,UACC-257,0.8888888888888888
Mitotane,Tretinoin,UACC-62,0.2222222222222222
Nilotinib,Celecoxib,786-0,-9.777777777777779
Nilotinib,Celecoxib,A498,-0.6666666666666666
Nilotinib,Celecoxib,A549/ATCC,-4.111111111111111
Nilotinib,Celecoxib,ACHN,-1.7777777777777777
Nilotinib,Celecoxib,BT-549,-8.777777777777779
Nilotinib,Celecoxib,DU-145,-7.333333333333332
Nilotinib,Celecoxib,HCT-116,-4.777777777777779
Nilotinib,Celecoxib,HOP-92,-2.7777777777777777
Nilotinib,Celecoxib,HS 578T,-5.777777777777778
Nilotinib,Celecoxib,IGROV1,-4.2222222222222205
Nilotinib,Celecoxib,K-562,-16.88888888888889
Nilotinib,Celecoxib,KM12,-5.4444444444444455
Nilotinib,Celecoxib,LOX IMVI,-1.4444444444444444
Nilotinib,Celecoxib,MALME-3M,-16.444444444444443
Nilotinib,Celecoxib,MCF7,-2.888888888888889
Nilotinib,Celecoxib,MDA-MB-231/ATCC,-4.777777777777779
Nilotinib,Celecoxib,MDA-MB-468,-5.666666666666668
Nilotinib,Celecoxib,NCI-H23,-9.555555555555557
Nilotinib,Celecoxib,NCI-H460,-0.1111111111111111
Nilotinib,Celecoxib,NCI-H522,-4.777777777777779
Nilotinib,Celecoxib,OVCAR-3,-7.555555555555554
Nilotinib,Celecoxib,OVCAR-4,-4.5555555555555545
Nilotinib,Celecoxib,PC-3,-5.0
Nilotinib,Celecoxib,RPMI-8226,-2.888888888888889
Nilotinib,Celecoxib,SF-268,-5.333333333333333
Nilotinib,Celecoxib,SF-295,-8.777777777777779
Nilotinib,Celecoxib,SF-539,-4.666666666666667
Nilotinib,Celecoxib,SK-OV-3,-7.777777777777778
Nilotinib,Celecoxib,SNB-75,-7.0
Nilotinib,Celecoxib,SW-620,-9.888888888888893
Nilotinib,Celecoxib,T-47D,-2.555555555555556
Nilotinib,Celecoxib,U251,-7.0
Nilotinib,Celecoxib,UACC-257,-2.0
Nilotinib,Cladribine,786-0,-14.222222222222221
Nilotinib,Cladribine,A498,-4.2222222222222205
Nilotinib,Cladribine,A549/ATCC,-10.0
Nilotinib,Cladribine,ACHN,0.5555555555555556
Nilotinib,Cladribine,BT-549,-5.4444444444444455
Nilotinib,Cladribine,DU-145,-7.555555555555554
Nilotinib,Cladribine,HCT-116,-11.555555555555555
Nilotinib,Cladribine,HOP-92,0.3333333333333333
Nilotinib,Cladribine,HS 578T,-4.888888888888889
Nilotinib,Cladribine,IGROV1,-6.0
Nilotinib,Cladribine,KM12,-3.333333333333333
Nilotinib,Cladribine,LOX IMVI,-7.222222222222222
Nilotinib,Cladribine,MALME-3M,-2.888888888888889
Nilotinib,Cladribine,MCF7,-0.3333333333333333
Nilotinib,Cladribine,MDA-MB-231/ATCC,-4.111111111111111
Nilotinib,Cladribine,MDA-MB-468,-0.3333333333333333
Nilotinib,Cladribine,NCI-H23,0.4444444444444444
Nilotinib,Cladribine,NCI-H460,-0.5555555555555556
Nilotinib,Cladribine,NCI-H522,-2.333333333333333
Nilotinib,Cladribine,OVCAR-3,1.1111111111111112
Nilotinib,Cladribine,OVCAR-4,3.0
Nilotinib,Cladribine,PC-3,-2.6666666666666665
Nilotinib,Cladribine,RPMI-8226,-0.2222222222222222
Nilotinib,Cladribine,SF-268,-2.888888888888889
Nilotinib,Cladribine,SF-295,-12.555555555555555
Nilotinib,Cladribine,SF-539,-4.2222222222222205
Nilotinib,Cladribine,SK-OV-3,-1.0
Nilotinib,Cladribine,SNB-75,-7.1111111111111125
Nilotinib,Cladribine,SW-620,-5.0
Nilotinib,Cladribine,T-47D,-5.777777777777778
Nilotinib,Cladribine,U251,-4.666666666666667
Nilotinib,Cladribine,UACC-257,-1.4444444444444444
Nilotinib,Mitotane,A498,-2.2222222222222223
Nilotinib,Mitotane,A549/ATCC,-4.777777777777779
Nilotinib,Mitotane,ACHN,-7.333333333333332
Nilotinib,Mitotane,BT-549,-0.2222222222222222
Nilotinib,Mitotane,DU-145,-8.11111111111111
Nilotinib,Mitotane,HCT-116,-5.888888888888888
Nilotinib,Mitotane,HOP-92,-9.111111111111107
Nilotinib,Mitotane,HS 578T,-7.333333333333332
Nilotinib,Mitotane,IGROV1,-5.222222222222221
Nilotinib,Mitotane,KM12,-2.555555555555556
Nilotinib,Mitotane,LOX IMVI,-4.2222222222222205
Nilotinib,Mitotane,MALME-3M,-2.2222222222222223
Nilotinib,Mitotane,MCF7,-3.6666666666666665
Nilotinib,Mitotane,MDA-MB-231/ATCC,-14.555555555555555
Nilotinib,Mitotane,MDA-MB-468,-4.2222222222222205
Nilotinib,Mitotane,NCI-H23,-8.333333333333334
Nilotinib,Mitotane,NCI-H460,-0.7777777777777778
Nilotinib,Mitotane,NCI-H522,-3.888888888888889
Nilotinib,Mitotane,OVCAR-3,-8.666666666666666
Nilotinib,Mitotane,OVCAR-4,-4.111111111111111
Nilotinib,Mitotane,PC-3,-3.888888888888889
Nilotinib,Mitotane,RPMI-8226,-5.666666666666668
Nilotinib,Mitotane,SF-268,-0.8888888888888888
Nilotinib,Mitotane,SF-295,-10.666666666666666
Nilotinib,Mitotane,SF-539,-4.4444444444444455
Nilotinib,Mitotane,SK-OV-3,-6.4444444444444455
Nilotinib,Mitotane,SNB-75,-8.0
Nilotinib,Mitotane,SW-620,-3.555555555555556
Nilotinib,Mitotane,T-47D,2.555555555555556
Nilotinib,Mitotane,U251,-12.0
Nilotinib,Mitotane,UACC-257,-2.0
Nilotinib,Tretinoin,A498,-3.2222222222222223
Nilotinib,Tretinoin,A549/ATCC,3.333333333333333
Nilotinib,Tretinoin,ACHN,-0.1111111111111111
Nilotinib,Tretinoin,BT-549,-10.888888888888893
Nilotinib,Tretinoin,DU-145,-4.333333333333333
Nilotinib,Tretinoin,HCT-116,-3.2222222222222223
Nilotinib,Tretinoin,HOP-92,0.7777777777777778
Nilotinib,Tretinoin,HS 578T,4.4444444444444455
Nilotinib,Tretinoin,IGROV1,-1.3333333333333333
Nilotinib,Tretinoin,K-562,-8.333333333333334
Nilotinib,Tretinoin,KM12,-6.5555555555555545
Nilotinib,Tretinoin,LOX IMVI,-6.777777777777778
Nilotinib,Tretinoin,MALME-3M,-1.8888888888888888
Nilotinib,Tretinoin,MCF7,-4.0
Nilotinib,Tretinoin,MDA-MB-231/ATCC,-6.0
Nilotinib,Tretinoin,MDA-MB-468,1.4444444444444444
Nilotinib,Tretinoin,NCI-H23,-13.333333333333336
Nilotinib,Tretinoin,NCI-H460,-1.5555555555555556
Nilotinib,Tretinoin,NCI-H522,-8.444444444444445
