src,dest
PXN,ITGB4
PXN,ITGB5
PXN,ITGB8
PXN,PARVA
PXN,PARVB
PXN,PARVG
PXN,VCL
PYCARD,NLRC4
PYDC1,PYCARD
PYM1,RBM8A
PYY,GPR83
PYY,NPY1R
PYY,NPY2R
PYY,NPY4R
PYY,NPY5R
RAB10,SLC2A4
RAB11A,TRPV5
RAB11B,SLC2A4
RAB11FIP1,RAB11A
RAB11FIP1,RAB11B
RAB11FIP2,RAB11A
RAB11FIP2,RAB11B
RAB11FIP5,RAB11A
RAB11FIP5,RAB11B
RAB13,PRKACA
RAB13,PRKACB
RAB13,PRKACG
RAB14,SLC2A4
RAB2A,SLC2A4
RAB33B,ATG16L1
RAB33B,ATG16L2
RAB3A,RIMS1
RAB4A,RUFY1
RAB5B,EEA1
RAB5B,PIK3C3
RAB5B,RAB5C
RAB5B,RAB7A
RAB5C,EEA1
RAB5C,PIK3C3
RAB5C,RAB7A
RAB7A,ATP6V0A1
RAB7A,ATP6V0A2
RAB7A,ATP6V0A4
RAB7A,ATP6V0B
RAB7A,ATP6V0C
RAB7A,ATP6V0D1
RAB7A,ATP6V1H
RAB7A,CTSD
RAB7A,LAMP1
RAB7A,RILP
RAB7A,TCIRG1
RAB7A,TUBA1A
RAB7A,TUBA1C
RAB7A,TUBA3C
RAB7A,TUBA3E
RAB7A,TUBA4A
RAB7A,TUBA8
RAB7A,TUBAL3
RAB7A,TUBB
RAB7A,TUBB1
RAB7A,TUBB2A
RAB7A,TUBB2B
RAB7A,TUBB3
RAB7A,TUBB4A
RAB7A,TUBB4B
RAB7A,TUBB6
RAB8A,SLC2A4
RAB8A,SQSTM1
RAC1,ABI1
RAC1,ABI2
RAC1,ABLIM1
RAC1,ABLIM2
RAC1,ABLIM3
RAC1,ACTB
RAC1,ACTG1
RAC1,ARF6
RAC1,BAIAP2
RAC1,BRK1
RAC1,CYBA
RAC1,CYFIP1
RAC1,CYFIP2
RAC1,IQGAP1
RAC1,IQGAP2
RAC1,IQGAP3
RAC1,LIMK1
RAC1,MAP2K3
RAC1,MAP2K4
RAC1,MAP2K6
RAC1,MAP2K7
RAC1,MAP3K1
RAC1,MAP3K11
RAC1,MAP3K5
RAC1,MAPK1
RAC1,MAPK11
RAC1,MAPK12
RAC1,MAPK13
RAC1,MAPK14
RAC1,MAPK3
RAC1,MAPK8
RAC1,MAPK9
RAC1,NCKAP1
RAC1,NFKB1
RAC1,PAK1
RAC1,PAK2
RAC1,PAK4
RAC1,PAK5
RAC1,PAK6
RAC1,PARD3
RAC1,PARD6A
RAC1,PARD6B
RAC1,PARD6G
RAC1,PIK3CA
RAC1,PIK3CD
RAC1,PIK3R1
RAC1,PIK3R2
RAC1,PIK3R3
RAC1,PIP5K1B
RAC1,PRKCI
RAC1,PRKCZ
RAC1,RAC3
RAC1,RELA
RAC1,RHOA
RAC1,TJP1
RAC1,WASF1
RAC1,WASF2
RAC1,WASF3
RAC1,WASL
RAC3,ABI2
RAC3,ABLIM1
RAC3,ABLIM2
RAC3,ABLIM3
RAC3,ACTB
RAC3,ACTG1
RAC3,BAIAP2
RAC3,CYFIP1
RAC3,CYFIP2
RAC3,IQGAP1
RAC3,IQGAP2
RAC3,IQGAP3
RAC3,MAP2K3
RAC3,MAP2K4
RAC3,MAP2K6
RAC3,MAP2K7
RAC3,MAP3K1
RAC3,MAPK8
RAC3,MAPK9
RAC3,NCKAP1
RAC3,NFKB1
RAC3,PAK1
RAC3,PAK2
RAC3,PAK4
RAC3,PAK5
RAC3,PAK6
RAC3,PARD3
RAC3,PARD6A
RAC3,PARD6B
RAC3,PARD6G
RAC3,PIP5K1B
RAC3,PRKCI
RAC3,PRKCZ
RAC3,RELA
RAC3,RHOA
RAC3,WASF1
RAC3,WASF2
RAC3,WASF3
RAC3,WASL
RACK1,IFNAR1
RACK1,IFNAR2
RACK1,STAT1
RACK1,STAT2
RAD1,ATR
RAD1,RAD9A
RAD50,ATM
RAD50,MRE11
RAD50,RBBP8
RAD9A,ATR
RAD9A,RAD1
RAD9B,ATR
RAD9B,HUS1
RAD9B,RAD1
RAD9B,RAD9A
RAE1,NXF1
RAF1,BAD
RAF1,CHKA
RAF1,CHKB
RAF1,KSR1
RAF1,MAP2K1
RAF1,MAP2K2
RAF1,MAPK1
RAF1,MAPK3
RAF1,NFKB1
RAF1,PIK3CA
RAF1,PIK3CD
RAF1,PIK3R1
RAF1,PIK3R2
RAF1,PIK3R3
RAF1,PLD1
RAF1,PLD2
RAF1,PLK3
RAF1,RELA
RALA,EXOC2
RALA,MAPK8
RALA,MAPK9
RALA,PLD1
RALA,PLD2
RALA,RAC1
RALA,RAC3
RALA,RALBP1
RALA,RHOA
RALB,EXOC2
RALB,MAPK8
RALB,MAPK9
RALB,PLD1
RALB,PLD2
RALB,RAC1
RALB,RAC3
RALB,RALBP1
RALB,RHOA
RALBP1,ARF6
RALBP1,CDC42
RALBP1,RAC1
RALBP1,RAC3
RALGDS,CHKA
RALGDS,CHKB
RALGDS,MAPK8
RALGDS,MAPK9
RALGDS,PLD1
RALGDS,PLD2
RALGDS,RAC1
RALGDS,RAC3
RALGDS,RALA
RALGDS,RALB
RALGDS,RHOA
RAMP1,GNAS
RAMP2,GNAS
RAMP3,GNAS
RAN,EEF1A1
RAN,EEF1A2
RAN,NCBP1
RAN,NCBP2
RAN,PHAX
RAN,XPO1
RAN,XPO5
RAN,XPOT
RANBP2,RANGAP1
RAP1A,AFDN
RAP1A,APBB1IP
RAP1A,ARAP3
RAP1A,BRAF
RAP1A,CDC42
RAP1A,FARP2
RAP1A,ID1
RAP1A,ITGA4
RAP1A,ITGB1
RAP1A,ITGB2
RAP1A,KRIT1
RAP1A,MAP2K3
RAP1A,MAP2K6
RAP1A,MAPK8
RAP1A,MAPK9
RAP1A,PIK3CA
RAP1A,PIK3CD
RAP1A,PIK3R1
RAP1A,PIK3R2
RAP1A,PIK3R3
RAP1A,PLCE1
RAP1A,PRKD1
RAP1A,PRKD2
RAP1A,RAF1
RAP1A,RALGDS
RAP1A,RAP1B
RAP1A,RASSF5
RAP1A,RHOA
RAP1A,SIPA1
RAP1A,SRC
RAP1A,TIAM1
RAP1A,VAV2
RAP1A,VAV3
RAP1B,AFDN
RAP1B,APBB1IP
RAP1B,ARAP3
RAP1B,BRAF
RAP1B,CDC42
RAP1B,FARP2
RAP1B,ID1
RAP1B,ITGA4
RAP1B,ITGB1
RAP1B,ITGB2
RAP1B,KRIT1
RAP1B,MAP2K3
RAP1B,MAP2K6
RAP1B,MAPK8
RAP1B,MAPK9
RAP1B,PIK3CA
RAP1B,PIK3CD
RAP1B,PIK3R1
RAP1B,PIK3R2
RAP1B,PIK3R3
RAP1B,PLCE1
RAP1B,PRKD1
RAP1B,PRKD2
RAP1B,RAF1
RAP1B,RALGDS
RAP1B,RASSF5
RAP1B,RHOA
RAP1B,SIPA1
RAP1B,SRC
RAP1B,TIAM1
RAP1B,VAV2
RAP1B,VAV3
RAP1GAP,RAP1A
RAP1GAP,RAP1B
RAPGEF1,CBL
RAPGEF1,CBLB
RAPGEF1,RAP1A
RAPGEF1,RAP1B
RAPGEF1,RHOQ
RAPGEF2,HRAS
RAPGEF2,KRAS
RAPGEF2,MRAS
RAPGEF2,RAP1A
RAPGEF2,RAP1B
RAPGEF2,RRAS
RAPGEF2,RRAS2
RAPGEF3,MAPK11
RAPGEF3,MAPK12
RAPGEF3,MAPK13
RAPGEF3,MAPK14
RAPGEF3,MAPK8
RAPGEF3,MAPK9
RAPGEF3,RAP1A
RAPGEF3,RAP1B
RAPGEF3,RASSF5
RAPGEF3,RRAS
RAPGEF3,RRAS2
RAPGEF4,ABCC8
RAPGEF4,MAPK11
RAPGEF4,MAPK12
RAPGEF4,MAPK13
RAPGEF4,MAPK14
RAPGEF4,MAPK8
RAPGEF4,MAPK9
RAPGEF4,PCLO
RAPGEF4,RAP1A
RAPGEF4,RAP1B
RAPGEF4,RASSF5
RAPGEF4,RIMS2
RAPGEF4,RRAS
RAPGEF4,RRAS2
RAPGEF4,RYR2
RAPGEF5,RAP1A
RAPGEF5,RAP1B
RAPGEF6,RAP1A
RAPGEF6,RAP1B
RARA,CCNA1
RARA,DUSP6
RARA,JUP
RARA,MYC
RARA,RXRA
RARA,RXRB
RARA,RXRG
RARA,SPI1
RARA,ZBTB16
RARB,RXRA
RARB,RXRB
RARB,RXRG
RASA1,HRAS
RASA1,KRAS
RASA1,MRAS
RASA1,RRAS
RASA1,RRAS2
RASA2,HRAS
RASA2,KRAS
RASA2,MRAS
RASA2,RRAS
RASA2,RRAS2
RASA3,HRAS
RASA3,KRAS
RASA3,MRAS
RASA3,RRAS
RASA3,RRAS2
RASAL1,HRAS
RASAL1,KRAS
RASAL1,MRAS
RASAL1,RRAS
RASAL1,RRAS2
RASAL2,HRAS
RASAL2,KRAS
RASAL2,MRAS
RASAL2,RRAS
RASAL2,RRAS2
RASD1,GNAI1
RASD1,GNAI2
RASD1,GNAI3
RASD1,GNAO1
RASD1,GNB1
RASD1,GNB2
RASD1,GNB3
RASD1,GNB4
RASD1,GNB5
RASD1,GNG10
RASD1,GNG11
RASD1,GNG13
RASD1,GNG4
RASD1,GNG5
RASD1,GNG7
RASD1,GNG8
RASD1,GNGT2
RASD1,PRKACA
RASD1,PRKACB
RASD1,PRKACG
RASGRF1,HRAS
RASGRF1,KRAS
RASGRF1,MRAS
RASGRF1,RHOA
RASGRF1,RRAS
RASGRF1,RRAS2
RASGRF2,HRAS
RASGRF2,KRAS
RASGRF2,MRAS
RASGRF2,RRAS
RASGRF2,RRAS2
RASGRP1,HRAS
RASGRP1,JMJD7-PLA2G4B
RASGRP1,KRAS
RASGRP1,MRAS
RASGRP1,PLA2G4B
RASGRP1,PLA2G4F
RASGRP1,RAP1A
RASGRP1,RAP1B
RASGRP1,RRAS
RASGRP1,RRAS2
RASGRP2,HRAS
RASGRP2,JMJD7-PLA2G4B
RASGRP2,KRAS
RASGRP2,MRAS
RASGRP2,PLA2G4B
RASGRP2,PLA2G4F
RASGRP2,RAP1A
RASGRP2,RAP1B
RASGRP2,RRAS
RASGRP2,RRAS2
RASGRP3,HRAS
RASGRP3,KRAS
RASGRP3,MRAS
RASGRP3,RAP1A
RASGRP3,RAP1B
RASGRP3,RRAS
RASGRP3,RRAS2
RASGRP4,HRAS
RASGRP4,KRAS
RASGRP4,MRAS
RASGRP4,RRAS
RASGRP4,RRAS2
RASSF1,CCND1
RASSF1,HRAS
RASSF1,KRAS
RASSF1,RASSF5
RASSF1,STK3
RASSF1,STK4
RASSF1,TIAM1
RASSF2,STK3
RASSF4,STK3
RASSF5,HIPK1
RASSF5,HIPK2
RASSF5,HIPK3
RASSF5,ITGA4
RASSF5,ITGB1
RASSF5,ITGB2
RASSF5,MDM2
RASSF5,PPP1CA
RASSF5,PPP1CB
RASSF5,PPP1CC
RASSF5,RASSF1
RASSF5,STK4
RB1,E2F1
RB1,E2F2
RB1,E2F3
RB1,E2F4
RB1,E2F5
RB1,TFDP1
RB1,TFDP2
RB1CC1,ATG16L1
RB1CC1,ATG16L2
RBBP5,ASH2L
RBBP5,CDKN1B
RBBP5,CDKN2A
RBBP5,CDKN2B
RBBP5,CDKN2C
RBBP8,MRE11
RBCK1,BIRC2
RBCK1,RIPK1
RBCK1,RIPK2
RBCK1,RNF31
RBCK1,SHARPIN
RBCK1,SPATA2
RBCK1,SPATA2L
RBL2,E2F1
RBL2,E2F2
RBL2,E2F3
RBL2,E2F4
RBL2,E2F5
RBL2,TFDP1
RBL2,TFDP2
RBM8A,CASC3
RBM8A,EIF4A3
RBM8A,MAGOH
RBM8A,MAGOHB
RBPJ,CR2
RBPJ,FCER2
RBPJ,GATA3
RBPJ,HES1
RBPJ,HES2
RBPJ,HES4
RBPJ,HES5
RBPJ,HES6
RBPJ,HES7
RBPJ,HEY1
RBPJ,HEY2
RBPJ,HEYL
RBPJ,MAML1
RBPJ,MAML2
RBPJ,MYC
RBPJ,NOTCH1
RBPJ,NOTCH3
RBPJ,PTCRA
RBPJ,RUNX3
RBPJ,TBX21
RBPJL,CR2
RBPJL,FCER2
RBPJL,GATA3
RBPJL,HES1
RBPJL,HES2
RBPJL,HES4
RBPJL,HES5
RBPJL,HES6
RBPJL,HES7
RBPJL,HEY1
RBPJL,HEY2
RBPJL,HEYL
RBPJL,MAML1
RBPJL,MAML2
RBPJL,MYC
RBPJL,NOTCH1
RBPJL,NOTCH3
RBPJL,PTCRA
RBPJL,RBPJ
RBPJL,RUNX3
RBPJL,TBX21
RBSN,EHD1
RBSN,RAB4A
RBX1,CCNE1
RBX1,CCNE2
RBX1,CDK2
RBX1,CDKN1A
RBX1,CDKN1B
RBX1,CDKN1C
RBX1,EPAS1
RBX1,FBXO43
RBX1,FBXO5
RBX1,HIF1A
RBX1,PER1
RBX1,PER2
RBX1,PER3
RBX1,SMAD2
RBX1,SMAD3
RCHY1,TP53
RCVRN,GRK1
RCVRN,GRK7
RDX,ACTB
RDX,ACTG1
RELA,AMH
RELA,BCL2
RELA,BCL2L1
RELA,BIRC2
RELA,BIRC5
RELA,BIRC7
RELA,BNIP3
RELA,CAMP
RELA,CCL5
RELA,CCND1
RELA,CD274
RELA,CD40
RELA,CD44
RELA,CD58
RELA,CDK4
RELA,CEBPB
RELA,CEBPG
RELA,CFLAR
RELA,CTSL
RELA,CXCL1
RELA,CXCL2
RELA,CXCL3
RELA,EDN1
RELA,ENTPD3
RELA,ENTPD8
RELA,F3
RELA,FCER2
RELA,FGF2
RELA,FOS
RELA,GADD45A
RELA,GADD45B
RELA,GADD45G
RELA,GATA3
RELA,HIF1A
RELA,ICAM1
RELA,IL12A
RELA,IL12B
RELA,IL12RB1
RELA,IL13
RELA,IL15
RELA,IL15RA
RELA,IL4R
RELA,JUN
RELA,LTA
RELA,MMP2
RELA,MYB
RELA,NFATC1
RELA,NFKB1
RELA,NFKB2
RELA,NFKBIA
RELA,NFKBIB
RELA,NOS3
RELA,PDGFA
RELA,PDGFB
RELA,PLAU
RELA,PPP2CA
RELA,PPP2CB
RELA,PPP2R1A
RELA,PPP2R2A
RELA,PPP2R2C
RELA,PPP2R2D
RELA,PTGS2
RELA,PTPN13
RELA,RELB
RELA,SERPINE1
RELA,SOCS3
RELA,TBX21
RELA,THBD
RELA,TNF
RELA,TNFAIP3
RELA,TRAF1
RELA,TRAF2
RELA,TRAF3
RELA,TRAF4
RELA,TRAF5
RELA,TRAF6
RELA,VEGFA
RELA,VEGFB
RELA,VEGFC
RELB,BCL2
RELB,BCL2L1
RELB,CD40
RELB,CD44
RELB,CD58
RELB,CXCL12
RELB,ENTPD3
RELB,ENTPD8
RELB,FCER2
RELB,ICAM1
RELB,IL12A
RELB,IL12B
RELB,IL15
RELB,IL15RA
RELB,LTA
RELB,NFATC1
RELB,NFKB2
RELB,TNFAIP3
RELN,ITGA1
RELN,ITGA11
RELN,ITGA2
RELN,ITGA3
RELN,ITGA4
RELN,ITGA5
RELN,ITGA6
RELN,ITGA7
RELN,ITGA9
RELN,ITGAV
RELN,ITGB1
RELN,ITGB3
RELN,ITGB4
RELN,ITGB5
RELN,ITGB8
RELN,PTK2
RET,HRAS
RET,KRAS
RFNG,NOTCH1
RFNG,NOTCH3
RFX5,CD74
RFX5,HLA-DPA1
RFXANK,CD74
RFXANK,HLA-DPA1
RGL1,RALA
RGL1,RALB
RGL2,RALA
RGL2,RALB
RGMA,ACVR1
RGMA,BMPR1A
RGMA,BMPR1B
RGMA,NEO1
RGMB,ACVR1
RGMB,BMPR1A
RGMB,BMPR1B
RGS2,ADCY3
RGS2,GNA11
RGS2,GNAQ
RGS3,GNAI1
RGS3,GNAI2
RGS3,GNAI3
RGS9,GNAI1
RGS9,GNAI2
RGS9,GNAI3
RGS9,GNAT1
RGS9,GNB1
RHEB,AKT1S1
RHEB,MLST8
RHEB,MTOR
RHOA,ACTB
RHOA,ACTG1
RHOA,ARPC1A
RHOA,ARPC1B
RHOA,ARPC2
RHOA,ARPC3
RHOA,ARPC4
RHOA,ARPC5
RHOA,ARPC5L
RHOA,BCAR1
RHOA,CFL1
RHOA,CFL2
RHOA,DAAM1
RHOA,DAAM2
RHOA,DIAPH1
RHOA,GATA4
RHOA,IL2RB
RHOA,MAP2K6
RHOA,MAPK8
RHOA,MAPK9
RHOA,PAK1
RHOA,PKN1
RHOA,PLCE1
RHOA,PLD1
RHOA,PLD2
RHOA,PTK2
RHOA,PXN
RHOA,RAC1
RHOA,RAC3
RHOA,RAF1
RHOA,ROCK1
RHOA,ROCK2
RHOD,PLXNA2
RHOD,PLXNA4
RHOD,RND1
RHOG,ELMO1
RHOG,ELMO2
RHOG,ELMO3
RHOG,MAPK1
RHOG,MAPK11
RHOG,MAPK12
RHOG,MAPK13
RHOG,MAPK14
RHOG,MAPK3
RHOG,MAPK8
RHOG,MAPK9
RHOG,TJP1
RHOG,WASF1
RHOG,WASF2
RHOG,WASL
RICTOR,MAPKAP1
RICTOR,PRR5
RILP,DYNC1H1
RILP,DYNC1I1
RILP,DYNC1I2
RILP,DYNC1LI1
RILP,DYNC1LI2
RILP,TUBA1A
RILP,TUBA1C
RILP,TUBA3C
RILP,TUBA3E
RILP,TUBA4A
RILP,TUBA8
RILP,TUBAL3
RILP,TUBB
RILP,TUBB1
RILP,TUBB2A
RILP,TUBB2B
RILP,TUBB3
RILP,TUBB4A
RILP,TUBB4B
RILP,TUBB6
RIMS2,RAB3A
RIN1,ABL1
RIN1,ABL2
RIN1,RAB5B
RIN1,RAB5C
RIPK1,CHUK
RIPK1,DNM1L
RIPK1,FADD
RIPK1,IKBKB
RIPK1,MAP2K3
RIPK1,MAP2K6
RIPK1,MAP2K7
RIPK1,MAP3K7
RIPK1,SLC25A31
RIPK1,SLC25A4
RIPK1,TAB1
RIPK1,TAB2
RIPK1,TRAF6
RIPK2,CHUK
RIPK2,IKBKB
RIPK2,MAPK1
RIPK2,MAPK11
RIPK2,MAPK12
RIPK2,MAPK13
RIPK2,MAPK14
RIPK2,MAPK3
RIPK2,MAPK8
RIPK2,MAPK9
RIPK2,NFKB1
RIPK2,RELA
RIPK2,TAB1
RIPK2,TAB2
RIPK2,TRAF3
RMI1,FANCM
RMI1,RPA1
RMI2,BLM
RMI2,FANCM
RMI2,RMI1
RMI2,RPA1
RMI2,TOP3A
RNASEL,DHX33
RND1,RHOA
RNF125,DDX58
RNF125,IFIH1
RNF152,RRAGA
RNF31,BIRC2
RNF31,RIPK1
RNF31,RIPK2
RNF31,SHARPIN
RNF31,SPATA2
RNF31,SPATA2L
RNF41,EGFR
RNF41,FGFR2
RNF41,FGFR3
RNF41,FGFR4
RNF41,IGF1R
RNF41,PDGFRA
RNF7,APOBEC3B
RNF7,APOBEC3C
RNF7,APOBEC3D
ROBO1,NCK2
ROBO1,PAK1
ROBO1,PAK2
ROBO1,PAK4
ROBO1,PAK5
ROBO1,PAK6
ROBO1,SRGAP1
ROBO1,SRGAP3
ROBO2,NCK2
ROBO2,PAK1
ROBO2,PAK2
ROBO2,PAK4
ROBO2,PAK5
ROBO2,PAK6
ROBO2,SRGAP1
ROBO2,SRGAP3
ROBO3,ROBO1
ROCK1,ANK1
ROCK1,ANK3
ROCK1,CTNNB1
ROCK1,GAB1
ROCK1,LIMK1
ROCK1,LIMK2
ROCK1,MYL12A
ROCK1,MYL12B
ROCK1,MYL2
ROCK1,MYL5
ROCK1,MYL9
ROCK1,MYLPF
ROCK1,NFKB1
ROCK1,PIKFYVE
ROCK1,PIP4K2A
ROCK1,PIP4K2B
ROCK1,PIP4K2C
ROCK1,PIP5K1B
ROCK1,PPP1CA
ROCK1,PPP1CB
ROCK1,PPP1CC
ROCK1,PPP1R12A
ROCK1,PPP1R12B
ROCK1,PPP1R12C
ROCK1,PTEN
ROCK1,RELA
ROCK2,ANK1
ROCK2,ANK3
ROCK2,CTNNB1
ROCK2,GAB1
ROCK2,LIMK1
ROCK2,LIMK2
ROCK2,MYL12A
ROCK2,MYL12B
ROCK2,MYL2
ROCK2,MYL5
ROCK2,MYL9
ROCK2,MYLPF
ROCK2,NFKB1
ROCK2,PIKFYVE
ROCK2,PIP4K2A
ROCK2,PIP4K2B
ROCK2,PIP4K2C
ROCK2,PIP5K1B
ROCK2,PPP1CA
ROCK2,PPP1CB
ROCK2,PPP1CC
ROCK2,PPP1R12A
ROCK2,PPP1R12B
ROCK2,PPP1R12C
ROCK2,PTEN
ROCK2,RELA
RPN1,RPN2
RPN1,TUSC3
RPN2,TUSC3
RPS6,UCP1
RPS6KA1,ATF4
RPS6KA1,BUB1
RPS6KA1,HRAS
RPS6KA1,KRAS
RPS6KA1,PKMYT1
RPS6KA1,PPP1CA
RPS6KA1,PPP1CB
RPS6KA1,PPP1CC
RPS6KA1,PPP1R3B
RPS6KA1,PPP1R3C
RPS6KA1,PPP1R3D
RPS6KA1,PPP1R3E
RPS6KA1,TBC1D7
RPS6KA1,TSC1
RPS6KA1,TSC2
RPS6KA2,ATF4
RPS6KA2,BUB1
RPS6KA2,HRAS
RPS6KA2,KRAS
RPS6KA2,PKMYT1
RPS6KA2,PPP1CA
RPS6KA2,PPP1CB
RPS6KA2,PPP1CC
RPS6KA2,PPP1R3B
RPS6KA2,PPP1R3C
RPS6KA2,PPP1R3D
RPS6KA2,PPP1R3E
RPS6KA2,TBC1D7
RPS6KA2,TSC1
RPS6KA2,TSC2
RPS6KA4,ATF2
RPS6KA4,ATF4
RPS6KA4,ATF6B
RPS6KA4,CREB1
RPS6KA4,CREB3
RPS6KA4,CREB3L1
RPS6KA4,CREB3L2
RPS6KA4,CREB3L3
RPS6KA4,CREB3L4
RPS6KA4,CREB5
RPS6KA5,ATF2
RPS6KA5,ATF4
RPS6KA5,ATF6B
RPS6KA5,CREB1
RPS6KA5,CREB3
RPS6KA5,CREB3L1
RPS6KA5,CREB3L2
RPS6KA5,CREB3L3
RPS6KA5,CREB3L4
RPS6KA5,CREB5
RPS6KA5,MYC
RPS6KB1,CARM1
RPS6KB1,EIF4B
RPS6KB1,ESR1
RPS6KB1,ESR2
RPS6KB1,FOS
RPS6KB1,FOXA2
RPS6KB1,IRS1
RPS6KB1,IRS2
RPS6KB1,JUN
RPS6KB1,MED1
RPS6KB1,NCOA3
RPS6KB1,RPS6
RPS6KB1,SP1
RPS6KB2,CARM1
RPS6KB2,EIF4B
RPS6KB2,ESR1
RPS6KB2,ESR2
RPS6KB2,FOS
RPS6KB2,FOXA2
RPS6KB2,IRS1
RPS6KB2,IRS2
RPS6KB2,JUN
RPS6KB2,MED1
RPS6KB2,NCOA3
RPS6KB2,RPS6
RPS6KB2,SP1
RRAGA,AKT1S1
RRAGA,MLST8
RRAGA,MTOR
RRAGA,RRAGC
RRAGA,RRAGD
RRAGC,AKT1S1
RRAGC,MLST8
RRAGC,MTOR
RRAGD,AKT1S1
RRAGD,MLST8
RRAGD,MTOR
RRAGD,RRAGC
RRAS,AFDN
RRAS,BRAF
RRAS,BRAP
RRAS,CDKN2A
RRAS,HIF1A
RRAS,MAP3K1
RRAS,MAPK1
RRAS,MAPK3
RRAS,MOS
RRAS,PDPK1
RRAS,PIK3CA
RRAS,PIK3CD
RRAS,PIK3R1
RRAS,PIK3R2
RRAS,PIK3R3
RRAS,PLCE1
RRAS,PLD1
RRAS,PLD2
RRAS,RAF1
RRAS,RALBP1
RRAS,RALGDS
RRAS,RAPGEF5
RRAS,RASSF1
RRAS,RASSF5
RRAS,RGL1
RRAS,RGL2
RRAS,RHOA
RRAS,RIN1
RRAS,TIAM1
RRAS2,AFDN
RRAS2,BRAF
RRAS2,BRAP
RRAS2,CDKN2A
RRAS2,HIF1A
RRAS2,MAP3K1
RRAS2,MAPK1
RRAS2,MAPK3
RRAS2,MOS
RRAS2,PDPK1
RRAS2,PIK3CA
RRAS2,PIK3CD
RRAS2,PIK3R1
RRAS2,PIK3R2
RRAS2,PIK3R3
RRAS2,PLCE1
RRAS2,PLD1
RRAS2,PLD2
RRAS2,RAF1
RRAS2,RALBP1
RRAS2,RALGDS
RRAS2,RAPGEF5
RRAS2,RASSF1
RRAS2,RASSF5
RRAS2,RGL1
RRAS2,RGL2
RRAS2,RIN1
RRAS2,TIAM1
RSPO1,LGR4
RSPO1,LGR5
RSPO1,LGR6
RSPO1,ZNRF3
RSPO2,LGR4
RSPO2,LGR5
RSPO2,LGR6
RSPO2,ZNRF3
RSPO3,LGR4
RSPO3,LGR5
RSPO3,LGR6
RSPO3,ZNRF3
RSPO4,LGR4
RSPO4,LGR5
RSPO4,LGR6
RSPO4,ZNRF3
RUBCN,PIK3C3
RUNX1,CEBPA
RUNX1,CSF1R
RUNX1,CTBP1
RUNX1,CTBP2
RUNX1,HDAC1
RUNX1,HDAC2
RUNX1,IL3
RUNX1,JUP
RUNX1,SPI1
RUNX1T1,CEBPA
RUNX1T1,CSF1R
RUNX1T1,JUP
RUNX1T1,SPI1
RUVBL1,CTNNB1
RUVBL1,LEF1
RUVBL1,TCF7
RUVBL1,TCF7L1
RUVBL1,TCF7L2
RXFP3,ARRB1
RXFP3,ARRB2
RXFP3,EGFR
RXFP3,GNAI1
RXFP3,GNAI2
RXFP3,GNAI3
RXFP3,GNAO1
RXRA,ACAA1
RXRA,ACADM
RXRA,ACOX1
RXRA,ACOX3
RXRA,ACSBG2
RXRA,ACSL1
RXRA,ACSL3
RXRA,ACSL6
RXRA,ANGPTL4
RXRA,APOA1
RXRA,AQP7
RXRA,CCND1
RXRA,CDK4
RXRA,CPT1A
RXRA,CPT1B
RXRA,CPT1C
RXRA,CPT2
RXRA,CYP27A1
RXRA,DBI
RXRA,EHHADH
RXRA,FABP3
RXRA,FADS2
RXRA,HMGCS1
RXRA,ILK
RXRA,ME1
RXRA,MYC
RXRA,NR1H3
RXRA,PCK2
RXRA,PDPK1
RXRA,PLIN2
RXRA,PLIN4
RXRA,PLIN5
RXRA,PLTP
RXRA,PPARG
RXRA,RXRB
RXRA,RXRG
RXRA,SCD
RXRA,SCD5
RXRA,SCP2
RXRA,SLC27A1
RXRA,SLC27A4
RXRA,SORBS1
RXRA,SREBF1
RXRA,THRA
RXRA,THRB
RXRA,UBC
RXRA,UCP1
RXRB,ACAA1
RXRB,ACADM
RXRB,ACOX1
RXRB,ACOX3
RXRB,ACSBG2
RXRB,ACSL1
RXRB,ACSL3
RXRB,ACSL6
RXRB,ANGPTL4
RXRB,APOA1
RXRB,AQP7
RXRB,CPT1A
RXRB,CPT1B
RXRB,CPT1C
RXRB,CPT2
RXRB,CYP27A1
RXRB,DBI
RXRB,EHHADH
RXRB,FABP3
RXRB,FADS2
RXRB,HMGCS1
RXRB,ILK
RXRB,ME1
RXRB,NR1H3
RXRB,PCK2
RXRB,PDPK1
RXRB,PLIN2
RXRB,PLIN4
RXRB,PLIN5
RXRB,PLTP
RXRB,PPARG
RXRB,RXRG
RXRB,SCD
RXRB,SCD5
RXRB,SCP2
RXRB,SLC27A1
RXRB,SLC27A4
RXRB,SORBS1
RXRB,THRA
RXRB,THRB
RXRB,UBC
RXRB,UCP1
RXRG,ACAA1
RXRG,ACADM
RXRG,ACOX1
RXRG,ACOX3
RXRG,ACSBG2
RXRG,ACSL1
RXRG,ACSL3
RXRG,ACSL6
RXRG,ANGPTL4
RXRG,APOA1
RXRG,AQP7
RXRG,CPT1A
RXRG,CPT1B
RXRG,CPT1C
RXRG,CPT2
RXRG,CYP27A1
RXRG,DBI
RXRG,EHHADH
RXRG,FABP3
RXRG,FADS2
RXRG,HMGCS1
RXRG,ILK
RXRG,ME1
RXRG,NR1H3
RXRG,PCK2
RXRG,PDPK1
RXRG,PLIN2
RXRG,PLIN4
RXRG,PLIN5
RXRG,PLTP
RXRG,PPARG
RXRG,SCD
RXRG,SCD5
RXRG,SCP2
