src,dest
FGF8,FGFR4
FGF8,FLT1
FGF8,FLT3
FGF8,FLT4
FGF8,IGF1R
FGF8,INSR
FGF8,INSRR
FGF8,KDR
FGF8,KIT
FGF8,MET
FGF8,NGFR
FGF8,NTRK1
FGF8,NTRK2
FGF8,PDGFRA
FGF8,TEK
FGF9,CSF1R
FGF9,EGFR
FGF9,EPHA2
FGF9,ERBB2
FGF9,ERBB3
FGF9,ERBB4
FGF9,FGFR1
FGF9,FGFR2
FGF9,FGFR3
FGF9,FGFR4
FGF9,FLT1
FGF9,FLT3
FGF9,FLT4
FGF9,IGF1R
FGF9,INSR
FGF9,INSRR
FGF9,KDR
FGF9,KIT
FGF9,MET
FGF9,NGFR
FGF9,NTRK1
FGF9,NTRK2
FGF9,PDGFRA
FGF9,TEK
FGFR1,CRK
FGFR1,CRKL
FGFR1,FRS2
FGFR1,GRB2
FGFR1,HRAS
FGFR1,IRS1
FGFR1,KL
FGFR1,KRAS
FGFR1,MAPK1
FGFR1,MAPK3
FGFR1,PIK3CA
FGFR1,PIK3CD
FGFR1,PIK3R1
FGFR1,PIK3R2
FGFR1,PIK3R3
FGFR1,PLCB1
FGFR1,PLCB2
FGFR1,PLCB3
FGFR1,PLCB4
FGFR1,PLCG1
FGFR1,PLCG2
FGFR1,SHC2
FGFR1,SHC4
FGFR1,SNAI1
FGFR1,SOS1
FGFR1,SOS2
FGFR2,CRK
FGFR2,CRKL
FGFR2,GAB1
FGFR2,GRB2
FGFR2,HRAS
FGFR2,IRS1
FGFR2,JAK1
FGFR2,JAK2
FGFR2,KRAS
FGFR2,PIK3CA
FGFR2,PIK3CD
FGFR2,PIK3R1
FGFR2,PIK3R2
FGFR2,PIK3R3
FGFR2,PLCB1
FGFR2,PLCB2
FGFR2,PLCB3
FGFR2,PLCB4
FGFR2,PLCG1
FGFR2,PLCG2
FGFR2,SHC2
FGFR2,SHC4
FGFR2,SOS1
FGFR2,SOS2
FGFR2,SRC
FGFR3,CRK
FGFR3,CRKL
FGFR3,GAB1
FGFR3,GRB2
FGFR3,HRAS
FGFR3,IRS1
FGFR3,JAK1
FGFR3,JAK2
FGFR3,KRAS
FGFR3,PIK3CA
FGFR3,PIK3CD
FGFR3,PIK3R1
FGFR3,PIK3R2
FGFR3,PIK3R3
FGFR3,PLCB1
FGFR3,PLCB2
FGFR3,PLCB3
FGFR3,PLCB4
FGFR3,PLCG1
FGFR3,PLCG2
FGFR3,SHC2
FGFR3,SHC4
FGFR3,SOS1
FGFR3,SOS2
FGFR3,SRC
FGFR4,CRK
FGFR4,CRKL
FGFR4,GRB2
FGFR4,HRAS
FGFR4,IRS1
FGFR4,KRAS
FGFR4,PIK3CA
FGFR4,PIK3CD
FGFR4,PIK3R1
FGFR4,PIK3R2
FGFR4,PIK3R3
FGFR4,PLCB1
FGFR4,PLCB2
FGFR4,PLCB3
FGFR4,PLCB4
FGFR4,SHC2
FGFR4,SHC4
FGFR4,SOS1
FGFR4,SOS2
FGR,DOCK2
FGR,ELMO1
FGR,PIK3CA
FGR,PIK3CD
FGR,PIK3R1
FGR,PIK3R2
FGR,PIK3R3
FGR,PIK3R5
FGR,PTK2
FGR,PTK2B
FGR,SHC2
FGR,SHC4
FHL2,TRAF2
FHL2,TRAF6
FIP1L1,PPP1CA
FIP1L1,PPP1CB
FIP1L1,PPP1CC
FIP1L1,SSU72
FIP1L1,WDR33
FIP1L1,WDR82
FIS1,TBC1D15
FIS1,TBC1D17
FLCN,FNIP1
FLCN,FNIP2
FLCN,RRAGA
FLCN,RRAGC
FLCN,RRAGD
FLNB,ACTB
FLNB,ACTG1
FLNB,ITGA1
FLNB,ITGA11
FLNB,ITGA2
FLNB,ITGA3
FLNB,ITGA4
FLNB,ITGA5
FLNB,ITGA6
FLNB,ITGA7
FLNB,ITGA9
FLNB,ITGAV
FLNB,ITGB1
FLNB,ITGB3
FLNB,ITGB4
FLNB,ITGB5
FLNB,ITGB8
FLNC,ACTB
FLNC,ACTG1
FLNC,ITGA1
FLNC,ITGA11
FLNC,ITGA2
FLNC,ITGA3
FLNC,ITGA4
FLNC,ITGA5
FLNC,ITGA6
FLNC,ITGA7
FLNC,ITGA9
FLNC,ITGAV
FLNC,ITGB1
FLNC,ITGB3
FLNC,ITGB4
FLNC,ITGB5
FLNC,ITGB8
FLT1,CRK
FLT1,CRKL
FLT1,GRB2
FLT1,IRS1
FLT1,PIK3CA
FLT1,PIK3CD
FLT1,PIK3R1
FLT1,PIK3R2
FLT1,PIK3R3
FLT1,PLCB1
FLT1,PLCB2
FLT1,PLCB3
FLT1,PLCB4
FLT1,PTK2
FLT1,SHC2
FLT1,SHC4
FLT3,CEBPA
FLT3,GRB2
FLT3,HRAS
FLT3,IRS1
FLT3,KRAS
FLT3,PIK3CA
FLT3,PIK3CD
FLT3,PIK3R1
FLT3,PIK3R2
FLT3,PIK3R3
FLT3,SHC2
FLT3,SHC4
FLT3,SPI1
FLT3,STAT3
FLT3,STAT5A
FLT3,STAT5B
FLT3LG,CSF1R
FLT3LG,EGFR
FLT3LG,EPHA2
FLT3LG,ERBB2
FLT3LG,ERBB3
FLT3LG,ERBB4
FLT3LG,FGFR1
FLT3LG,FGFR2
FLT3LG,FGFR3
FLT3LG,FGFR4
FLT3LG,FLT1
FLT3LG,FLT3
FLT3LG,FLT4
FLT3LG,IGF1R
FLT3LG,INSR
FLT3LG,KDR
FLT3LG,KIT
FLT3LG,MET
FLT3LG,NGFR
FLT3LG,NTRK1
FLT3LG,NTRK2
FLT3LG,PDGFRA
FLT3LG,TEK
FLT4,CRK
FLT4,CRKL
FLT4,GRB2
FLT4,IRS1
FLT4,PIK3CA
FLT4,PIK3CD
FLT4,PIK3R1
FLT4,PIK3R2
FLT4,PIK3R3
FLT4,PLCB1
FLT4,PLCB2
FLT4,PLCB3
FLT4,PLCB4
FLT4,PTK2
FLT4,SHC2
FLT4,SHC4
FN1,CD44
FN1,ITGA1
FN1,ITGA11
FN1,ITGA2
FN1,ITGA3
FN1,ITGA4
FN1,ITGA5
FN1,ITGA6
FN1,ITGA7
FN1,ITGA9
FN1,ITGAV
FN1,ITGAX
FN1,ITGB1
FN1,ITGB2
FN1,ITGB3
FN1,ITGB4
FN1,ITGB5
FN1,ITGB8
FN1,PTK2
FN1,SDC1
FN1,SDC2
FN1,SDC4
FNIP1,FLCN
FNIP1,RRAGA
FNIP1,RRAGC
FNIP1,RRAGD
FNIP2,FLCN
FNIP2,FNIP1
FNIP2,RRAGA
FNIP2,RRAGC
FNIP2,RRAGD
FOS,ACP5
FOS,BCL2L11
FOS,CALCR
FOS,CCL5
FOS,CCND1
FOS,CD274
FOS,CDK4
FOS,CHKA
FOS,CHKB
FOS,CTSL
FOS,CXCL1
FOS,CXCL2
FOS,CXCL3
FOS,EDN1
FOS,FAS
FOS,FGF2
FOS,GATA3
FOS,GH1
FOS,HRK
FOS,ICAM1
FOS,IL12A
FOS,IL12B
FOS,IL12RB1
FOS,IL13
FOS,IL4R
FOS,ITGB3
FOS,JUN
FOS,MMP2
FOS,MYC
FOS,NCOA1
FOS,NCOA3
FOS,NFATC1
FOS,PDGFA
FOS,PDGFB
FOS,PGF
FOS,PPARD
FOS,RUNX2
FOS,SP1
FOS,TBX21
FOS,TNF
FOS,TP53
FOS,VEGFA
FOS,VEGFB
FOS,VEGFC
FOSB,ACP5
FOSB,CALCR
FOSB,CDK5
FOSB,FOS
FOSB,GRIA2
FOSB,HDAC1
FOSB,ITGB3
FOSB,JUN
FOSB,NFATC1
FOSB,NFKB1
FOSB,RELA
FOSB,SIRT1
FOSL1,ACP5
FOSL1,CALCR
FOSL1,ITGB3
FOSL1,NFATC1
FOSL2,ACP5
FOSL2,CALCR
FOSL2,ITGB3
FOSL2,NFATC1
FOXA2,CAT
FOXA2,PDX1
FOXA2,SOD2
FOXM1,LIN37
FOXM1,LIN52
FOXM1,LIN54
FOXM1,LIN9
FOXM1,RBBP4
FOXO1,ATG12
FOXO1,ATG5
FOXO1,ATM
FOXO1,BCL2L11
FOXO1,BCL6
FOXO1,BNIP3
FOXO1,CAT
FOXO1,CCNB1
FOXO1,CCNB2
FOXO1,CCND1
FOXO1,CCND2
FOXO1,CDKN1A
FOXO1,CDKN1B
FOXO1,CDKN2B
FOXO1,CDKN2D
FOXO1,CPT1A
FOXO1,CPT1B
FOXO1,CPT1C
FOXO1,FBP1
FOXO1,FBXO25
FOXO1,FBXO32
FOXO1,FOXO3
FOXO1,G6PC3
FOXO1,GABARAP
FOXO1,GADD45A
FOXO1,GADD45B
FOXO1,GADD45G
FOXO1,KLF2
FOXO1,PCK2
FOXO1,PLK1
FOXO1,PLK2
FOXO1,PLK3
FOXO1,PLK4
FOXO1,PPARGC1A
FOXO1,RBL2
FOXO1,S1PR1
FOXO1,S1PR4
FOXO1,SMAD2
FOXO1,SMAD3
FOXO1,SOD2
FOXO3,ATG12
FOXO3,ATG5
FOXO3,ATM
FOXO3,BCL2L11
FOXO3,BCL6
FOXO3,BNIP3
FOXO3,CAT
FOXO3,CCNB1
FOXO3,CCNB2
FOXO3,CCND1
FOXO3,CCND2
FOXO3,CDKN1A
FOXO3,CDKN1B
FOXO3,CDKN2B
FOXO3,CDKN2D
FOXO3,CITED2
FOXO3,CRYAB
FOXO3,FBXO25
FOXO3,FBXO32
FOXO3,G6PC3
FOXO3,GABARAP
FOXO3,GADD45A
FOXO3,GADD45B
FOXO3,GADD45G
FOXO3,HSPA1A
FOXO3,HSPA1B
FOXO3,HSPA1L
FOXO3,HSPA2
FOXO3,HSPA6
FOXO3,HSPA8
FOXO3,KLF2
FOXO3,PCK2
FOXO3,PLK1
FOXO3,PLK2
FOXO3,PLK3
FOXO3,PLK4
FOXO3,RBL2
FOXO3,S1PR1
FOXO3,S1PR4
FOXO3,SMAD2
FOXO3,SMAD3
FOXO3,SOD1
FOXO3,SOD2
FRAS1,ITGB1
FRAT1,DVL1
FRAT1,DVL3
FRAT2,DVL1
FRAT2,DVL3
FREM1,FRAS1
FREM1,ITGB1
FREM1,NPNT
FRMD1,STK3
FRMD6,FRMD1
FRMD6,NF2
FRMD6,STK3
FRMD6,WWC1
FRS2,CRK
FRS2,CRKL
FRS2,GRB2
FRS2,PTPN11
FST,INHBB
FXYD1,ATP1A1
FXYD1,ATP1A3
FXYD1,ATP1B1
FXYD1,ATP1B2
FXYD1,ATP1B3
FXYD1,FXYD2
FXYD2,SLC8A1
FXYD2,SLC8A2
FXYD2,SLC8A3
FYB1,SKAP1
FYN,CAV1
FYN,CDC42
FYN,CDK5
FYN,CTNNB1
FYN,GAB2
FYN,LCK
FYN,PIK3CA
FYN,PIK3CD
FYN,PIK3R1
FYN,PIK3R2
FYN,PIK3R3
FYN,PLXNA2
FYN,PLXNA4
FYN,RAC1
FYN,RAC3
FYN,RHOA
FYN,SHC2
FYN,SHC4
FYN,ZAP70
FZD1,CTNNB1
FZD1,DVL1
FZD1,DVL3
FZD1,FZD4
FZD1,FZD6
FZD1,FZD7
FZD1,FZD8
FZD1,FZD9
FZD1,GNAO1
FZD1,GNAQ
FZD1,LRP5
FZD1,LRP6
FZD1,PLCB1
FZD1,PLCB2
FZD1,PLCB3
FZD1,PLCB4
FZD1,ROR1
FZD1,ROR2
FZD1,RYK
FZD10,CTNNB1
FZD10,DVL1
FZD10,DVL3
FZD10,FZD1
FZD10,FZD2
FZD10,FZD3
FZD10,FZD4
FZD10,FZD5
FZD10,FZD6
FZD10,FZD7
FZD10,FZD8
FZD10,FZD9
FZD10,GNAO1
FZD10,GNAQ
FZD10,LRP5
FZD10,LRP6
FZD10,PLCB1
FZD10,PLCB2
FZD10,PLCB3
FZD10,PLCB4
FZD10,ROR1
FZD10,ROR2
FZD10,RYK
FZD2,CTNNB1
FZD2,DVL1
FZD2,DVL3
FZD2,FZD1
FZD2,FZD3
FZD2,FZD4
FZD2,FZD5
FZD2,FZD6
FZD2,FZD7
FZD2,FZD8
FZD2,FZD9
FZD2,GNAO1
FZD2,GNAQ
FZD2,LRP5
FZD2,LRP6
FZD2,PLCB1
FZD2,PLCB2
FZD2,PLCB3
FZD2,PLCB4
FZD2,ROR1
FZD2,ROR2
FZD2,RYK
FZD3,CTNNB1
FZD3,DVL1
FZD3,DVL3
FZD3,FZD1
FZD3,FZD4
FZD3,FZD6
FZD3,FZD7
FZD3,FZD8
FZD3,FZD9
FZD3,GNAO1
FZD3,GNAQ
FZD3,LRP5
FZD3,LRP6
FZD3,PIK3CA
FZD3,PIK3CD
FZD3,PIK3R1
FZD3,PIK3R2
FZD3,PIK3R3
FZD3,PLCB1
FZD3,PLCB2
FZD3,PLCB3
FZD3,PLCB4
FZD3,ROR1
FZD3,ROR2
FZD3,RYK
FZD4,CTNNB1
FZD4,DVL1
FZD4,DVL3
FZD4,FZD6
FZD4,FZD7
FZD4,FZD8
FZD4,FZD9
FZD4,GNAO1
FZD4,GNAQ
FZD4,LRP5
FZD4,LRP6
FZD4,PLCB1
FZD4,PLCB2
FZD4,PLCB3
FZD4,PLCB4
FZD4,ROR1
FZD4,ROR2
FZD4,RYK
FZD5,CTNNB1
FZD5,DVL1
FZD5,DVL3
FZD5,FZD1
FZD5,FZD3
FZD5,FZD4
FZD5,FZD6
FZD5,FZD7
FZD5,FZD8
FZD5,FZD9
FZD5,GNAO1
FZD5,GNAQ
FZD5,LRP5
FZD5,LRP6
FZD5,PLCB1
FZD5,PLCB2
FZD5,PLCB3
FZD5,PLCB4
FZD5,ROR1
FZD5,ROR2
FZD5,RYK
FZD6,CTNNB1
FZD6,DVL1
FZD6,DVL3
FZD6,FZD7
FZD6,FZD8
FZD6,FZD9
FZD6,GNAO1
FZD6,GNAQ
FZD6,LRP5
FZD6,LRP6
FZD6,PLCB1
FZD6,PLCB2
FZD6,PLCB3
FZD6,PLCB4
FZD6,ROR1
FZD6,ROR2
FZD6,RYK
FZD7,CTNNB1
FZD7,DVL1
FZD7,DVL3
FZD7,FZD8
FZD7,FZD9
FZD7,GNAO1
FZD7,GNAQ
FZD7,LRP5
FZD7,LRP6
FZD7,PLCB1
FZD7,PLCB2
FZD7,PLCB3
FZD7,PLCB4
FZD7,ROR1
FZD7,ROR2
FZD7,RYK
FZD8,CTNNB1
FZD8,DVL1
FZD8,DVL3
FZD8,FZD9
FZD8,GNAO1
FZD8,GNAQ
FZD8,LRP5
FZD8,LRP6
FZD8,PLCB1
FZD8,PLCB2
FZD8,PLCB3
FZD8,PLCB4
FZD8,ROR1
FZD8,ROR2
FZD8,RYK
FZD9,CTNNB1
FZD9,DVL1
FZD9,DVL3
FZD9,GNAO1
FZD9,GNAQ
FZD9,LRP5
FZD9,LRP6
FZD9,PLCB1
FZD9,PLCB2
FZD9,PLCB3
FZD9,PLCB4
FZD9,ROR1
FZD9,ROR2
FZD9,RYK
FZR1,ANAPC1
FZR1,ANAPC10
FZR1,ANAPC11
FZR1,ANAPC13
FZR1,ANAPC2
FZR1,ANAPC4
FZR1,ANAPC5
FZR1,CCNB1
FZR1,CCNB2
FZR1,CDC16
FZR1,CDC23
FZR1,CDC26
FZR1,CDC27
FZR1,CDK1
GAB1,CRK
GAB1,CRKL
GAB1,GRB2
GAB1,PIK3CA
GAB1,PIK3CD
GAB1,PIK3R1
GAB1,PIK3R2
GAB1,PIK3R3
GAB1,PTPN11
GAB1,SOS1
GAB1,SOS2
GAB2,PIK3CA
GAB2,PIK3CD
GAB2,PIK3R1
GAB2,PIK3R2
GAB2,PIK3R3
GAB2,PLCG2
GAB2,PTPN11
GAB2,SOS1
GAB2,SOS2
GABARAP,GABRA1
GABARAP,GABRA2
GABARAP,GABRA4
GABARAP,GABRA5
GABARAP,GABRB1
GABARAP,GABRB2
GABARAP,GABRB3
GABARAP,GABRD
GABARAP,GABRG3
GABARAP,GABRP
GABBR1,GNAI1
GABBR1,GNAI2
GABBR1,GNAI3
GABBR1,GNAO1
GABBR1,GNB1
GABBR1,GNB2
GABBR1,GNB3
GABBR1,GNB4
GABBR1,GNB5
GABBR1,GNG10
GABBR1,GNG11
GABBR1,GNG13
GABBR1,GNG4
GABBR1,GNG5
GABBR1,GNG7
GABBR1,GNG8
GABBR1,GNGT2
GABBR1,KCNJ11
GABBR1,KCNJ3
GABBR1,KCNJ5
GABBR1,KCNJ6
GABBR2,GNAI1
GABBR2,GNAI2
GABBR2,GNAI3
GABBR2,GNAO1
GABBR2,GNB1
GABBR2,GNB2
GABBR2,GNB3
GABBR2,GNB4
GABBR2,GNB5
GABBR2,GNG10
GABBR2,GNG11
GABBR2,GNG13
GABBR2,GNG4
GABBR2,GNG5
GABBR2,GNG7
GABBR2,GNG8
GABBR2,GNGT2
GABBR2,KCNJ11
GABBR2,KCNJ3
GABBR2,KCNJ5
GABBR2,KCNJ6
GABRA1,HAP1
GABRA1,PLCL1
GABRA2,HAP1
GABRA2,PLCL1
GABRA4,HAP1
GABRA4,PLCL1
GABRA5,HAP1
GABRA5,PLCL1
GABRB1,HAP1
GABRB1,PLCL1
GABRB2,HAP1
GABRB2,PLCL1
GABRB3,HAP1
GABRB3,PLCL1
GABRD,HAP1
GABRD,PLCL1
GABRG3,HAP1
GABRG3,PLCL1
GABRP,HAP1
GABRP,PLCL1
GADD45A,CCNB1
GADD45A,CCNB2
GADD45A,CDK1
GADD45A,MAP3K4
GADD45A,PCNA
GADD45B,CCNB1
GADD45B,CCNB2
GADD45B,CDK1
GADD45B,MAP3K4
GADD45B,PCNA
GADD45G,CCNB1
GADD45G,CCNB2
GADD45G,CDK1
GADD45G,MAP3K4
GADD45G,PCNA
GAL,GALR1
GAL,GALR2
GAL,GALR3
GAPDH,TRAF2
GAS6,AXL
GATA3,IL12RB1
GATA3,IL13
GATA3,IL4R
GATA3,MAF
GATA3,TBX21
GATA4,CLDN1
GATA4,CLDN10
GATA4,CLDN11
GATA4,CLDN14
GATA4,CLDN15
GATA4,CLDN18
GATA4,CLDN19
GATA4,CLDN23
GATA4,CLDN24
GATA4,CLDN3
GATA4,CLDN4
GATA4,CLDN5
GATA4,CLDN6
GATA4,CLDN7
GATA4,CLDN9
GATA4,SRF
GATA4,TRAF3IP2
GCGR,GNAQ
GCGR,GNAS
GCK,PKM
GDF1,ACVR1B
GDF1,ACVR1C
GDF1,ACVR2A
GDF1,ACVR2B
GDF10,ACVR1B
GDF10,ACVR2A
GDF11,ACVR1B
GDF11,ACVR2A
GDF11,ACVR2B
GDF11,TGFBR1
GDF5,ACVR2A
GDF5,ACVR2B
GDF5,BMPR1A
GDF5,BMPR1B
GDF5,BMPR2
GDF6,ACVR2A
GDF6,ACVR2B
GDF6,BMPR1A
GDF6,BMPR1B
GDF6,BMPR2
GDF7,ACVR2A
GDF7,ACVR2B
GDF7,BMP7
GDF7,BMPR1A
GDF7,BMPR1B
GDF7,BMPR2
GDF9,ACVR1B
GDF9,BMPR2
GH1,CNTFR
GH1,EGFR
GH1,EPOR
GH1,GHR
GH1,IFNAR1
GH1,IFNAR2
GH1,IFNGR1
GH1,IFNGR2
GH1,IFNLR1
GH1,IL10RA
GH1,IL10RB
GH1,IL11RA
GH1,IL12RB1
GH1,IL15RA
GH1,IL20RA
GH1,IL20RB
GH1,IL22RA1
GH1,IL27RA
GH1,IL2RB
GH1,IL4R
GH1,IL6R
GH1,IL6ST
GH1,JAK1
GH1,JAK2
GH1,JAK3
GH1,LEPR
GH1,LIFR
GH1,OSMR
GH1,PDGFRA
GHR,IFNAR1
GHR,IFNAR2
GHR,IL2RB
GHR,IL4R
GHR,IL6R
GHR,JAK1
GHR,JAK2
GHR,JAK3
GHR,OSMR
GHR,TYK2
GHRL,ADRB2
GHRL,CHRM1
GHRL,DRD2
GHRL,FFAR2
GHRL,GABBR1
GHRL,GABBR2
GHRL,GHSR
GHRL,HCAR1
GHRL,HTR1A
GHRL,HTR1B
GHRL,HTR1E
GHRL,HTR1F
GHRL,NPY1R
GHRL,OXTR
GHRL,SSTR2
GHRL,SSTR5
GHSR,GNA11
GHSR,GNAI1
GHSR,GNAI2
GHSR,GNAI3
GHSR,GNAQ
GIT1,PXN
GIT2,CDC42
GJD2,TJP1
GLI1,BCL2
GLI1,BMP2
GLI1,BMP4
GLI1,CCND1
GLI1,CCND2
GLI1,HHIP
GLI1,KIF7
GLI1,PTCH1
GLI1,PTCH2
GLI1,SUFU
GLI1,WNT1
GLI1,WNT10A
GLI1,WNT10B
GLI1,WNT11
GLI1,WNT16
GLI1,WNT2
GLI1,WNT2B
GLI1,WNT3
GLI1,WNT3A
GLI1,WNT4
GLI1,WNT5A
GLI1,WNT6
GLI1,WNT7A
GLI1,WNT7B
GLI1,WNT9A
GLI1,WNT9B
GLI2,BCL2
GLI2,BMP2
GLI2,BMP4
GLI2,CCND1
GLI2,CCND2
GLI2,GLI1
GLI2,HHIP
GLI2,KIF7
GLI2,PTCH1
GLI2,PTCH2
GLI2,SUFU
GLI2,WNT1
GLI2,WNT10A
GLI2,WNT10B
GLI2,WNT11
GLI2,WNT16
GLI2,WNT2
GLI2,WNT2B
GLI2,WNT3
GLI2,WNT3A
GLI2,WNT4
GLI2,WNT5A
GLI2,WNT6
GLI2,WNT7A
GLI2,WNT7B
GLI2,WNT9A
GLI2,WNT9B
GLI3,BCL2
GLI3,BMP2
GLI3,BMP4
GLI3,CCND1
GLI3,CCND2
GLI3,GLI1
GLI3,HHIP
GLI3,KIF7
GLI3,PTCH1
GLI3,PTCH2
GLI3,SUFU
GLI3,WNT1
GLI3,WNT10A
GLI3,WNT10B
GLI3,WNT11
GLI3,WNT16
GLI3,WNT2
GLI3,WNT2B
GLI3,WNT3
GLI3,WNT3A
GLI3,WNT4
GLI3,WNT5A
GLI3,WNT6
GLI3,WNT7A
GLI3,WNT7B
GLI3,WNT9A
GLI3,WNT9B
GLP1R,GNAS
GNA11,JMJD7-PLA2G4B
GNA11,KCNK2
GNA11,PLA2G12A
GNA11,PLA2G2E
GNA11,PLA2G4B
GNA11,PLA2G4F
GNA11,PLA2G6
GNA11,PLCB1
GNA11,PLCB2
GNA11,PLCB3
GNA11,PLCB4
GNA11,PLCG1
GNA11,PLCG2
GNA12,ARHGEF1
GNA12,ARHGEF11
GNA12,ARHGEF12
GNA12,ARHGEF25
GNA12,AVPR1B
GNA12,JMJD7-PLA2G4B
GNA12,PLA2G4B
GNA12,PLA2G4F
GNA12,PTK2B
GNA12,RASA2
GNA12,RHOA
GNA13,ARHGEF1
GNA13,ARHGEF11
GNA13,ARHGEF12
GNA13,ARHGEF25
GNA13,AVPR1B
GNA13,CAMK4
GNA13,JMJD7-PLA2G4B
GNA13,PIK3R5
GNA13,PLA2G4B
GNA13,PLA2G4F
GNA13,RHOA
GNA13,SRC
GNA14,PLCB1
GNA14,PLCB2
GNA14,PLCB3
GNA14,PLCB4
GNA15,PLCB1
GNA15,PLCB2
GNA15,PLCB3
GNA15,PLCB4
GNAI1,ADCY1
GNAI1,ADCY2
GNAI1,ADCY3
GNAI1,ADCY4
GNAI1,ADCY5
GNAI1,ADCY6
GNAI1,ADCY7
GNAI1,ADCY8
GNAI1,ADCY9
GNAI1,CACNA1A
GNAI1,CACNA1B
GNAI1,CACNA1C
GNAI1,CACNA1D
GNAI1,FGR
GNAI1,GNB1
GNAI1,GNB2
GNAI1,GNB3
GNAI1,GNB4
GNAI1,GNB5
GNAI1,GNG10
GNAI1,GNG11
GNAI1,GNG13
GNAI1,GNG4
GNAI1,GNG5
GNAI1,GNG7
GNAI1,GNG8
GNAI1,GNGT2
GNAI1,HCK
GNAI1,HRAS
GNAI1,IL12A
GNAI1,IL12B
GNAI1,JMJD7-PLA2G4B
GNAI1,KCNJ3
GNAI1,KCNJ5
GNAI1,KCNJ6
GNAI1,KRAS
GNAI1,LYN
GNAI1,MAPK1
GNAI1,MAPK11
GNAI1,MAPK12
GNAI1,MAPK13
GNAI1,MAPK14
GNAI1,MAPK3
GNAI1,MAPK8
GNAI1,MAPK9
GNAI1,MMP15
GNAI1,MMP16
GNAI1,MMP17
GNAI1,MMP24
GNAI1,MMP25
GNAI1,NOS3
GNAI1,PIK3CA
GNAI1,PIK3CD
GNAI1,PIK3R1
GNAI1,PIK3R2
GNAI1,PIK3R3
GNAI1,PIK3R5
GNAI1,PLA2G4B
GNAI1,PLA2G4F
GNAI1,PLCB1
GNAI1,PLCB2
GNAI1,PLCB3
GNAI1,PLCB4
GNAI1,PRKCE
GNAI1,RAPGEF3
GNAI1,RAPGEF4
GNAI1,SRC
GNAI2,ADCY1
GNAI2,ADCY2
GNAI2,ADCY3
GNAI2,ADCY4
GNAI2,ADCY5
GNAI2,ADCY6
GNAI2,ADCY7
GNAI2,ADCY8
GNAI2,ADCY9
GNAI2,CACNA1A
GNAI2,CACNA1B
GNAI2,CACNA1C
GNAI2,CACNA1D
GNAI2,FGR
GNAI2,GNB1
GNAI2,GNB2
GNAI2,GNB3
GNAI2,GNB4
GNAI2,GNB5
GNAI2,GNG10
GNAI2,GNG11
GNAI2,GNG13
GNAI2,GNG4
GNAI2,GNG5
GNAI2,GNG7
GNAI2,GNG8
GNAI2,GNGT2
GNAI2,HCK
GNAI2,HRAS
GNAI2,IL12A
GNAI2,IL12B
GNAI2,JMJD7-PLA2G4B
GNAI2,KCNJ3
GNAI2,KCNJ5
GNAI2,KCNJ6
GNAI2,KRAS
GNAI2,LYN
GNAI2,MAPK1
GNAI2,MAPK11
GNAI2,MAPK12
GNAI2,MAPK13
GNAI2,MAPK14
GNAI2,MAPK3
GNAI2,MAPK8
GNAI2,MAPK9
GNAI2,MMP15
GNAI2,MMP16
GNAI2,MMP17
GNAI2,MMP24
GNAI2,MMP25
GNAI2,NOS3
GNAI2,PIK3CA
GNAI2,PIK3CD
GNAI2,PIK3R1
GNAI2,PIK3R2
GNAI2,PIK3R3
GNAI2,PIK3R5
GNAI2,PLA2G4B
GNAI2,PLA2G4F
GNAI2,PLCB1
GNAI2,PLCB2
GNAI2,PLCB3
GNAI2,PLCB4
GNAI2,PRKCE
GNAI2,RAPGEF3
GNAI2,RAPGEF4
GNAI2,SRC
GNAI3,ADCY1
GNAI3,ADCY2
GNAI3,ADCY3
GNAI3,ADCY4
GNAI3,ADCY5
GNAI3,ADCY6
GNAI3,ADCY7
GNAI3,ADCY8
GNAI3,ADCY9
GNAI3,CACNA1A
GNAI3,CACNA1B
GNAI3,CACNA1C
GNAI3,CACNA1D
GNAI3,FGR
GNAI3,GNB1
GNAI3,GNB2
GNAI3,GNB3
GNAI3,GNB4
GNAI3,GNB5
GNAI3,GNG10
GNAI3,GNG11
GNAI3,GNG13
GNAI3,GNG4
GNAI3,GNG5
GNAI3,GNG7
GNAI3,GNG8
GNAI3,GNGT2
GNAI3,HCK
GNAI3,HRAS
GNAI3,IL12A
GNAI3,IL12B
GNAI3,JMJD7-PLA2G4B
GNAI3,KCNJ3
GNAI3,KCNJ5
GNAI3,KCNJ6
GNAI3,KRAS
GNAI3,LYN
GNAI3,MAPK1
GNAI3,MAPK11
GNAI3,MAPK12
GNAI3,MAPK13
GNAI3,MAPK14
GNAI3,MAPK3
GNAI3,MAPK8
GNAI3,MAPK9
GNAI3,MMP15
GNAI3,MMP16
GNAI3,MMP17
GNAI3,MMP24
GNAI3,MMP25
GNAI3,NOS3
GNAI3,PIK3CA
GNAI3,PIK3CD
GNAI3,PIK3R1
GNAI3,PIK3R2
GNAI3,PIK3R3
GNAI3,PIK3R5
GNAI3,PLA2G4B
GNAI3,PLA2G4F
GNAI3,PLCB1
GNAI3,PLCB2
GNAI3,PLCB3
GNAI3,PLCB4
GNAI3,PRKCE
GNAI3,RAPGEF3
GNAI3,RAPGEF4
GNAI3,SRC
GNAL,ADCY1
GNAL,ADCY2
GNAL,ADCY3
GNAL,ADCY4
GNAL,ADCY5
GNAL,ADCY7
